successful_update,pair_indices,pair_keys
11,76;120;132;69;84;139;61;75,study03/study03_p21:target_t3_0:source_t15_400;study03/study03_p23:target_t4_800:source_t3_0;study03/study03_p23:target_t16_800:source_t11_0;study03/study03_p20:target_t10_1200:source_t0_400;study03/study03_p21:target_t9_800:source_t18_800;study03/study03_p24:target_t9_800:source_t2_800;study03/study03_p20:target_t6_400:source_t20_0;study03/study03_p20:target_t17_400:source_t4_1200
12,116;155;27;94;53;149;18;35,study03/study03_p23:target_t2_800:source_t1_0;study03/study03_p24:target_t22_800:source_t11_400;study03/study03_p03:target_t24_1200:source_t12_400;study03/study03_p22:target_t4_0:source_t3_800;study03/study03_p19:target_t19_400:source_t12_0;study03/study03_p24:target_t21_0:source_t7_800;study03/study03_p03:target_t18_800:source_t7_400;study03/study03_p19:target_t3_1200:source_t2_0
13,121;1;70;131;60;95;59;151,study03/study03_p23:target_t4_1200:source_t3_400;study03/study03_p03:target_t3_400:source_t20_1200;study03/study03_p20:target_t16_0:source_t0_800;study03/study03_p23:target_t16_400:source_t9_1200;study03/study03_p20:target_t6_0:source_t19_1200;study03/study03_p22:target_t4_400:source_t3_1200;study03/study03_p20:target_t3_1200:source_t19_800;study03/study03_p24:target_t21_800:source_t10_0
14,158;80;126;123;0;25;43;118,study03/study03_p25:target_t6_400:source_t1_1200;study03/study03_p21:target_t6_0:source_t16_800;study03/study03_p23:target_t8_0:source_t6_800;study03/study03_p23:target_t5_400:source_t3_1200;study03/study03_p03:target_t3_0:source_t20_800;study03/study03_p03:target_t24_400:source_t11_0;study03/study03_p19:target_t8_1200:source_t7_800;study03/study03_p23:target_t4_0:source_t1_800
15,145;74;7;104;141;24;142;115,study03/study03_p24:target_t19_0:source_t4_1200;study03/study03_p20:target_t17_0:source_t4_800;study03/study03_p03:target_t6_1200:source_t23_400;study03/study03_p22:target_t8_800:source_t9_0;study03/study03_p24:target_t15_0:source_t3_0;study03/study03_p03:target_t24_0:source_t8_1200;study03/study03_p24:target_t15_400:source_t3_800;study03/study03_p23:target_t2_400:source_t0_1200
16,171;86;113;114;34;159;64;79,study03/study03_p25:target_t18_800:source_t11_0;study03/study03_p21:target_t17_0:source_t0_400;study03/study03_p22:target_t13_1200:source_t14_400;study03/study03_p23:target_t2_0:source_t0_800;study03/study03_p19:target_t3_800:source_t1_0;study03/study03_p25:target_t6_800:source_t5_0;study03/study03_p20:target_t9_800:source_t20_1200;study03/study03_p21:target_t3_1200:source_t16_400
17,20;122;49;13;12;164;111;127,study03/study03_p03:target_t22_0:source_t7_1200;study03/study03_p23:target_t5_0:source_t3_800;study03/study03_p19:target_t17_400:source_t11_0;study03/study03_p03:target_t10_400:source_t1_1200;study03/study03_p03:target_t10_0:source_t1_800;study03/study03_p25:target_t7_1200:source_t8_400;study03/study03_p22:target_t13_400:source_t11_1200;study03/study03_p23:target_t8_400:source_t6_1200
18,102;96;138;101;97;51;168;58,study03/study03_p22:target_t8_0:source_t6_800;study03/study03_p22:target_t4_800:source_t5_0;study03/study03_p24:target_t8_1200:source_t2_400;study03/study03_p22:target_t7_1200:source_t6_400;study03/study03_p22:target_t4_1200:source_t5_400;study03/study03_p19:target_t17_1200:source_t11_800;study03/study03_p25:target_t14_1200:source_t9_400;study03/study03_p20:target_t3_0:source_t19_400
19,153;67;136;54;28;98;112;147,study03/study03_p24:target_t22_0:source_t10_800;study03/study03_p20:target_t10_400:source_t21_1200;study03/study03_p24:target_t8_400:source_t1_1200;study03/study03_p19:target_t19_800:source_t12_400;study03/study03_p03:target_t25_0:source_t12_800;study03/study03_p22:target_t7_0:source_t5_800;study03/study03_p22:target_t13_800:source_t14_0;study03/study03_p24:target_t19_800:source_t6_800
20,162;65;128;157;68;83;21;36,study03/study03_p25:target_t7_400:source_t5_1200;study03/study03_p20:target_t9_1200:source_t21_400;study03/study03_p23:target_t8_800:source_t9_0;study03/study03_p25:target_t6_0:source_t1_800;study03/study03_p20:target_t10_800:source_t0_0;study03/study03_p21:target_t9_400:source_t18_400;study03/study03_p03:target_t22_400:source_t8_0;study03/study03_p19:target_t6_0:source_t2_800
21,38;165;45;125;39;144;71;133,study03/study03_p19:target_t6_800:source_t4_400;study03/study03_p25:target_t14_0:source_t8_800;study03/study03_p19:target_t16_400:source_t9_0;study03/study03_p23:target_t5_1200:source_t6_400;study03/study03_p19:target_t6_1200:source_t4_800;study03/study03_p24:target_t15_1200:source_t4_800;study03/study03_p20:target_t16_400:source_t0_1200;study03/study03_p23:target_t16_1200:source_t11_400
22,130;73;172;6;119,study03/study03_p23:target_t16_0:source_t9_800;study03/study03_p20:target_t16_1200:source_t4_0;study03/study03_p25:target_t18_1200:source_t11_400;study03/study03_p03:target_t6_800:source_t23_0;study03/study03_p23:target_t4_400:source_t1_1200
23,157;94;104;3;135;125;19;18,study03/study03_p25:target_t6_0:source_t1_800;study03/study03_p22:target_t4_0:source_t3_800;study03/study03_p22:target_t8_800:source_t9_0;study03/study03_p03:target_t3_1200:source_t21_400;study03/study03_p24:target_t5_1200:source_t1_800;study03/study03_p23:target_t5_1200:source_t6_400;study03/study03_p03:target_t18_1200:source_t7_800;study03/study03_p03:target_t18_800:source_t7_400
24,33;86;99;37;161;57;162;49,study03/study03_p19:target_t3_400:source_t0_1200;study03/study03_p21:target_t17_0:source_t0_400;study03/study03_p22:target_t7_400:source_t5_1200;study03/study03_p19:target_t6_400:source_t4_0;study03/study03_p25:target_t7_0:source_t5_800;study03/study03_p19:target_t20_1200:source_t13_0;study03/study03_p25:target_t7_400:source_t5_1200;study03/study03_p19:target_t17_400:source_t11_0
25,132;4;87;170;111;147;149;144,study03/study03_p23:target_t16_800:source_t11_0;study03/study03_p03:target_t6_0:source_t21_800;study03/study03_p21:target_t17_400:source_t0_800;study03/study03_p25:target_t18_400:source_t9_1200;study03/study03_p22:target_t13_400:source_t11_1200;study03/study03_p24:target_t19_800:source_t6_800;study03/study03_p24:target_t21_0:source_t7_800;study03/study03_p24:target_t15_1200:source_t4_800
26,10;63;47;138;142;79;145;77,study03/study03_p03:target_t9_800:source_t1_0;study03/study03_p20:target_t9_400:source_t20_800;study03/study03_p19:target_t16_1200:source_t9_800;study03/study03_p24:target_t8_1200:source_t2_400;study03/study03_p24:target_t15_400:source_t3_800;study03/study03_p21:target_t3_1200:source_t16_400;study03/study03_p24:target_t19_0:source_t4_1200;study03/study03_p21:target_t3_400:source_t15_800
27,56;93;140;143;89;91;40;137,study03/study03_p19:target_t20_0:source_t12_1200;study03/study03_p22:target_t1_1200:source_t3_400;study03/study03_p24:target_t9_1200:source_t2_1200;study03/study03_p24:target_t15_800:source_t4_0;study03/study03_p21:target_t17_1200:source_t1_400;study03/study03_p22:target_t1_400:source_t2_1200;study03/study03_p19:target_t8_0:source_t4_1200;study03/study03_p24:target_t8_800:source_t2_0
28,27;105;118;68;167;163;75;83,study03/study03_p03:target_t24_1200:source_t12_400;study03/study03_p22:target_t8_1200:source_t9_400;study03/study03_p23:target_t4_0:source_t1_800;study03/study03_p20:target_t10_800:source_t0_0;study03/study03_p25:target_t14_800:source_t9_0;study03/study03_p25:target_t7_800:source_t8_0;study03/study03_p20:target_t17_400:source_t4_1200;study03/study03_p21:target_t9_400:source_t18_400
29,101;51;156;36;152;112;133;121,study03/study03_p22:target_t7_1200:source_t6_400;study03/study03_p19:target_t17_1200:source_t11_800;study03/study03_p24:target_t22_1200:source_t11_1200;study03/study03_p19:target_t6_0:source_t2_800;study03/study03_p24:target_t21_1200:source_t10_400;study03/study03_p22:target_t13_800:source_t14_0;study03/study03_p23:target_t16_1200:source_t11_400;study03/study03_p23:target_t4_1200:source_t3_400
30,53;134;128;2;28;103;65;119,study03/study03_p19:target_t19_400:source_t12_0;study03/study03_p24:target_t5_0:source_t1_400;study03/study03_p23:target_t8_800:source_t9_0;study03/study03_p03:target_t3_800:source_t21_0;study03/study03_p03:target_t25_0:source_t12_800;study03/study03_p22:target_t8_400:source_t6_1200;study03/study03_p20:target_t9_1200:source_t21_400;study03/study03_p23:target_t4_400:source_t1_1200
31,100;29;96;62;84;81;158;25,study03/study03_p22:target_t7_800:source_t6_0;study03/study03_p03:target_t25_400:source_t12_1200;study03/study03_p22:target_t4_800:source_t5_0;study03/study03_p20:target_t9_0:source_t20_400;study03/study03_p21:target_t9_800:source_t18_800;study03/study03_p21:target_t6_400:source_t16_1200;study03/study03_p25:target_t6_400:source_t1_1200;study03/study03_p03:target_t24_400:source_t11_0
32,66;110;34;169;95;43;116;60,study03/study03_p20:target_t10_0:source_t21_800;study03/study03_p22:target_t13_0:source_t11_800;study03/study03_p19:target_t3_800:source_t1_0;study03/study03_p25:target_t18_0:source_t9_800;study03/study03_p22:target_t4_400:source_t3_1200;study03/study03_p19:target_t8_1200:source_t7_800;study03/study03_p23:target_t2_800:source_t1_0;study03/study03_p20:target_t6_0:source_t19_1200
33,14;150;122;114;54;131;85;141,study03/study03_p03:target_t10_800:source_t2_0;study03/study03_p24:target_t21_400:source_t7_1200;study03/study03_p23:target_t5_0:source_t3_800;study03/study03_p23:target_t2_0:source_t0_800;study03/study03_p19:target_t19_800:source_t12_400;study03/study03_p23:target_t16_400:source_t9_1200;study03/study03_p21:target_t9_1200:source_t18_1200;study03/study03_p24:target_t15_0:source_t3_0
34,90;31;21;171;74;16;55;35,study03/study03_p22:target_t1_0:source_t2_800;study03/study03_p03:target_t25_1200:source_t13_400;study03/study03_p03:target_t22_400:source_t8_0;study03/study03_p25:target_t18_800:source_t11_0;study03/study03_p20:target_t17_0:source_t4_800;study03/study03_p03:target_t18_0:source_t2_800;study03/study03_p19:target_t19_1200:source_t12_800;study03/study03_p19:target_t3_1200:source_t2_0
35,24;108;160;146;7;115;139;88,study03/study03_p03:target_t24_0:source_t8_1200;study03/study03_p22:target_t12_800:source_t11_0;study03/study03_p25:target_t6_1200:source_t5_400;study03/study03_p24:target_t19_400:source_t6_0;study03/study03_p03:target_t6_1200:source_t23_400;study03/study03_p23:target_t2_400:source_t0_1200;study03/study03_p24:target_t9_800:source_t2_800;study03/study03_p21:target_t17_800:source_t0_1200
36,117;82;48;42;165;67;50;127,study03/study03_p23:target_t2_1200:source_t1_400;study03/study03_p21:target_t9_0:source_t18_0;study03/study03_p19:target_t17_0:source_t9_1200;study03/study03_p19:target_t8_800:source_t7_400;study03/study03_p25:target_t14_0:source_t8_800;study03/study03_p20:target_t10_400:source_t21_1200;study03/study03_p19:target_t17_800:source_t11_400;study03/study03_p23:target_t8_400:source_t6_1200
37,71;0;61;64;11;136;151;45,study03/study03_p20:target_t16_400:source_t0_1200;study03/study03_p03:target_t3_0:source_t20_800;study03/study03_p20:target_t6_400:source_t20_0;study03/study03_p20:target_t9_800:source_t20_1200;study03/study03_p03:target_t9_1200:source_t1_400;study03/study03_p24:target_t8_400:source_t1_1200;study03/study03_p24:target_t21_800:source_t10_0;study03/study03_p19:target_t16_400:source_t9_0
38,9;30;154;123;76;15;107;52,study03/study03_p03:target_t9_400:source_t23_1200;study03/study03_p03:target_t25_800:source_t13_0;study03/study03_p24:target_t22_400:source_t11_0;study03/study03_p23:target_t5_400:source_t3_1200;study03/study03_p21:target_t3_0:source_t15_400;study03/study03_p03:target_t10_1200:source_t2_400;study03/study03_p22:target_t12_400:source_t9_1200;study03/study03_p19:target_t19_0:source_t11_1200
39,70;130;172;23;32;46;38;120,study03/study03_p20:target_t16_0:source_t0_800;study03/study03_p23:target_t16_0:source_t9_800;study03/study03_p25:target_t18_1200:source_t11_400;study03/study03_p03:target_t22_1200:source_t8_800;study03/study03_p19:target_t3_0:source_t0_800;study03/study03_p19:target_t16_800:source_t9_400;study03/study03_p19:target_t6_800:source_t4_400;study03/study03_p23:target_t4_800:source_t3_0
40,69;153;97;20;73;129;80;17,study03/study03_p20:target_t10_1200:source_t0_400;study03/study03_p24:target_t22_0:source_t10_800;study03/study03_p22:target_t4_1200:source_t5_400;study03/study03_p03:target_t22_0:source_t7_1200;study03/study03_p20:target_t16_1200:source_t4_0;study03/study03_p23:target_t8_1200:source_t9_400;study03/study03_p21:target_t6_0:source_t16_800;study03/study03_p03:target_t18_400:source_t2_1200
41,58;109;113;1;22;26;41;106,study03/study03_p20:target_t3_0:source_t19_400;study03/study03_p22:target_t12_1200:source_t11_400;study03/study03_p22:target_t13_1200:source_t14_400;study03/study03_p03:target_t3_400:source_t20_1200;study03/study03_p03:target_t22_800:source_t8_400;study03/study03_p03:target_t24_800:source_t12_0;study03/study03_p19:target_t8_400:source_t7_0;study03/study03_p22:target_t12_0:source_t9_800
42,59;166;13;102;72;164;6;92,study03/study03_p20:target_t3_1200:source_t19_800;study03/study03_p25:target_t14_400:source_t8_1200;study03/study03_p03:target_t10_400:source_t1_1200;study03/study03_p22:target_t8_0:source_t6_800;study03/study03_p20:target_t16_800:source_t2_1200;study03/study03_p25:target_t7_1200:source_t8_400;study03/study03_p03:target_t6_800:source_t23_0;study03/study03_p22:target_t1_800:source_t3_0
43,148;8;168;12;98;78;159;155,study03/study03_p24:target_t19_1200:source_t7_0;study03/study03_p03:target_t9_0:source_t23_800;study03/study03_p25:target_t14_1200:source_t9_400;study03/study03_p03:target_t10_0:source_t1_800;study03/study03_p22:target_t7_0:source_t5_800;study03/study03_p21:target_t3_800:source_t15_1200;study03/study03_p25:target_t6_800:source_t5_0;study03/study03_p24:target_t22_800:source_t11_400
44,124;44;126;5;39,study03/study03_p23:target_t5_800:source_t6_0;study03/study03_p19:target_t16_0:source_t7_1200;study03/study03_p23:target_t8_0:source_t6_800;study03/study03_p03:target_t6_400:source_t21_1200;study03/study03_p19:target_t6_1200:source_t4_800
45,158;115;170;126;139;156;88;17,study03/study03_p25:target_t6_400:source_t1_1200;study03/study03_p23:target_t2_400:source_t0_1200;study03/study03_p25:target_t18_400:source_t9_1200;study03/study03_p23:target_t8_0:source_t6_800;study03/study03_p24:target_t9_800:source_t2_800;study03/study03_p24:target_t22_1200:source_t11_1200;study03/study03_p21:target_t17_800:source_t0_1200;study03/study03_p03:target_t18_400:source_t2_1200
46,48;25;91;140;172;62;43;152,study03/study03_p19:target_t17_0:source_t9_1200;study03/study03_p03:target_t24_400:source_t11_0;study03/study03_p22:target_t1_400:source_t2_1200;study03/study03_p24:target_t9_1200:source_t2_1200;study03/study03_p25:target_t18_1200:source_t11_400;study03/study03_p20:target_t9_0:source_t20_400;study03/study03_p19:target_t8_1200:source_t7_800;study03/study03_p24:target_t21_1200:source_t10_400
47,28;89;84;79;60;27;85;164,study03/study03_p03:target_t25_0:source_t12_800;study03/study03_p21:target_t17_1200:source_t1_400;study03/study03_p21:target_t9_800:source_t18_800;study03/study03_p21:target_t3_1200:source_t16_400;study03/study03_p20:target_t6_0:source_t19_1200;study03/study03_p03:target_t24_1200:source_t12_400;study03/study03_p21:target_t9_1200:source_t18_1200;study03/study03_p25:target_t7_1200:source_t8_400
48,135;40;104;114;109;12;56;145,study03/study03_p24:target_t5_1200:source_t1_800;study03/study03_p19:target_t8_0:source_t4_1200;study03/study03_p22:target_t8_800:source_t9_0;study03/study03_p23:target_t2_0:source_t0_800;study03/study03_p22:target_t12_1200:source_t11_400;study03/study03_p03:target_t10_0:source_t1_800;study03/study03_p19:target_t20_0:source_t12_1200;study03/study03_p24:target_t19_0:source_t4_1200
49,149;31;20;21;107;142;39;14,study03/study03_p24:target_t21_0:source_t7_800;study03/study03_p03:target_t25_1200:source_t13_400;study03/study03_p03:target_t22_0:source_t7_1200;study03/study03_p03:target_t22_400:source_t8_0;study03/study03_p22:target_t12_400:source_t9_1200;study03/study03_p24:target_t15_400:source_t3_800;study03/study03_p19:target_t6_1200:source_t4_800;study03/study03_p03:target_t10_800:source_t2_0
50,147;121;111;150;55;117;98;41,study03/study03_p24:target_t19_800:source_t6_800;study03/study03_p23:target_t4_1200:source_t3_400;study03/study03_p22:target_t13_400:source_t11_1200;study03/study03_p24:target_t21_400:source_t7_1200;study03/study03_p19:target_t19_1200:source_t12_800;study03/study03_p23:target_t2_1200:source_t1_400;study03/study03_p22:target_t7_0:source_t5_800;study03/study03_p19:target_t8_400:source_t7_0
51,116;105;110;169;113;63;163;33,study03/study03_p23:target_t2_800:source_t1_0;study03/study03_p22:target_t8_1200:source_t9_400;study03/study03_p22:target_t13_0:source_t11_800;study03/study03_p25:target_t18_0:source_t9_800;study03/study03_p22:target_t13_1200:source_t14_400;study03/study03_p20:target_t9_400:source_t20_800;study03/study03_p25:target_t7_800:source_t8_0;study03/study03_p19:target_t3_400:source_t0_1200
52,24;76;15;131;161;19;103;57,study03/study03_p03:target_t24_0:source_t8_1200;study03/study03_p21:target_t3_0:source_t15_400;study03/study03_p03:target_t10_1200:source_t2_400;study03/study03_p23:target_t16_400:source_t9_1200;study03/study03_p25:target_t7_0:source_t5_800;study03/study03_p03:target_t18_1200:source_t7_800;study03/study03_p22:target_t8_400:source_t6_1200;study03/study03_p19:target_t20_1200:source_t13_0
53,166;36;159;94;8;122;118;137,study03/study03_p25:target_t14_400:source_t8_1200;study03/study03_p19:target_t6_0:source_t2_800;study03/study03_p25:target_t6_800:source_t5_0;study03/study03_p22:target_t4_0:source_t3_800;study03/study03_p03:target_t9_0:source_t23_800;study03/study03_p23:target_t5_0:source_t3_800;study03/study03_p23:target_t4_0:source_t1_800;study03/study03_p24:target_t8_800:source_t2_0
54,38;37;120;93;80;26;54;29,study03/study03_p19:target_t6_800:source_t4_400;study03/study03_p19:target_t6_400:source_t4_0;study03/study03_p23:target_t4_800:source_t3_0;study03/study03_p22:target_t1_1200:source_t3_400;study03/study03_p21:target_t6_0:source_t16_800;study03/study03_p03:target_t24_800:source_t12_0;study03/study03_p19:target_t19_800:source_t12_400;study03/study03_p03:target_t25_400:source_t12_1200
55,30;112;168;67;44;127;16;0,study03/study03_p03:target_t25_800:source_t13_0;study03/study03_p22:target_t13_800:source_t14_0;study03/study03_p25:target_t14_1200:source_t9_400;study03/study03_p20:target_t10_400:source_t21_1200;study03/study03_p19:target_t16_0:source_t7_1200;study03/study03_p23:target_t8_400:source_t6_1200;study03/study03_p03:target_t18_0:source_t2_800;study03/study03_p03:target_t3_0:source_t20_800
56,101;10;125;53;133;52;100;72,study03/study03_p22:target_t7_1200:source_t6_400;study03/study03_p03:target_t9_800:source_t1_0;study03/study03_p23:target_t5_1200:source_t6_400;study03/study03_p19:target_t19_400:source_t12_0;study03/study03_p23:target_t16_1200:source_t11_400;study03/study03_p19:target_t19_0:source_t11_1200;study03/study03_p22:target_t7_800:source_t6_0;study03/study03_p20:target_t16_800:source_t2_1200
57,7;18;81;71;6;58;75;70,study03/study03_p03:target_t6_1200:source_t23_400;study03/study03_p03:target_t18_800:source_t7_400;study03/study03_p21:target_t6_400:source_t16_1200;study03/study03_p20:target_t16_400:source_t0_1200;study03/study03_p03:target_t6_800:source_t23_0;study03/study03_p20:target_t3_0:source_t19_400;study03/study03_p20:target_t17_400:source_t4_1200;study03/study03_p20:target_t16_0:source_t0_800
58,129;45;47;123;65;64;128;146,study03/study03_p23:target_t8_1200:source_t9_400;study03/study03_p19:target_t16_400:source_t9_0;study03/study03_p19:target_t16_1200:source_t9_800;study03/study03_p23:target_t5_400:source_t3_1200;study03/study03_p20:target_t9_1200:source_t21_400;study03/study03_p20:target_t9_800:source_t20_1200;study03/study03_p23:target_t8_800:source_t9_0;study03/study03_p24:target_t19_400:source_t6_0
59,74;4;5;13;77;130;141;49,study03/study03_p20:target_t17_0:source_t4_800;study03/study03_p03:target_t6_0:source_t21_800;study03/study03_p03:target_t6_400:source_t21_1200;study03/study03_p03:target_t10_400:source_t1_1200;study03/study03_p21:target_t3_400:source_t15_800;study03/study03_p23:target_t16_0:source_t9_800;study03/study03_p24:target_t15_0:source_t3_0;study03/study03_p19:target_t17_400:source_t11_0
60,97;34;108;82;83;59;124;153,study03/study03_p22:target_t4_1200:source_t5_400;study03/study03_p19:target_t3_800:source_t1_0;study03/study03_p22:target_t12_800:source_t11_0;study03/study03_p21:target_t9_0:source_t18_0;study03/study03_p21:target_t9_400:source_t18_400;study03/study03_p20:target_t3_1200:source_t19_800;study03/study03_p23:target_t5_800:source_t6_0;study03/study03_p24:target_t22_0:source_t10_800
61,119;151;162;61;22;32;96;155,study03/study03_p23:target_t4_400:source_t1_1200;study03/study03_p24:target_t21_800:source_t10_0;study03/study03_p25:target_t7_400:source_t5_1200;study03/study03_p20:target_t6_400:source_t20_0;study03/study03_p03:target_t22_800:source_t8_400;study03/study03_p19:target_t3_0:source_t0_800;study03/study03_p22:target_t4_800:source_t5_0;study03/study03_p24:target_t22_800:source_t11_400
62,86;51;171;143;132;3;68;90,study03/study03_p21:target_t17_0:source_t0_400;study03/study03_p19:target_t17_1200:source_t11_800;study03/study03_p25:target_t18_800:source_t11_0;study03/study03_p24:target_t15_800:source_t4_0;study03/study03_p23:target_t16_800:source_t11_0;study03/study03_p03:target_t3_1200:source_t21_400;study03/study03_p20:target_t10_800:source_t0_0;study03/study03_p22:target_t1_0:source_t2_800
63,69;160;95;35;154;148;9;157,study03/study03_p20:target_t10_1200:source_t0_400;study03/study03_p25:target_t6_1200:source_t5_400;study03/study03_p22:target_t4_400:source_t3_1200;study03/study03_p19:target_t3_1200:source_t2_0;study03/study03_p24:target_t22_400:source_t11_0;study03/study03_p24:target_t19_1200:source_t7_0;study03/study03_p03:target_t9_400:source_t23_1200;study03/study03_p25:target_t6_0:source_t1_800
64,66;102;138;73;11;92;46;1,study03/study03_p20:target_t10_0:source_t21_800;study03/study03_p22:target_t8_0:source_t6_800;study03/study03_p24:target_t8_1200:source_t2_400;study03/study03_p20:target_t16_1200:source_t4_0;study03/study03_p03:target_t9_1200:source_t1_400;study03/study03_p22:target_t1_800:source_t3_0;study03/study03_p19:target_t16_800:source_t9_400;study03/study03_p03:target_t3_400:source_t20_1200
65,2;134;50;165;167;87;136;106,study03/study03_p03:target_t3_800:source_t21_0;study03/study03_p24:target_t5_0:source_t1_400;study03/study03_p19:target_t17_800:source_t11_400;study03/study03_p25:target_t14_0:source_t8_800;study03/study03_p25:target_t14_800:source_t9_0;study03/study03_p21:target_t17_400:source_t0_800;study03/study03_p24:target_t8_400:source_t1_1200;study03/study03_p22:target_t12_0:source_t9_800
66,99;78;144;42;23,study03/study03_p22:target_t7_400:source_t5_1200;study03/study03_p21:target_t3_800:source_t15_1200;study03/study03_p24:target_t15_1200:source_t4_800;study03/study03_p19:target_t8_800:source_t7_400;study03/study03_p03:target_t22_1200:source_t8_800
67,127;131;30;27;138;113;102;124,study03/study03_p23:target_t8_400:source_t6_1200;study03/study03_p23:target_t16_400:source_t9_1200;study03/study03_p03:target_t25_800:source_t13_0;study03/study03_p03:target_t24_1200:source_t12_400;study03/study03_p24:target_t8_1200:source_t2_400;study03/study03_p22:target_t13_1200:source_t14_400;study03/study03_p22:target_t8_0:source_t6_800;study03/study03_p23:target_t5_800:source_t6_0
68,92;110;163;74;117;22;57;107,study03/study03_p22:target_t1_800:source_t3_0;study03/study03_p22:target_t13_0:source_t11_800;study03/study03_p25:target_t7_800:source_t8_0;study03/study03_p20:target_t17_0:source_t4_800;study03/study03_p23:target_t2_1200:source_t1_400;study03/study03_p03:target_t22_800:source_t8_400;study03/study03_p19:target_t20_1200:source_t13_0;study03/study03_p22:target_t12_400:source_t9_1200
