successful_update,pair_indices,pair_keys
12,99;67;8;54;32;28;108;19,study01/study01_p05:target_t0_800:source_t14_400;study01/study01_p04:target_t0_800:source_t11_0;study01/study01_p01:target_t13_800:source_t6_800;study01/study01_p03:target_t16_0:source_t13_400;study01/study01_p03:target_t0_400:source_t23_0;study01/study01_p01:target_t24_400:source_t16_400;study01/study01_p05:target_t10_0:source_t17_1200;study01/study01_p01:target_t20_800:source_t11_800
13,96;111;48;65;0;105;103;35,study01/study01_p04:target_t22_1200:source_t20_0;study01/study01_p05:target_t10_1200:source_t19_800;study01/study01_p03:target_t6_800:source_t9_0;study01/study01_p04:target_t0_0:source_t8_800;study01/study01_p01:target_t0_0:source_t4_0;study01/study01_p05:target_t7_0:source_t17_0;study01/study01_p05:target_t6_800:source_t15_800;study01/study01_p03:target_t1_0:source_t23_1200
14,68;83;84;21;36;38;115;45,study01/study01_p04:target_t0_1200:source_t11_400;study01/study01_p04:target_t10_0:source_t15_0;study01/study01_p04:target_t10_400:source_t15_800;study01/study01_p01:target_t21_400:source_t12_0;study01/study01_p03:target_t1_400:source_t3_0;study01/study01_p03:target_t1_1200:source_t3_800;study01/study01_p05:target_t13_1200:source_t20_800;study01/study01_p03:target_t4_1200:source_t7_400
15,82;53;39;16;55;71;5;118,study01/study01_p04:target_t9_1200:source_t14_1200;study01/study01_p03:target_t12_1200:source_t13_0;study01/study01_p03:target_t2_0:source_t3_1200;study01/study01_p01:target_t17_1200:source_t10_800;study01/study01_p03:target_t16_400:source_t13_800;study01/study01_p04:target_t1_800:source_t12_0;study01/study01_p01:target_t7_400:source_t5_1200;study01/study01_p05:target_t16_800:source_t21_800
16,2;86;123;73;126;6;119,study01/study01_p01:target_t0_800:source_t5_0;study01/study01_p04:target_t18_0:source_t16_400;study01/study01_p05:target_t18_1200:source_t23_0;study01/study01_p04:target_t4_0:source_t12_800;study01/study01_p05:target_t25_1200:source_t23_1200;study01/study01_p01:target_t13_0:source_t6_0;study01/study01_p05:target_t16_1200:source_t22_0
17,109;67;70;85;62;86;71;35,study01/study01_p05:target_t10_400:source_t19_0;study01/study01_p04:target_t0_800:source_t11_0;study01/study01_p04:target_t1_400:source_t11_1200;study01/study01_p04:target_t10_800:source_t16_0;study01/study01_p03:target_t24_0:source_t15_400;study01/study01_p04:target_t18_0:source_t16_400;study01/study01_p04:target_t1_800:source_t12_0;study01/study01_p03:target_t1_0:source_t23_1200
18,33;19;83;89;61;4;37;101,study01/study01_p03:target_t0_800:source_t23_400;study01/study01_p01:target_t20_800:source_t11_800;study01/study01_p04:target_t10_0:source_t15_0;study01/study01_p04:target_t18_1200:source_t17_0;study01/study01_p03:target_t17_1200:source_t15_0;study01/study01_p01:target_t7_0:source_t5_800;study01/study01_p03:target_t1_800:source_t3_400;study01/study01_p05:target_t6_0:source_t15_0
19,120;117;75;57;60;94;100;36,study01/study01_p05:target_t18_0:source_t22_400;study01/study01_p05:target_t16_400:source_t21_400;study01/study01_p04:target_t4_800:source_t13_0;study01/study01_p03:target_t16_1200:source_t14_0;study01/study01_p03:target_t17_800:source_t14_1200;study01/study01_p04:target_t22_0:source_t19_800;study01/study01_p05:target_t0_1200:source_t14_800;study01/study01_p03:target_t1_400:source_t3_0
20,124;29;25;53;81;21;56;2,study01/study01_p05:target_t25_400:source_t23_400;study01/study01_p01:target_t24_800:source_t16_800;study01/study01_p01:target_t23_400:source_t14_0;study01/study01_p03:target_t12_1200:source_t13_0;study01/study01_p04:target_t9_800:source_t14_800;study01/study01_p01:target_t21_400:source_t12_0;study01/study01_p03:target_t16_800:source_t13_1200;study01/study01_p01:target_t0_800:source_t5_0
21,10;16;90;63;96;122;40;108,study01/study01_p01:target_t15_400:source_t8_0;study01/study01_p01:target_t17_1200:source_t10_800;study01/study01_p04:target_t21_0:source_t17_400;study01/study01_p03:target_t24_400:source_t15_800;study01/study01_p04:target_t22_1200:source_t20_0;study01/study01_p05:target_t18_800:source_t22_1200;study01/study01_p03:target_t2_400:source_t5_0;study01/study01_p05:target_t10_0:source_t17_1200
22,51;79;88;77;118;54;18;55,study01/study01_p03:target_t12_400:source_t9_1200;study01/study01_p04:target_t7_1200:source_t14_0;study01/study01_p04:target_t18_800:source_t16_1200;study01/study01_p04:target_t7_0:source_t13_800;study01/study01_p05:target_t16_800:source_t21_800;study01/study01_p03:target_t16_0:source_t13_400;study01/study01_p01:target_t20_400:source_t11_0;study01/study01_p03:target_t16_400:source_t13_800
23,14;3;7;64;0;11;123;42,study01/study01_p01:target_t17_400:source_t10_0;study01/study01_p01:target_t0_1200:source_t5_400;study01/study01_p01:target_t13_400:source_t6_400;study01/study01_p03:target_t24_800:source_t15_1200;study01/study01_p01:target_t0_0:source_t4_0;study01/study01_p01:target_t15_800:source_t8_800;study01/study01_p05:target_t18_1200:source_t23_0;study01/study01_p03:target_t4_0:source_t5_800
24,45;9;74;99;97;110;15;43,study01/study01_p03:target_t4_1200:source_t7_400;study01/study01_p01:target_t15_0:source_t6_1200;study01/study01_p04:target_t4_400:source_t12_1200;study01/study01_p05:target_t0_800:source_t14_400;study01/study01_p05:target_t0_0:source_t12_800;study01/study01_p05:target_t10_800:source_t19_400;study01/study01_p01:target_t17_800:source_t10_400;study01/study01_p03:target_t4_400:source_t5_1200
25,119;115;126;104;125;23;95;114,study01/study01_p05:target_t16_1200:source_t22_0;study01/study01_p05:target_t13_1200:source_t20_800;study01/study01_p05:target_t25_1200:source_t23_1200;study01/study01_p05:target_t6_1200:source_t15_1200;study01/study01_p05:target_t25_800:source_t23_800;study01/study01_p01:target_t21_1200:source_t12_800;study01/study01_p04:target_t22_800:source_t19_1200;study01/study01_p05:target_t13_800:source_t20_400
26,46;38;30;76;69;24;68;82,study01/study01_p03:target_t6_0:source_t7_800;study01/study01_p03:target_t1_1200:source_t3_800;study01/study01_p01:target_t24_1200:source_t16_1200;study01/study01_p04:target_t4_1200:source_t13_400;study01/study01_p04:target_t1_0:source_t11_800;study01/study01_p01:target_t23_0:source_t12_1200;study01/study01_p04:target_t0_1200:source_t11_400;study01/study01_p04:target_t9_1200:source_t14_1200
27,73;91;113;80;17;87;34;58,study01/study01_p04:target_t4_0:source_t12_800;study01/study01_p04:target_t21_400:source_t17_800;study01/study01_p05:target_t13_400:source_t20_0;study01/study01_p04:target_t9_0:source_t14_400;study01/study01_p01:target_t20_0:source_t10_1200;study01/study01_p04:target_t18_400:source_t16_800;study01/study01_p03:target_t0_1200:source_t23_800;study01/study01_p03:target_t17_0:source_t14_400
28,66;28;116;1;49;22;26;111,study01/study01_p04:target_t0_400:source_t8_1200;study01/study01_p01:target_t24_400:source_t16_400;study01/study01_p05:target_t16_0:source_t20_1200;study01/study01_p01:target_t0_400:source_t4_800;study01/study01_p03:target_t6_1200:source_t9_400;study01/study01_p01:target_t21_800:source_t12_400;study01/study01_p01:target_t23_800:source_t14_800;study01/study01_p05:target_t10_1200:source_t19_800
29,48;59;105;13;72;112;32;93,study01/study01_p03:target_t6_800:source_t9_0;study01/study01_p03:target_t17_400:source_t14_800;study01/study01_p05:target_t7_0:source_t17_0;study01/study01_p01:target_t17_0:source_t9_800;study01/study01_p04:target_t1_1200:source_t12_400;study01/study01_p05:target_t13_0:source_t19_1200;study01/study01_p03:target_t0_400:source_t23_0;study01/study01_p04:target_t21_1200:source_t19_0
30,6;92;65;20;50;8;12;41,study01/study01_p01:target_t13_0:source_t6_0;study01/study01_p04:target_t21_800:source_t17_1200;study01/study01_p04:target_t0_0:source_t8_800;study01/study01_p01:target_t21_0:source_t11_1200;study01/study01_p03:target_t12_0:source_t9_800;study01/study01_p01:target_t13_800:source_t6_800;study01/study01_p01:target_t15_1200:source_t9_0;study01/study01_p03:target_t2_800:source_t5_400
31,98;107;102;78;31;27;121;52,study01/study01_p05:target_t0_400:source_t12_1200;study01/study01_p05:target_t7_1200:source_t17_800;study01/study01_p05:target_t6_400:source_t15_400;study01/study01_p04:target_t7_400:source_t13_1200;study01/study01_p03:target_t0_0:source_t22_1200;study01/study01_p01:target_t24_0:source_t16_0;study01/study01_p05:target_t18_400:source_t22_800;study01/study01_p03:target_t12_800:source_t11_800
32,84;44;103;5;106;39;47,study01/study01_p04:target_t10_400:source_t15_800;study01/study01_p03:target_t4_800:source_t7_0;study01/study01_p05:target_t6_800:source_t15_800;study01/study01_p01:target_t7_400:source_t5_1200;study01/study01_p05:target_t7_800:source_t17_400;study01/study01_p03:target_t2_0:source_t3_1200;study01/study01_p03:target_t6_400:source_t7_1200
33,88;14;95;58;19;12;21;113,study01/study01_p04:target_t18_800:source_t16_1200;study01/study01_p01:target_t17_400:source_t10_0;study01/study01_p04:target_t22_800:source_t19_1200;study01/study01_p03:target_t17_0:source_t14_400;study01/study01_p01:target_t20_800:source_t11_800;study01/study01_p01:target_t15_1200:source_t9_0;study01/study01_p01:target_t21_400:source_t12_0;study01/study01_p05:target_t13_400:source_t20_0
34,40;117;27;15;126;24;123;62,study01/study01_p03:target_t2_400:source_t5_0;study01/study01_p05:target_t16_400:source_t21_400;study01/study01_p01:target_t24_0:source_t16_0;study01/study01_p01:target_t17_800:source_t10_400;study01/study01_p05:target_t25_1200:source_t23_1200;study01/study01_p01:target_t23_0:source_t12_1200;study01/study01_p05:target_t18_1200:source_t23_0;study01/study01_p03:target_t24_0:source_t15_400
35,89;102;44;67;48;37;31;85,study01/study01_p04:target_t18_1200:source_t17_0;study01/study01_p05:target_t6_400:source_t15_400;study01/study01_p03:target_t4_800:source_t7_0;study01/study01_p04:target_t0_800:source_t11_0;study01/study01_p03:target_t6_800:source_t9_0;study01/study01_p03:target_t1_800:source_t3_400;study01/study01_p03:target_t0_0:source_t22_1200;study01/study01_p04:target_t10_800:source_t16_0
36,25;94;41;100;76;29;33;57,study01/study01_p01:target_t23_400:source_t14_0;study01/study01_p04:target_t22_0:source_t19_800;study01/study01_p03:target_t2_800:source_t5_400;study01/study01_p05:target_t0_1200:source_t14_800;study01/study01_p04:target_t4_1200:source_t13_400;study01/study01_p01:target_t24_800:source_t16_800;study01/study01_p03:target_t0_800:source_t23_400;study01/study01_p03:target_t16_1200:source_t14_0
37,54;79;105;70;55;124;30;26,study01/study01_p03:target_t16_0:source_t13_400;study01/study01_p04:target_t7_1200:source_t14_0;study01/study01_p05:target_t7_0:source_t17_0;study01/study01_p04:target_t1_400:source_t11_1200;study01/study01_p03:target_t16_400:source_t13_800;study01/study01_p05:target_t25_400:source_t23_400;study01/study01_p01:target_t24_1200:source_t16_1200;study01/study01_p01:target_t23_800:source_t14_800
38,0;81;93;77;53;120;52;80,study01/study01_p01:target_t0_0:source_t4_0;study01/study01_p04:target_t9_800:source_t14_800;study01/study01_p04:target_t21_1200:source_t19_0;study01/study01_p04:target_t7_0:source_t13_800;study01/study01_p03:target_t12_1200:source_t13_0;study01/study01_p05:target_t18_0:source_t22_400;study01/study01_p03:target_t12_800:source_t11_800;study01/study01_p04:target_t9_0:source_t14_400
39,75;91;17;38;7;116;60;115,study01/study01_p04:target_t4_800:source_t13_0;study01/study01_p04:target_t21_400:source_t17_800;study01/study01_p01:target_t20_0:source_t10_1200;study01/study01_p03:target_t1_1200:source_t3_800;study01/study01_p01:target_t13_400:source_t6_400;study01/study01_p05:target_t16_0:source_t20_1200;study01/study01_p03:target_t17_800:source_t14_1200;study01/study01_p05:target_t13_1200:source_t20_800
40,111;96;43;83;47;18;109;65,study01/study01_p05:target_t10_1200:source_t19_800;study01/study01_p04:target_t22_1200:source_t20_0;study01/study01_p03:target_t4_400:source_t5_1200;study01/study01_p04:target_t10_0:source_t15_0;study01/study01_p03:target_t6_400:source_t7_1200;study01/study01_p01:target_t20_400:source_t11_0;study01/study01_p05:target_t10_400:source_t19_0;study01/study01_p04:target_t0_0:source_t8_800
41,64;71;82;5;13;74;84;49,study01/study01_p03:target_t24_800:source_t15_1200;study01/study01_p04:target_t1_800:source_t12_0;study01/study01_p04:target_t9_1200:source_t14_1200;study01/study01_p01:target_t7_400:source_t5_1200;study01/study01_p01:target_t17_0:source_t9_800;study01/study01_p04:target_t4_400:source_t12_1200;study01/study01_p04:target_t10_400:source_t15_800;study01/study01_p03:target_t6_1200:source_t9_400
42,34;59;112;98;22;32;104;119,study01/study01_p03:target_t0_1200:source_t23_800;study01/study01_p03:target_t17_400:source_t14_800;study01/study01_p05:target_t13_0:source_t19_1200;study01/study01_p05:target_t0_400:source_t12_1200;study01/study01_p01:target_t21_800:source_t12_400;study01/study01_p03:target_t0_400:source_t23_0;study01/study01_p05:target_t6_1200:source_t15_1200;study01/study01_p05:target_t16_1200:source_t22_0
43,97;114;4;101;3;68;39;86,study01/study01_p05:target_t0_0:source_t12_800;study01/study01_p05:target_t13_800:source_t20_400;study01/study01_p01:target_t7_0:source_t5_800;study01/study01_p05:target_t6_0:source_t15_0;study01/study01_p01:target_t0_1200:source_t5_400;study01/study01_p04:target_t0_1200:source_t11_400;study01/study01_p03:target_t2_0:source_t3_1200;study01/study01_p04:target_t18_0:source_t16_400
44,72;69;110;35;125;103;20;9,study01/study01_p04:target_t1_1200:source_t12_400;study01/study01_p04:target_t1_0:source_t11_800;study01/study01_p05:target_t10_800:source_t19_400;study01/study01_p03:target_t1_0:source_t23_1200;study01/study01_p05:target_t25_800:source_t23_800;study01/study01_p05:target_t6_800:source_t15_800;study01/study01_p01:target_t21_0:source_t11_1200;study01/study01_p01:target_t15_0:source_t6_1200
45,28;107;61;66;122;45;63;10,study01/study01_p01:target_t24_400:source_t16_400;study01/study01_p05:target_t7_1200:source_t17_800;study01/study01_p03:target_t17_1200:source_t15_0;study01/study01_p04:target_t0_400:source_t8_1200;study01/study01_p05:target_t18_800:source_t22_1200;study01/study01_p03:target_t4_1200:source_t7_400;study01/study01_p03:target_t24_400:source_t15_800;study01/study01_p01:target_t15_400:source_t8_0
46,73;108;11;92;46;1;2;6,study01/study01_p04:target_t4_0:source_t12_800;study01/study01_p05:target_t10_0:source_t17_1200;study01/study01_p01:target_t15_800:source_t8_800;study01/study01_p04:target_t21_800:source_t17_1200;study01/study01_p03:target_t6_0:source_t7_800;study01/study01_p01:target_t0_400:source_t4_800;study01/study01_p01:target_t0_800:source_t5_0;study01/study01_p01:target_t13_0:source_t6_0
47,50;36;118;121;56;90;87;51,study01/study01_p03:target_t12_0:source_t9_800;study01/study01_p03:target_t1_400:source_t3_0;study01/study01_p05:target_t16_800:source_t21_800;study01/study01_p05:target_t18_400:source_t22_800;study01/study01_p03:target_t16_800:source_t13_1200;study01/study01_p04:target_t21_0:source_t17_400;study01/study01_p04:target_t18_400:source_t16_800;study01/study01_p03:target_t12_400:source_t9_1200
48,8;106;99;78;16;42;23,study01/study01_p01:target_t13_800:source_t6_800;study01/study01_p05:target_t7_800:source_t17_400;study01/study01_p05:target_t0_800:source_t14_400;study01/study01_p04:target_t7_400:source_t13_1200;study01/study01_p01:target_t17_1200:source_t10_800;study01/study01_p03:target_t4_0:source_t5_800;study01/study01_p01:target_t21_1200:source_t12_800
49,87;49;52;101;16;86;46;102,study01/study01_p04:target_t18_400:source_t16_800;study01/study01_p03:target_t6_1200:source_t9_400;study01/study01_p03:target_t12_800:source_t11_800;study01/study01_p05:target_t6_0:source_t15_0;study01/study01_p01:target_t17_1200:source_t10_800;study01/study01_p04:target_t18_0:source_t16_400;study01/study01_p03:target_t6_0:source_t7_800;study01/study01_p05:target_t6_400:source_t15_400
50,116;17;63;109;105;72;108;51,study01/study01_p05:target_t16_0:source_t20_1200;study01/study01_p01:target_t20_0:source_t10_1200;study01/study01_p03:target_t24_400:source_t15_800;study01/study01_p05:target_t10_400:source_t19_0;study01/study01_p05:target_t7_0:source_t17_0;study01/study01_p04:target_t1_1200:source_t12_400;study01/study01_p05:target_t10_0:source_t17_1200;study01/study01_p03:target_t12_400:source_t9_1200
51,96;95;44;57;76;97;85;112,study01/study01_p04:target_t22_1200:source_t20_0;study01/study01_p04:target_t22_800:source_t19_1200;study01/study01_p03:target_t4_800:source_t7_0;study01/study01_p03:target_t16_1200:source_t14_0;study01/study01_p04:target_t4_1200:source_t13_400;study01/study01_p05:target_t0_0:source_t12_800;study01/study01_p04:target_t10_800:source_t16_0;study01/study01_p05:target_t13_0:source_t19_1200
52,15;66;20;126;125;103;36;88,study01/study01_p01:target_t17_800:source_t10_400;study01/study01_p04:target_t0_400:source_t8_1200;study01/study01_p01:target_t21_0:source_t11_1200;study01/study01_p05:target_t25_1200:source_t23_1200;study01/study01_p05:target_t25_800:source_t23_800;study01/study01_p05:target_t6_800:source_t15_800;study01/study01_p03:target_t1_400:source_t3_0;study01/study01_p04:target_t18_800:source_t16_1200
53,40;74;68;22;56;69;6;38,study01/study01_p03:target_t2_400:source_t5_0;study01/study01_p04:target_t4_400:source_t12_1200;study01/study01_p04:target_t0_1200:source_t11_400;study01/study01_p01:target_t21_800:source_t12_400;study01/study01_p03:target_t16_800:source_t13_1200;study01/study01_p04:target_t1_0:source_t11_800;study01/study01_p01:target_t13_0:source_t6_0;study01/study01_p03:target_t1_1200:source_t3_800
54,21;70;61;73;114;43;42;2,study01/study01_p01:target_t21_400:source_t12_0;study01/study01_p04:target_t1_400:source_t11_1200;study01/study01_p03:target_t17_1200:source_t15_0;study01/study01_p04:target_t4_0:source_t12_800;study01/study01_p05:target_t13_800:source_t20_400;study01/study01_p03:target_t4_400:source_t5_1200;study01/study01_p03:target_t4_0:source_t5_800;study01/study01_p01:target_t0_800:source_t5_0
55,65;82;111;48;31;121;99;5,study01/study01_p04:target_t0_0:source_t8_800;study01/study01_p04:target_t9_1200:source_t14_1200;study01/study01_p05:target_t10_1200:source_t19_800;study01/study01_p03:target_t6_800:source_t9_0;study01/study01_p03:target_t0_0:source_t22_1200;study01/study01_p05:target_t18_400:source_t22_800;study01/study01_p05:target_t0_800:source_t14_400;study01/study01_p01:target_t7_400:source_t5_1200
56,50;100;62;25;123;107;9;75,study01/study01_p03:target_t12_0:source_t9_800;study01/study01_p05:target_t0_1200:source_t14_800;study01/study01_p03:target_t24_0:source_t15_400;study01/study01_p01:target_t23_400:source_t14_0;study01/study01_p05:target_t18_1200:source_t23_0;study01/study01_p05:target_t7_1200:source_t17_800;study01/study01_p01:target_t15_0:source_t6_1200;study01/study01_p04:target_t4_800:source_t13_0
57,64;124;106;120;3;37;77;13,study01/study01_p03:target_t24_800:source_t15_1200;study01/study01_p05:target_t25_400:source_t23_400;study01/study01_p05:target_t7_800:source_t17_400;study01/study01_p05:target_t18_0:source_t22_400;study01/study01_p01:target_t0_1200:source_t5_400;study01/study01_p03:target_t1_800:source_t3_400;study01/study01_p04:target_t7_0:source_t13_800;study01/study01_p01:target_t17_0:source_t9_800
58,32;115;55;118;90;11;92;47,study01/study01_p03:target_t0_400:source_t23_0;study01/study01_p05:target_t13_1200:source_t20_800;study01/study01_p03:target_t16_400:source_t13_800;study01/study01_p05:target_t16_800:source_t21_800;study01/study01_p04:target_t21_0:source_t17_400;study01/study01_p01:target_t15_800:source_t8_800;study01/study01_p04:target_t21_800:source_t17_1200;study01/study01_p03:target_t6_400:source_t7_1200
59,34;78;91;7;98;28;59;0,study01/study01_p03:target_t0_1200:source_t23_800;study01/study01_p04:target_t7_400:source_t13_1200;study01/study01_p04:target_t21_400:source_t17_800;study01/study01_p01:target_t13_400:source_t6_400;study01/study01_p05:target_t0_400:source_t12_1200;study01/study01_p01:target_t24_400:source_t16_400;study01/study01_p03:target_t17_400:source_t14_800;study01/study01_p01:target_t0_0:source_t4_0
60,89;71;113;18;4;93;8;67,study01/study01_p04:target_t18_1200:source_t17_0;study01/study01_p04:target_t1_800:source_t12_0;study01/study01_p05:target_t13_400:source_t20_0;study01/study01_p01:target_t20_400:source_t11_0;study01/study01_p01:target_t7_0:source_t5_800;study01/study01_p04:target_t21_1200:source_t19_0;study01/study01_p01:target_t13_800:source_t6_800;study01/study01_p04:target_t0_800:source_t11_0
61,110;30;45;12;33;14;23;58,study01/study01_p05:target_t10_800:source_t19_400;study01/study01_p01:target_t24_1200:source_t16_1200;study01/study01_p03:target_t4_1200:source_t7_400;study01/study01_p01:target_t15_1200:source_t9_0;study01/study01_p03:target_t0_800:source_t23_400;study01/study01_p01:target_t17_400:source_t10_0;study01/study01_p01:target_t21_1200:source_t12_800;study01/study01_p03:target_t17_0:source_t14_400
62,80;84;35;79;27;26;54;39,study01/study01_p04:target_t9_0:source_t14_400;study01/study01_p04:target_t10_400:source_t15_800;study01/study01_p03:target_t1_0:source_t23_1200;study01/study01_p04:target_t7_1200:source_t14_0;study01/study01_p01:target_t24_0:source_t16_0;study01/study01_p01:target_t23_800:source_t14_800;study01/study01_p03:target_t16_0:source_t13_400;study01/study01_p03:target_t2_0:source_t3_1200
63,83;104;60;117;1;29;119;53,study01/study01_p04:target_t10_0:source_t15_0;study01/study01_p05:target_t6_1200:source_t15_1200;study01/study01_p03:target_t17_800:source_t14_1200;study01/study01_p05:target_t16_400:source_t21_400;study01/study01_p01:target_t0_400:source_t4_800;study01/study01_p01:target_t24_800:source_t16_800;study01/study01_p05:target_t16_1200:source_t22_0;study01/study01_p03:target_t12_1200:source_t13_0
64,10;19;24;122;41;94;81,study01/study01_p01:target_t15_400:source_t8_0;study01/study01_p01:target_t20_800:source_t11_800;study01/study01_p01:target_t23_0:source_t12_1200;study01/study01_p05:target_t18_800:source_t22_1200;study01/study01_p03:target_t2_800:source_t5_400;study01/study01_p04:target_t22_0:source_t19_800;study01/study01_p04:target_t9_800:source_t14_800
65,74;7;122;40;14;22;102;48,study01/study01_p04:target_t4_400:source_t12_1200;study01/study01_p01:target_t13_400:source_t6_400;study01/study01_p05:target_t18_800:source_t22_1200;study01/study01_p03:target_t2_400:source_t5_0;study01/study01_p01:target_t17_400:source_t10_0;study01/study01_p01:target_t21_800:source_t12_400;study01/study01_p05:target_t6_400:source_t15_400;study01/study01_p03:target_t6_800:source_t9_0
66,12;91;115;83;117;106;36;121,study01/study01_p01:target_t15_1200:source_t9_0;study01/study01_p04:target_t21_400:source_t17_800;study01/study01_p05:target_t13_1200:source_t20_800;study01/study01_p04:target_t10_0:source_t15_0;study01/study01_p05:target_t16_400:source_t21_400;study01/study01_p05:target_t7_800:source_t17_400;study01/study01_p03:target_t1_400:source_t3_0;study01/study01_p05:target_t18_400:source_t22_800
67,124;73;54;89;26;25;76;44,study01/study01_p05:target_t25_400:source_t23_400;study01/study01_p04:target_t4_0:source_t12_800;study01/study01_p03:target_t16_0:source_t13_400;study01/study01_p04:target_t18_1200:source_t17_0;study01/study01_p01:target_t23_800:source_t14_800;study01/study01_p01:target_t23_400:source_t14_0;study01/study01_p04:target_t4_1200:source_t13_400;study01/study01_p03:target_t4_800:source_t7_0
68,23;60;46;84;41;32;92;33,study01/study01_p01:target_t21_1200:source_t12_800;study01/study01_p03:target_t17_800:source_t14_1200;study01/study01_p03:target_t6_0:source_t7_800;study01/study01_p04:target_t10_400:source_t15_800;study01/study01_p03:target_t2_800:source_t5_400;study01/study01_p03:target_t0_400:source_t23_0;study01/study01_p04:target_t21_800:source_t17_1200;study01/study01_p03:target_t0_800:source_t23_400
