successful_update,pair_indices,pair_keys
12,0;25;43;140;153;74;7;115,study03/study03_p03:target_t3_0:source_t20_800;study03/study03_p03:target_t24_400:source_t11_0;study03/study03_p19:target_t8_1200:source_t7_800;study03/study03_p25:target_t18_1200:source_t11_400;study03/study03_p27:target_t4_1200:source_t0_1200;study03/study03_p22:target_t12_0:source_t9_800;study03/study03_p03:target_t6_1200:source_t23_400;study03/study03_p24:target_t19_800:source_t6_800
13,24;123;157;86;34;145;64;79,study03/study03_p03:target_t24_0:source_t8_1200;study03/study03_p24:target_t22_800:source_t11_400;study03/study03_p27:target_t21_1200:source_t2_0;study03/study03_p23:target_t4_0:source_t1_800;study03/study03_p19:target_t3_800:source_t1_0;study03/study03_p26:target_t5_0:source_t7_0;study03/study03_p22:target_t4_800:source_t5_0;study03/study03_p22:target_t13_400:source_t11_1200
14,20;49;152;138;19;53;149;8,study03/study03_p03:target_t22_0:source_t7_1200;study03/study03_p19:target_t17_400:source_t11_0;study03/study03_p26:target_t13_1200:source_t8_1200;study03/study03_p25:target_t18_400:source_t9_1200;study03/study03_p03:target_t18_1200:source_t7_800;study03/study03_p19:target_t19_400:source_t12_0;study03/study03_p26:target_t13_0:source_t8_0;study03/study03_p03:target_t9_0:source_t23_800
15,29;13;12;129;150;111;81;102,study03/study03_p03:target_t25_400:source_t12_1200;study03/study03_p03:target_t10_400:source_t1_1200;study03/study03_p03:target_t10_0:source_t1_800;study03/study03_p25:target_t7_0:source_t5_800;study03/study03_p26:target_t13_400:source_t8_400;study03/study03_p24:target_t15_800:source_t4_0;study03/study03_p22:target_t13_1200:source_t14_400;study03/study03_p24:target_t5_0:source_t1_400
16,106;96;10;105;91;72;89;101,study03/study03_p24:target_t8_1200:source_t2_400;study03/study03_p23:target_t8_800:source_t9_0;study03/study03_p03:target_t9_800:source_t1_0;study03/study03_p24:target_t8_800:source_t2_0;study03/study03_p23:target_t5_400:source_t3_1200;study03/study03_p22:target_t8_800:source_t9_0;study03/study03_p23:target_t4_1200:source_t3_400;study03/study03_p23:target_t16_1200:source_t11_400
17,97;51;154;58;139;67;54;28,study03/study03_p23:target_t8_1200:source_t9_400;study03/study03_p19:target_t17_1200:source_t11_800;study03/study03_p27:target_t11_400:source_t1_0;study03/study03_p22:target_t1_0:source_t2_800;study03/study03_p25:target_t18_800:source_t11_0;study03/study03_p22:target_t7_400:source_t5_1200;study03/study03_p19:target_t19_800:source_t12_400;study03/study03_p03:target_t25_0:source_t12_800
18,98;112;148;65;128;143;68;83,study03/study03_p23:target_t16_0:source_t9_800;study03/study03_p24:target_t15_1200:source_t4_800;study03/study03_p26:target_t5_1200:source_t7_1200;study03/study03_p22:target_t4_1200:source_t5_400;study03/study03_p25:target_t6_1200:source_t5_400;study03/study03_p26:target_t2_800:source_t1_1200;study03/study03_p22:target_t7_800:source_t6_0;study03/study03_p23:target_t2_400:source_t0_1200
19,21;36;38;151;45;125;39;144,study03/study03_p03:target_t22_400:source_t8_0;study03/study03_p19:target_t6_0:source_t2_800;study03/study03_p19:target_t6_800:source_t4_400;study03/study03_p26:target_t13_800:source_t8_800;study03/study03_p19:target_t16_400:source_t9_0;study03/study03_p25:target_t6_0:source_t1_800;study03/study03_p19:target_t6_1200:source_t4_800;study03/study03_p26:target_t2_1200:source_t6_1200
20,71;133;130;73;158;6;119,study03/study03_p22:target_t8_400:source_t6_1200;study03/study03_p25:target_t14_0:source_t8_800;study03/study03_p25:target_t7_400:source_t5_1200;study03/study03_p22:target_t8_1200:source_t9_400;study03/study03_p27:target_t22_400:source_t2_400;study03/study03_p03:target_t6_800:source_t23_0;study03/study03_p24:target_t21_800:source_t10_0
21,18;3;145;131;37;77;149;27,study03/study03_p03:target_t18_800:source_t7_400;study03/study03_p03:target_t3_1200:source_t21_400;study03/study03_p26:target_t5_0:source_t7_0;study03/study03_p25:target_t7_800:source_t8_0;study03/study03_p19:target_t6_400:source_t4_0;study03/study03_p22:target_t12_1200:source_t11_400;study03/study03_p26:target_t13_0:source_t8_0;study03/study03_p03:target_t24_1200:source_t12_400
22,135;56;83;95;82;36;114;10,study03/study03_p25:target_t14_800:source_t9_0;study03/study03_p19:target_t20_0:source_t12_1200;study03/study03_p23:target_t2_400:source_t0_1200;study03/study03_p23:target_t8_400:source_t6_1200;study03/study03_p23:target_t2_0:source_t0_800;study03/study03_p19:target_t6_0:source_t2_800;study03/study03_p24:target_t19_400:source_t6_0;study03/study03_p03:target_t9_800:source_t1_0
23,115;137;60;140;151;57;66;4,study03/study03_p24:target_t19_800:source_t6_800;study03/study03_p25:target_t18_0:source_t9_800;study03/study03_p22:target_t1_800:source_t3_0;study03/study03_p25:target_t18_1200:source_t11_400;study03/study03_p26:target_t13_800:source_t8_800;study03/study03_p19:target_t20_1200:source_t13_0;study03/study03_p22:target_t7_0:source_t5_800;study03/study03_p03:target_t6_0:source_t21_800
24,134;79;81;40;85;53;28;150,study03/study03_p25:target_t14_400:source_t8_1200;study03/study03_p22:target_t13_400:source_t11_1200;study03/study03_p22:target_t13_1200:source_t14_400;study03/study03_p19:target_t8_0:source_t4_1200;study03/study03_p23:target_t2_1200:source_t1_400;study03/study03_p19:target_t19_400:source_t12_0;study03/study03_p03:target_t25_0:source_t12_800;study03/study03_p26:target_t13_400:source_t8_400
25,94;84;29;105;75;121;63;104,study03/study03_p23:target_t8_0:source_t6_800;study03/study03_p23:target_t2_800:source_t1_0;study03/study03_p03:target_t25_400:source_t12_1200;study03/study03_p24:target_t8_800:source_t2_0;study03/study03_p22:target_t12_400:source_t9_1200;study03/study03_p24:target_t22_0:source_t10_800;study03/study03_p22:target_t4_400:source_t3_1200;study03/study03_p24:target_t8_400:source_t1_1200
26,62;128;25;107;2;103;132;34,study03/study03_p22:target_t4_0:source_t3_800;study03/study03_p25:target_t6_1200:source_t5_400;study03/study03_p03:target_t24_400:source_t11_0;study03/study03_p24:target_t9_800:source_t2_800;study03/study03_p03:target_t3_800:source_t21_0;study03/study03_p24:target_t5_1200:source_t1_800;study03/study03_p25:target_t7_1200:source_t8_400;study03/study03_p19:target_t3_800:source_t1_0
27,51;99;33;144;49;155;130;96,study03/study03_p19:target_t17_1200:source_t11_800;study03/study03_p23:target_t16_400:source_t9_1200;study03/study03_p19:target_t3_400:source_t0_1200;study03/study03_p26:target_t2_1200:source_t6_1200;study03/study03_p19:target_t17_400:source_t11_0;study03/study03_p27:target_t16_400:source_t1_400;study03/study03_p25:target_t7_400:source_t5_1200;study03/study03_p23:target_t8_800:source_t9_0
28,127;43;123;19;65;14;111;125,study03/study03_p25:target_t6_800:source_t5_0;study03/study03_p19:target_t8_1200:source_t7_800;study03/study03_p24:target_t22_800:source_t11_400;study03/study03_p03:target_t18_1200:source_t7_800;study03/study03_p22:target_t4_1200:source_t5_400;study03/study03_p03:target_t10_800:source_t2_0;study03/study03_p24:target_t15_800:source_t4_0;study03/study03_p25:target_t6_0:source_t1_800
29,90;54;108;143;118;31;21;157,study03/study03_p23:target_t5_0:source_t3_800;study03/study03_p19:target_t19_800:source_t12_400;study03/study03_p24:target_t9_1200:source_t2_1200;study03/study03_p26:target_t2_800:source_t1_1200;study03/study03_p24:target_t21_400:source_t7_1200;study03/study03_p03:target_t25_1200:source_t13_400;study03/study03_p03:target_t22_400:source_t8_0;study03/study03_p27:target_t21_1200:source_t2_0
30,16;55;35;122;136;89;7;91,study03/study03_p03:target_t18_0:source_t2_800;study03/study03_p19:target_t19_1200:source_t12_800;study03/study03_p19:target_t3_1200:source_t2_0;study03/study03_p24:target_t22_400:source_t11_0;study03/study03_p25:target_t14_1200:source_t9_400;study03/study03_p23:target_t4_1200:source_t3_400;study03/study03_p03:target_t6_1200:source_t23_400;study03/study03_p23:target_t5_400:source_t3_1200
31,156;93;48;42;153;67;50;100,study03/study03_p27:target_t16_1200:source_t1_800;study03/study03_p23:target_t5_1200:source_t6_400;study03/study03_p19:target_t17_0:source_t9_1200;study03/study03_p19:target_t8_800:source_t7_400;study03/study03_p27:target_t4_1200:source_t0_1200;study03/study03_p22:target_t7_400:source_t5_1200;study03/study03_p19:target_t17_800:source_t11_400;study03/study03_p23:target_t16_800:source_t11_0
32,117;0;61;64;11;119;45;9,study03/study03_p24:target_t21_0:source_t7_800;study03/study03_p03:target_t3_0:source_t20_800;study03/study03_p22:target_t1_1200:source_t3_400;study03/study03_p22:target_t4_800:source_t5_0;study03/study03_p03:target_t9_1200:source_t1_400;study03/study03_p24:target_t21_800:source_t10_0;study03/study03_p19:target_t16_400:source_t9_0;study03/study03_p03:target_t9_400:source_t23_1200
33,116;142;76;15;52;70;139;47,study03/study03_p24:target_t19_1200:source_t7_0;study03/study03_p26:target_t2_400:source_t1_800;study03/study03_p22:target_t12_800:source_t11_0;study03/study03_p03:target_t10_1200:source_t2_400;study03/study03_p19:target_t19_0:source_t11_1200;study03/study03_p22:target_t8_0:source_t6_800;study03/study03_p25:target_t18_800:source_t11_0;study03/study03_p19:target_t16_1200:source_t9_800
34,146;133;158;86;23;88;74;138,study03/study03_p26:target_t5_400:source_t7_400;study03/study03_p25:target_t14_0:source_t8_800;study03/study03_p27:target_t22_400:source_t2_400;study03/study03_p23:target_t4_0:source_t1_800;study03/study03_p03:target_t22_1200:source_t8_800;study03/study03_p23:target_t4_800:source_t3_0;study03/study03_p22:target_t12_0:source_t9_800;study03/study03_p25:target_t18_400:source_t9_1200
35,71;32;46;38;30;112;101;120,study03/study03_p22:target_t8_400:source_t6_1200;study03/study03_p19:target_t3_0:source_t0_800;study03/study03_p19:target_t16_800:source_t9_400;study03/study03_p19:target_t6_800:source_t4_400;study03/study03_p03:target_t25_800:source_t13_0;study03/study03_p24:target_t15_1200:source_t4_800;study03/study03_p23:target_t16_1200:source_t11_400;study03/study03_p24:target_t21_1200:source_t10_400
36,69;87;24;141;68;97;20;110,study03/study03_p22:target_t7_1200:source_t6_400;study03/study03_p23:target_t4_400:source_t1_1200;study03/study03_p03:target_t24_0:source_t8_1200;study03/study03_p26:target_t2_0:source_t1_400;study03/study03_p22:target_t7_800:source_t6_0;study03/study03_p23:target_t8_1200:source_t9_400;study03/study03_p03:target_t22_0:source_t7_1200;study03/study03_p24:target_t15_400:source_t3_800
37,73;129;80;17;58;109;113;1,study03/study03_p22:target_t8_1200:source_t9_400;study03/study03_p25:target_t7_0:source_t5_800;study03/study03_p22:target_t13_800:source_t14_0;study03/study03_p03:target_t18_400:source_t2_1200;study03/study03_p22:target_t1_0:source_t2_800;study03/study03_p24:target_t15_0:source_t3_0;study03/study03_p24:target_t19_0:source_t4_1200;study03/study03_p03:target_t3_400:source_t20_1200
38,22;26;41;106;59;147;13;102,study03/study03_p03:target_t22_800:source_t8_400;study03/study03_p03:target_t24_800:source_t12_0;study03/study03_p19:target_t8_400:source_t7_0;study03/study03_p24:target_t8_1200:source_t2_400;study03/study03_p22:target_t1_400:source_t2_1200;study03/study03_p26:target_t5_800:source_t7_800;study03/study03_p03:target_t10_400:source_t1_1200;study03/study03_p24:target_t5_0:source_t1_400
39,72;152;6;92;148;8;154;12,study03/study03_p22:target_t8_800:source_t9_0;study03/study03_p26:target_t13_1200:source_t8_1200;study03/study03_p03:target_t6_800:source_t23_0;study03/study03_p23:target_t5_800:source_t6_0;study03/study03_p26:target_t5_1200:source_t7_1200;study03/study03_p03:target_t9_0:source_t23_800;study03/study03_p27:target_t11_400:source_t1_0;study03/study03_p03:target_t10_0:source_t1_800
40,98;78;124;44;126;5;39,study03/study03_p23:target_t16_0:source_t9_800;study03/study03_p22:target_t13_0:source_t11_800;study03/study03_p24:target_t22_1200:source_t11_1200;study03/study03_p19:target_t16_0:source_t7_1200;study03/study03_p25:target_t6_400:source_t1_1200;study03/study03_p03:target_t6_400:source_t21_1200;study03/study03_p19:target_t6_1200:source_t4_800
41,93;105;111;142;17;101;25;156,study03/study03_p23:target_t5_1200:source_t6_400;study03/study03_p24:target_t8_800:source_t2_0;study03/study03_p24:target_t15_800:source_t4_0;study03/study03_p26:target_t2_400:source_t1_800;study03/study03_p03:target_t18_400:source_t2_1200;study03/study03_p23:target_t16_1200:source_t11_400;study03/study03_p03:target_t24_400:source_t11_0;study03/study03_p27:target_t16_1200:source_t1_800
42,100;88;28;79;158;132;122;27,study03/study03_p23:target_t16_800:source_t11_0;study03/study03_p23:target_t4_800:source_t3_0;study03/study03_p03:target_t25_0:source_t12_800;study03/study03_p22:target_t13_400:source_t11_1200;study03/study03_p27:target_t22_400:source_t2_400;study03/study03_p25:target_t7_1200:source_t8_400;study03/study03_p24:target_t22_400:source_t11_0;study03/study03_p03:target_t24_1200:source_t12_400
43,154;39;31;43;104;80;12;133,study03/study03_p27:target_t11_400:source_t1_0;study03/study03_p19:target_t6_1200:source_t4_800;study03/study03_p03:target_t25_1200:source_t13_400;study03/study03_p19:target_t8_1200:source_t7_800;study03/study03_p24:target_t8_400:source_t1_1200;study03/study03_p22:target_t13_800:source_t14_0;study03/study03_p03:target_t10_0:source_t1_800;study03/study03_p25:target_t14_0:source_t8_800
44,110;55;40;21;62;140;20;56,study03/study03_p24:target_t15_400:source_t3_800;study03/study03_p19:target_t19_1200:source_t12_800;study03/study03_p19:target_t8_0:source_t4_1200;study03/study03_p03:target_t22_400:source_t8_0;study03/study03_p22:target_t4_0:source_t3_800;study03/study03_p25:target_t18_1200:source_t11_400;study03/study03_p03:target_t22_0:source_t7_1200;study03/study03_p19:target_t20_0:source_t12_1200
45,63;14;152;126;98;130;41;103,study03/study03_p22:target_t4_400:source_t3_1200;study03/study03_p03:target_t10_800:source_t2_0;study03/study03_p26:target_t13_1200:source_t8_1200;study03/study03_p25:target_t6_400:source_t1_1200;study03/study03_p23:target_t16_0:source_t9_800;study03/study03_p25:target_t7_400:source_t5_1200;study03/study03_p19:target_t8_400:source_t7_0;study03/study03_p24:target_t5_1200:source_t1_800
46,116;150;33;24;123;15;48;124,study03/study03_p24:target_t19_1200:source_t7_0;study03/study03_p26:target_t13_400:source_t8_400;study03/study03_p19:target_t3_400:source_t0_1200;study03/study03_p03:target_t24_0:source_t8_1200;study03/study03_p24:target_t22_800:source_t11_400;study03/study03_p03:target_t10_1200:source_t2_400;study03/study03_p19:target_t17_0:source_t9_1200;study03/study03_p24:target_t22_1200:source_t11_1200
47,19;119;76;107;36;57;120;84,study03/study03_p03:target_t18_1200:source_t7_800;study03/study03_p24:target_t21_800:source_t10_0;study03/study03_p22:target_t12_800:source_t11_0;study03/study03_p24:target_t9_800:source_t2_800;study03/study03_p19:target_t6_0:source_t2_800;study03/study03_p19:target_t20_1200:source_t13_0;study03/study03_p24:target_t21_1200:source_t10_400;study03/study03_p23:target_t2_800:source_t1_0
48,8;145;112;125;135;155;38;60,study03/study03_p03:target_t9_0:source_t23_800;study03/study03_p26:target_t5_0:source_t7_0;study03/study03_p24:target_t15_1200:source_t4_800;study03/study03_p25:target_t6_0:source_t1_800;study03/study03_p25:target_t14_800:source_t9_0;study03/study03_p27:target_t16_400:source_t1_400;study03/study03_p19:target_t6_800:source_t4_400;study03/study03_p22:target_t1_800:source_t3_0
49,37;149;114;85;26;54;29;30,study03/study03_p19:target_t6_400:source_t4_0;study03/study03_p26:target_t13_0:source_t8_0;study03/study03_p24:target_t19_400:source_t6_0;study03/study03_p23:target_t2_1200:source_t1_400;study03/study03_p03:target_t24_800:source_t12_0;study03/study03_p19:target_t19_800:source_t12_400;study03/study03_p03:target_t25_400:source_t12_1200;study03/study03_p03:target_t25_800:source_t13_0
50,89;67;44;94;16;0;91;10,study03/study03_p23:target_t4_1200:source_t3_400;study03/study03_p22:target_t7_400:source_t5_1200;study03/study03_p19:target_t16_0:source_t7_1200;study03/study03_p23:target_t8_0:source_t6_800;study03/study03_p03:target_t18_0:source_t2_800;study03/study03_p03:target_t3_0:source_t20_800;study03/study03_p23:target_t5_400:source_t3_1200;study03/study03_p03:target_t9_800:source_t1_0
51,115;53;127;52;128;72;7;18,study03/study03_p24:target_t19_800:source_t6_800;study03/study03_p19:target_t19_400:source_t12_0;study03/study03_p25:target_t6_800:source_t5_0;study03/study03_p19:target_t19_0:source_t11_1200;study03/study03_p25:target_t6_1200:source_t5_400;study03/study03_p22:target_t8_800:source_t9_0;study03/study03_p03:target_t6_1200:source_t23_400;study03/study03_p03:target_t18_800:source_t7_400
52,81;71;6;58;75;70;117;45,study03/study03_p22:target_t13_1200:source_t14_400;study03/study03_p22:target_t8_400:source_t6_1200;study03/study03_p03:target_t6_800:source_t23_0;study03/study03_p22:target_t1_0:source_t2_800;study03/study03_p22:target_t12_400:source_t9_1200;study03/study03_p22:target_t8_0:source_t6_800;study03/study03_p24:target_t21_0:source_t7_800;study03/study03_p19:target_t16_400:source_t9_0
53,47;113;65;64;109;147;74;4,study03/study03_p19:target_t16_1200:source_t9_800;study03/study03_p24:target_t19_0:source_t4_1200;study03/study03_p22:target_t4_1200:source_t5_400;study03/study03_p22:target_t4_800:source_t5_0;study03/study03_p24:target_t15_0:source_t3_0;study03/study03_p26:target_t5_800:source_t7_800;study03/study03_p22:target_t12_0:source_t9_800;study03/study03_p03:target_t6_0:source_t21_800
54,5;13;77;118;129;49;97;34,study03/study03_p03:target_t6_400:source_t21_1200;study03/study03_p03:target_t10_400:source_t1_1200;study03/study03_p22:target_t12_1200:source_t11_400;study03/study03_p24:target_t21_400:source_t7_1200;study03/study03_p25:target_t7_0:source_t5_800;study03/study03_p19:target_t17_400:source_t11_0;study03/study03_p23:target_t8_1200:source_t9_400;study03/study03_p19:target_t3_800:source_t1_0
55,108;82;83;59;139;137;148;61,study03/study03_p24:target_t9_1200:source_t2_1200;study03/study03_p23:target_t2_0:source_t0_800;study03/study03_p23:target_t2_400:source_t0_1200;study03/study03_p22:target_t1_400:source_t2_1200;study03/study03_p25:target_t18_800:source_t11_0;study03/study03_p25:target_t18_0:source_t9_800;study03/study03_p26:target_t5_1200:source_t7_1200;study03/study03_p22:target_t1_1200:source_t3_400
56,22;32;96;141;86;51;157;121,study03/study03_p03:target_t22_800:source_t8_400;study03/study03_p19:target_t3_0:source_t0_800;study03/study03_p23:target_t8_800:source_t9_0;study03/study03_p26:target_t2_0:source_t1_400;study03/study03_p23:target_t4_0:source_t1_800;study03/study03_p19:target_t17_1200:source_t11_800;study03/study03_p27:target_t21_1200:source_t2_0;study03/study03_p24:target_t22_0:source_t10_800
57,131;3;68;90;69;146;95;35,study03/study03_p25:target_t7_800:source_t8_0;study03/study03_p03:target_t3_1200:source_t21_400;study03/study03_p22:target_t7_800:source_t6_0;study03/study03_p23:target_t5_0:source_t3_800;study03/study03_p22:target_t7_1200:source_t6_400;study03/study03_p26:target_t5_400:source_t7_400;study03/study03_p23:target_t8_400:source_t6_1200;study03/study03_p19:target_t3_1200:source_t2_0
58,9;143;66;102;138;73;11;92,study03/study03_p03:target_t9_400:source_t23_1200;study03/study03_p26:target_t2_800:source_t1_1200;study03/study03_p22:target_t7_0:source_t5_800;study03/study03_p24:target_t5_0:source_t1_400;study03/study03_p25:target_t18_400:source_t9_1200;study03/study03_p22:target_t8_1200:source_t9_400;study03/study03_p03:target_t9_1200:source_t1_400;study03/study03_p23:target_t5_800:source_t6_0
59,46;1;2;134;50;151;153;87,study03/study03_p19:target_t16_800:source_t9_400;study03/study03_p03:target_t3_400:source_t20_1200;study03/study03_p03:target_t3_800:source_t21_0;study03/study03_p25:target_t14_400:source_t8_1200;study03/study03_p19:target_t17_800:source_t11_400;study03/study03_p26:target_t13_800:source_t8_800;study03/study03_p27:target_t4_1200:source_t0_1200;study03/study03_p23:target_t4_400:source_t1_1200
60,136;106;99;78;144;42;23,study03/study03_p25:target_t14_1200:source_t9_400;study03/study03_p24:target_t8_1200:source_t2_400;study03/study03_p23:target_t16_400:source_t9_1200;study03/study03_p22:target_t13_0:source_t11_800;study03/study03_p26:target_t2_1200:source_t6_1200;study03/study03_p19:target_t8_800:source_t7_400;study03/study03_p03:target_t22_1200:source_t8_800
61,113;63;101;129;27;82;22;119,study03/study03_p24:target_t19_0:source_t4_1200;study03/study03_p22:target_t4_400:source_t3_1200;study03/study03_p23:target_t16_1200:source_t11_400;study03/study03_p25:target_t7_0:source_t5_800;study03/study03_p03:target_t24_1200:source_t12_400;study03/study03_p23:target_t2_0:source_t0_800;study03/study03_p03:target_t22_800:source_t8_400;study03/study03_p24:target_t21_800:source_t10_0
62,133;140;146;136;58;78;141;99,study03/study03_p25:target_t14_0:source_t8_800;study03/study03_p25:target_t18_1200:source_t11_400;study03/study03_p26:target_t5_400:source_t7_400;study03/study03_p25:target_t14_1200:source_t9_400;study03/study03_p22:target_t1_0:source_t2_800;study03/study03_p22:target_t13_0:source_t11_800;study03/study03_p26:target_t2_0:source_t1_400;study03/study03_p23:target_t16_400:source_t9_1200
63,144;86;56;0;90;77;57;91,study03/study03_p26:target_t2_1200:source_t6_1200;study03/study03_p23:target_t4_0:source_t1_800;study03/study03_p19:target_t20_0:source_t12_1200;study03/study03_p03:target_t3_0:source_t20_800;study03/study03_p23:target_t5_0:source_t3_800;study03/study03_p22:target_t12_1200:source_t11_400;study03/study03_p19:target_t20_1200:source_t13_0;study03/study03_p23:target_t5_400:source_t3_1200
64,62;126;124;120;106;19;48;92,study03/study03_p22:target_t4_0:source_t3_800;study03/study03_p25:target_t6_400:source_t1_1200;study03/study03_p24:target_t22_1200:source_t11_1200;study03/study03_p24:target_t21_1200:source_t10_400;study03/study03_p24:target_t8_1200:source_t2_400;study03/study03_p03:target_t18_1200:source_t7_800;study03/study03_p19:target_t17_0:source_t9_1200;study03/study03_p23:target_t5_800:source_t6_0
65,68;158;104;60;16;110;103;20,study03/study03_p22:target_t7_800:source_t6_0;study03/study03_p27:target_t22_400:source_t2_400;study03/study03_p24:target_t8_400:source_t1_1200;study03/study03_p22:target_t1_800:source_t3_0;study03/study03_p03:target_t18_0:source_t2_800;study03/study03_p24:target_t15_400:source_t3_800;study03/study03_p24:target_t5_1200:source_t1_800;study03/study03_p03:target_t22_0:source_t7_1200
66,96;46;94;145;121;135;155;125,study03/study03_p23:target_t8_800:source_t9_0;study03/study03_p19:target_t16_800:source_t9_400;study03/study03_p23:target_t8_0:source_t6_800;study03/study03_p26:target_t5_0:source_t7_0;study03/study03_p24:target_t22_0:source_t10_800;study03/study03_p25:target_t14_800:source_t9_0;study03/study03_p27:target_t16_400:source_t1_400;study03/study03_p25:target_t6_0:source_t1_800
67,117;36;111;30;151;33;137;65,study03/study03_p24:target_t21_0:source_t7_800;study03/study03_p19:target_t6_0:source_t2_800;study03/study03_p24:target_t15_800:source_t4_0;study03/study03_p03:target_t25_800:source_t13_0;study03/study03_p26:target_t13_800:source_t8_800;study03/study03_p19:target_t3_400:source_t0_1200;study03/study03_p25:target_t18_0:source_t9_800;study03/study03_p22:target_t4_1200:source_t5_400
68,14;72;31;17;100;109;43;51,study03/study03_p03:target_t10_800:source_t2_0;study03/study03_p22:target_t8_800:source_t9_0;study03/study03_p03:target_t25_1200:source_t13_400;study03/study03_p03:target_t18_400:source_t2_1200;study03/study03_p23:target_t16_800:source_t11_0;study03/study03_p24:target_t15_0:source_t3_0;study03/study03_p19:target_t8_1200:source_t7_800;study03/study03_p19:target_t17_1200:source_t11_800
