absolute_path,best_criterion,config,fold,model,seed,sha256,training_job
/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_1/seed_20260825/best_joint.pt,best_joint,"{""batch_size"": 8, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_basis"": 0.01, ""lambda_operator"": 0.05, ""lambda_rank"": 0.1, ""learning_rate"": 0.0001, ""margin"": 0.01, ""maximum_updates"": 30000, ""minimum_updates"": 4000, ""model"": ""setcalib_det"", ""natural_fraction"": 0.3, ""validation_interval"": 250, ""weight_decay"": 0.0001}",1,SetCalibDET,20260825,14edb758767e6d7919c6a318dfe5a2e179a2edc0be006d3e9265ba5c8852141a,see reports/slurm/v25_job_ids.txt
/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/diff/fold_1/seed_20260825/best_joint.pt,best_joint,"{""base_channels"": 64, ""batch_size"": 8, ""ddim_steps"": 25, ""diffusion_steps"": 1000, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_decoded"": 0.1, ""learning_rate"": 0.0001, ""maximum_updates"": 30000, ""minimum_updates"": 4000, ""model"": ""setcalib_diff"", ""rank"": 8, ""validation_interval"": 250, ""weight_decay"": 0.0001}",1,SetCalibDiff,20260825,ce1a399ad7225299ef6dca8752ac56d71a8399c59b8183c56ec8715debeb6833,see reports/slurm/v25_job_ids.txt
/projects/EEG-foundation-model/derived/denoiseNet/pa_el_scad_v24/checkpoints/anchor/fold_1/seed_20260826/best_joint.pt,V24 best_joint,"{""base_channels"": 64, ""batch_size"": 16, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_identity"": 0.5, ""learning_rate"": 0.0001, ""maximum_updates"": 30000, ""minimum_updates"": 5000, ""model"": ""population_anchor_v24"", ""validation_interval"": 250, ""weight_decay"": 0.0001}",1,V24_POP_ANCHOR,20260826,6296e1355df0b811f4d6d430dc3d811b4cd7fe34befd8ae6022824232d75494a,see reports/slurm/v25_job_ids.txt
/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_1/seed_20260826/best_joint.pt,best_joint,"{""batch_size"": 8, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_basis"": 0.01, ""lambda_operator"": 0.05, ""lambda_rank"": 0.1, ""learning_rate"": 0.0001, ""margin"": 0.01, ""maximum_updates"": 30000, ""minimum_updates"": 4000, ""model"": ""setcalib_det"", ""natural_fraction"": 0.3, ""validation_interval"": 250, ""weight_decay"": 0.0001}",1,SetCalibDET,20260826,37e0b8f0a1ae0231d438c2cd9fc9253bce483fc41d14c8d4fb6a16e85d5f00b5,see reports/slurm/v25_job_ids.txt
/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/diff/fold_1/seed_20260826/best_joint.pt,best_joint,"{""base_channels"": 64, ""batch_size"": 8, ""ddim_steps"": 25, ""diffusion_steps"": 1000, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_decoded"": 0.1, ""learning_rate"": 0.0001, ""maximum_updates"": 30000, ""minimum_updates"": 4000, ""model"": ""setcalib_diff"", ""rank"": 8, ""validation_interval"": 250, ""weight_decay"": 0.0001}",1,SetCalibDiff,20260826,663babbb3642c06c05efe202ad4939936b2cf247312f1c67acbc6b625ae71a18,see reports/slurm/v25_job_ids.txt
/projects/EEG-foundation-model/derived/denoiseNet/pa_el_scad_v24/checkpoints/anchor/fold_1/seed_20260824/best_joint.pt,V24 best_joint,"{""base_channels"": 64, ""batch_size"": 16, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_identity"": 0.5, ""learning_rate"": 0.0001, ""maximum_updates"": 30000, ""minimum_updates"": 5000, ""model"": ""population_anchor_v24"", ""validation_interval"": 250, ""weight_decay"": 0.0001}",1,V24_POP_ANCHOR,20260827,6c6290267d0ab718c3ac907c4835a48a24926590d6ac74ed5761f67aa9c5bfbc,see reports/slurm/v25_job_ids.txt
/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_1/seed_20260827/best_joint.pt,best_joint,"{""batch_size"": 8, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_basis"": 0.01, ""lambda_operator"": 0.05, ""lambda_rank"": 0.1, ""learning_rate"": 0.0001, ""margin"": 0.01, ""maximum_updates"": 30000, ""minimum_updates"": 4000, ""model"": ""setcalib_det"", ""natural_fraction"": 0.3, ""validation_interval"": 250, ""weight_decay"": 0.0001}",1,SetCalibDET,20260827,9a9852a436d6eb425bb8e80682e1aeee3ee7dc16e820cd4f2afa3ee67822cab3,see reports/slurm/v25_job_ids.txt
/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/diff/fold_1/seed_20260827/best_joint.pt,best_joint,"{""base_channels"": 64, ""batch_size"": 8, ""ddim_steps"": 25, ""diffusion_steps"": 1000, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_decoded"": 0.1, ""learning_rate"": 0.0001, ""maximum_updates"": 30000, ""minimum_updates"": 4000, ""model"": ""setcalib_diff"", ""rank"": 8, ""validation_interval"": 250, ""weight_decay"": 0.0001}",1,SetCalibDiff,20260827,1dbebe7175702ac324a5bd08b670ad20de181181628226daffd8c99bdfdeea3a,see reports/slurm/v25_job_ids.txt
/projects/EEG-foundation-model/derived/denoiseNet/pa_el_scad_v24/checkpoints/anchor/fold_2/seed_20260825/best_joint.pt,V24 best_joint,"{""base_channels"": 64, ""batch_size"": 16, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_identity"": 0.5, ""learning_rate"": 0.0001, ""maximum_updates"": 30000, ""minimum_updates"": 5000, ""model"": ""population_anchor_v24"", ""validation_interval"": 250, ""weight_decay"": 0.0001}",2,V24_POP_ANCHOR,20260825,6fa972ca8f2f013ff283a1d6a4979f46a791dc9edd03438adde0b825d5aed40d,see reports/slurm/v25_job_ids.txt
/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_2/seed_20260825/best_joint.pt,best_joint,"{""batch_size"": 8, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_basis"": 0.01, ""lambda_operator"": 0.05, ""lambda_rank"": 0.1, ""learning_rate"": 0.0001, ""margin"": 0.01, ""maximum_updates"": 30000, ""minimum_updates"": 4000, ""model"": ""setcalib_det"", ""natural_fraction"": 0.3, ""validation_interval"": 250, ""weight_decay"": 0.0001}",2,SetCalibDET,20260825,b3e1effd1692b19786b2e715da8e3fb413d2ec79d9ab067dc5a529d331976ccf,see reports/slurm/v25_job_ids.txt
/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/diff/fold_2/seed_20260825/best_joint.pt,best_joint,"{""base_channels"": 64, ""batch_size"": 8, ""ddim_steps"": 25, ""diffusion_steps"": 1000, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_decoded"": 0.1, ""learning_rate"": 0.0001, ""maximum_updates"": 30000, ""minimum_updates"": 4000, ""model"": ""setcalib_diff"", ""rank"": 8, ""validation_interval"": 250, ""weight_decay"": 0.0001}",2,SetCalibDiff,20260825,17f841132b01b43eccb416c6362d74200d2df577c68863528e0791968c2a793d,see reports/slurm/v25_job_ids.txt
/projects/EEG-foundation-model/derived/denoiseNet/pa_el_scad_v24/checkpoints/anchor/fold_2/seed_20260826/best_joint.pt,V24 best_joint,"{""base_channels"": 64, ""batch_size"": 16, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_identity"": 0.5, ""learning_rate"": 0.0001, ""maximum_updates"": 30000, ""minimum_updates"": 5000, ""model"": ""population_anchor_v24"", ""validation_interval"": 250, ""weight_decay"": 0.0001}",2,V24_POP_ANCHOR,20260826,4672e13b1d6e1fbf8100606c758f72bb9ea46a5421f9e1e5e55dfe900907b9ea,see reports/slurm/v25_job_ids.txt
/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_2/seed_20260826/best_joint.pt,best_joint,"{""batch_size"": 8, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_basis"": 0.01, ""lambda_operator"": 0.05, ""lambda_rank"": 0.1, ""learning_rate"": 0.0001, ""margin"": 0.01, ""maximum_updates"": 30000, ""minimum_updates"": 4000, ""model"": ""setcalib_det"", ""natural_fraction"": 0.3, ""validation_interval"": 250, ""weight_decay"": 0.0001}",2,SetCalibDET,20260826,bc765549ac7e34867ade794997a9cab9a1ed4a32926ecc442689204f96e93722,see reports/slurm/v25_job_ids.txt
/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/diff/fold_2/seed_20260826/best_joint.pt,best_joint,"{""base_channels"": 64, ""batch_size"": 8, ""ddim_steps"": 25, ""diffusion_steps"": 1000, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_decoded"": 0.1, ""learning_rate"": 0.0001, ""maximum_updates"": 30000, ""minimum_updates"": 4000, ""model"": ""setcalib_diff"", ""rank"": 8, ""validation_interval"": 250, ""weight_decay"": 0.0001}",2,SetCalibDiff,20260826,9f2eca4ec3f35e15f24859de35a06752dfafa8307250b1d939c9fcb476355b48,see reports/slurm/v25_job_ids.txt
/projects/EEG-foundation-model/derived/denoiseNet/pa_el_scad_v24/checkpoints/anchor/fold_2/seed_20260824/best_joint.pt,V24 best_joint,"{""base_channels"": 64, ""batch_size"": 16, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_identity"": 0.5, ""learning_rate"": 0.0001, ""maximum_updates"": 30000, ""minimum_updates"": 5000, ""model"": ""population_anchor_v24"", ""validation_interval"": 250, ""weight_decay"": 0.0001}",2,V24_POP_ANCHOR,20260827,dfbcea37c0958c841197812b0b474e621466ed3c67d3e7b6b5f85afefa8ff192,see reports/slurm/v25_job_ids.txt
/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_2/seed_20260827/best_joint.pt,best_joint,"{""batch_size"": 8, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_basis"": 0.01, ""lambda_operator"": 0.05, ""lambda_rank"": 0.1, ""learning_rate"": 0.0001, ""margin"": 0.01, ""maximum_updates"": 30000, ""minimum_updates"": 4000, ""model"": ""setcalib_det"", ""natural_fraction"": 0.3, ""validation_interval"": 250, ""weight_decay"": 0.0001}",2,SetCalibDET,20260827,6a9ea87444761fc1b742a5dfe0f5b43ae348f0e853daabd7581b414969835e61,see reports/slurm/v25_job_ids.txt
/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/diff/fold_2/seed_20260827/best_joint.pt,best_joint,"{""base_channels"": 64, ""batch_size"": 8, ""ddim_steps"": 25, ""diffusion_steps"": 1000, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_decoded"": 0.1, ""learning_rate"": 0.0001, ""maximum_updates"": 30000, ""minimum_updates"": 4000, ""model"": ""setcalib_diff"", ""rank"": 8, ""validation_interval"": 250, ""weight_decay"": 0.0001}",2,SetCalibDiff,20260827,1943fc1e2361c28d44fe26869188e063ea4cfdf70b4449726ab90da6a16c908b,see reports/slurm/v25_job_ids.txt
/projects/EEG-foundation-model/derived/denoiseNet/pa_el_scad_v24/checkpoints/anchor/fold_3/seed_20260825/best_joint.pt,V24 best_joint,"{""base_channels"": 64, ""batch_size"": 16, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_identity"": 0.5, ""learning_rate"": 0.0001, ""maximum_updates"": 30000, ""minimum_updates"": 5000, ""model"": ""population_anchor_v24"", ""validation_interval"": 250, ""weight_decay"": 0.0001}",3,V24_POP_ANCHOR,20260825,717a8d3a1fe8a05d5f95afaee8edc61dabf171454a4545b7cb1376a2327df336,see reports/slurm/v25_job_ids.txt
/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_3/seed_20260825/best_joint.pt,best_joint,"{""batch_size"": 8, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_basis"": 0.01, ""lambda_operator"": 0.05, ""lambda_rank"": 0.1, ""learning_rate"": 0.0001, ""margin"": 0.01, ""maximum_updates"": 30000, ""minimum_updates"": 4000, ""model"": ""setcalib_det"", ""natural_fraction"": 0.3, ""validation_interval"": 250, ""weight_decay"": 0.0001}",3,SetCalibDET,20260825,41bba29262e9cb4b365b5c007249d5a9db9e7ea1f3745c003d4c05c60b79f4d9,see reports/slurm/v25_job_ids.txt
/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/diff/fold_3/seed_20260825/best_joint.pt,best_joint,"{""base_channels"": 64, ""batch_size"": 8, ""ddim_steps"": 25, ""diffusion_steps"": 1000, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_decoded"": 0.1, ""learning_rate"": 0.0001, ""maximum_updates"": 30000, ""minimum_updates"": 4000, ""model"": ""setcalib_diff"", ""rank"": 8, ""validation_interval"": 250, ""weight_decay"": 0.0001}",3,SetCalibDiff,20260825,a22fe9aae1452b292f6750d6e600a087d53179be51a45a29fd939627364526f6,see reports/slurm/v25_job_ids.txt
/projects/EEG-foundation-model/derived/denoiseNet/pa_el_scad_v24/checkpoints/anchor/fold_3/seed_20260826/best_joint.pt,V24 best_joint,"{""base_channels"": 64, ""batch_size"": 16, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_identity"": 0.5, ""learning_rate"": 0.0001, ""maximum_updates"": 30000, ""minimum_updates"": 5000, ""model"": ""population_anchor_v24"", ""validation_interval"": 250, ""weight_decay"": 0.0001}",3,V24_POP_ANCHOR,20260826,da4e222deef3c5923db8ad06b4c2ac03e2478d38528249dcd70a82de5c578df1,see reports/slurm/v25_job_ids.txt
/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_3/seed_20260826/best_joint.pt,best_joint,"{""batch_size"": 8, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_basis"": 0.01, ""lambda_operator"": 0.05, ""lambda_rank"": 0.1, ""learning_rate"": 0.0001, ""margin"": 0.01, ""maximum_updates"": 30000, ""minimum_updates"": 4000, ""model"": ""setcalib_det"", ""natural_fraction"": 0.3, ""validation_interval"": 250, ""weight_decay"": 0.0001}",3,SetCalibDET,20260826,3124cca9dc51d48faa17e541edb8d8e748d8c5a307ae076142391c63b97240ea,see reports/slurm/v25_job_ids.txt
/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/diff/fold_3/seed_20260826/best_joint.pt,best_joint,"{""base_channels"": 64, ""batch_size"": 8, ""ddim_steps"": 25, ""diffusion_steps"": 1000, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_decoded"": 0.1, ""learning_rate"": 0.0001, ""maximum_updates"": 30000, ""minimum_updates"": 4000, ""model"": ""setcalib_diff"", ""rank"": 8, ""validation_interval"": 250, ""weight_decay"": 0.0001}",3,SetCalibDiff,20260826,713065576a9d1875c9b253db3a728ed83c01ac4e8b3d03b034f6fc47c4f245d5,see reports/slurm/v25_job_ids.txt
/projects/EEG-foundation-model/derived/denoiseNet/pa_el_scad_v24/checkpoints/anchor/fold_3/seed_20260824/best_joint.pt,V24 best_joint,"{""base_channels"": 64, ""batch_size"": 16, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_identity"": 0.5, ""learning_rate"": 0.0001, ""maximum_updates"": 30000, ""minimum_updates"": 5000, ""model"": ""population_anchor_v24"", ""validation_interval"": 250, ""weight_decay"": 0.0001}",3,V24_POP_ANCHOR,20260827,b831fa017c577070cd8b7e3070c4f61236117fe8747435f3613f59d6b3b8560c,see reports/slurm/v25_job_ids.txt
/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_3/seed_20260827/best_joint.pt,best_joint,"{""batch_size"": 8, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_basis"": 0.01, ""lambda_operator"": 0.05, ""lambda_rank"": 0.1, ""learning_rate"": 0.0001, ""margin"": 0.01, ""maximum_updates"": 30000, ""minimum_updates"": 4000, ""model"": ""setcalib_det"", ""natural_fraction"": 0.3, ""validation_interval"": 250, ""weight_decay"": 0.0001}",3,SetCalibDET,20260827,3a95835e1fe5db42537058d7996f3ca511f0cd653dba28f4207fe392a4eeee37,see reports/slurm/v25_job_ids.txt
/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/diff/fold_3/seed_20260827/best_joint.pt,best_joint,"{""base_channels"": 64, ""batch_size"": 8, ""ddim_steps"": 25, ""diffusion_steps"": 1000, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_decoded"": 0.1, ""learning_rate"": 0.0001, ""maximum_updates"": 30000, ""minimum_updates"": 4000, ""model"": ""setcalib_diff"", ""rank"": 8, ""validation_interval"": 250, ""weight_decay"": 0.0001}",3,SetCalibDiff,20260827,4d640125f6f09c6665d84a8ec222973e073337d57605ee3e7e6a41e0b369fcc7,see reports/slurm/v25_job_ids.txt
/projects/EEG-foundation-model/derived/denoiseNet/pa_el_scad_v24/checkpoints/anchor/fold_4/seed_20260825/best_joint.pt,V24 best_joint,"{""base_channels"": 64, ""batch_size"": 16, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_identity"": 0.5, ""learning_rate"": 0.0001, ""maximum_updates"": 30000, ""minimum_updates"": 5000, ""model"": ""population_anchor_v24"", ""validation_interval"": 250, ""weight_decay"": 0.0001}",4,V24_POP_ANCHOR,20260825,d692f57c36a0e1b7cbd7d8f5f48ac9bbaf81e734880db03d05602d0e031e2041,see reports/slurm/v25_job_ids.txt
/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_4/seed_20260825/best_joint.pt,best_joint,"{""batch_size"": 8, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_basis"": 0.01, ""lambda_operator"": 0.05, ""lambda_rank"": 0.1, ""learning_rate"": 0.0001, ""margin"": 0.01, ""maximum_updates"": 30000, ""minimum_updates"": 4000, ""model"": ""setcalib_det"", ""natural_fraction"": 0.3, ""validation_interval"": 250, ""weight_decay"": 0.0001}",4,SetCalibDET,20260825,ec2ea7d6d21eed26560545e5faf92c6f82c3f1ddfcb8e979957d883e99522a98,see reports/slurm/v25_job_ids.txt
/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/diff/fold_4/seed_20260825/best_joint.pt,best_joint,"{""base_channels"": 64, ""batch_size"": 8, ""ddim_steps"": 25, ""diffusion_steps"": 1000, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_decoded"": 0.1, ""learning_rate"": 0.0001, ""maximum_updates"": 30000, ""minimum_updates"": 4000, ""model"": ""setcalib_diff"", ""rank"": 8, ""validation_interval"": 250, ""weight_decay"": 0.0001}",4,SetCalibDiff,20260825,99a0f8da142517ac77f61de6b01e8a066a45c202c0099ea63149a98aec268bbc,see reports/slurm/v25_job_ids.txt
/projects/EEG-foundation-model/derived/denoiseNet/pa_el_scad_v24/checkpoints/anchor/fold_4/seed_20260826/best_joint.pt,V24 best_joint,"{""base_channels"": 64, ""batch_size"": 16, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_identity"": 0.5, ""learning_rate"": 0.0001, ""maximum_updates"": 30000, ""minimum_updates"": 5000, ""model"": ""population_anchor_v24"", ""validation_interval"": 250, ""weight_decay"": 0.0001}",4,V24_POP_ANCHOR,20260826,09cb805988db4004e18640a34547689661a5d439b9ce70d1e2f010e4bd68b999,see reports/slurm/v25_job_ids.txt
/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_4/seed_20260826/best_joint.pt,best_joint,"{""batch_size"": 8, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_basis"": 0.01, ""lambda_operator"": 0.05, ""lambda_rank"": 0.1, ""learning_rate"": 0.0001, ""margin"": 0.01, ""maximum_updates"": 30000, ""minimum_updates"": 4000, ""model"": ""setcalib_det"", ""natural_fraction"": 0.3, ""validation_interval"": 250, ""weight_decay"": 0.0001}",4,SetCalibDET,20260826,283c284486ec9b43a423a2d7261bc1dc91899698f26d852d66ee177ad8e0e8df,see reports/slurm/v25_job_ids.txt
/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/diff/fold_4/seed_20260826/best_joint.pt,best_joint,"{""base_channels"": 64, ""batch_size"": 8, ""ddim_steps"": 25, ""diffusion_steps"": 1000, ""early_stopping_patience"": 10, ""ema"": 0.999, ""lambda_decoded"": 0.1, ""learning_rate"": 0.0001, ""maximum_updates"": 30000, ""minimum_updates"": 4000, ""model"": ""setcalib_diff"", ""rank"": 8, ""validation_interval"": 250, ""weight_decay"": 0.0001}",4,SetCalibDiff,20260826,d30a7dc1f5f8923ec718af49b1ae756ba792966b74390bebd2747c3c74fdf0e1,see reports/slurm/v25_job_ids.txt
