fold,participant,sample,session,support_actual_task,support_starts,task,wrong_actual_task,wrong_owner,wrong_support_starts
3,sub-18,42,ses-04,ERP,4340;3374;4726;6616;11223;10649;8502;4935;7995;4113;1494;6760;4442;2869;6570;8148,ERP,ERP,sub-03,5524;1218;7069;5602;9144;4325;7404;3084;10442;10556;10029;4336;307;5535;1595;9399
3,sub-18,43,ses-02,ERP,112;6062;4500;4723;8272;1121;2741;5277;9011;7565;6256;10508;101;10130;4719;1739,ERP,ERP,sub-15,5798;8421;2653;10621;8770;9407;4469;6731;2872;10033;10750;7873;9819;2867;2750;10397
3,sub-17,44,ses-04,SSVEP,6327;4730;10879;4691;942;4800;2385;5062;4735;416;5890;4522;11087;7684;9155;6357,SSVEP,SSVEP,sub-05,2053;7142;8655;2499;1403;8283;5004;6663;7433;9032;10241;10914;5173;3276;694;1076
3,sub-17,45,ses-03,SSVEP,10682;3310;6286;4958;6089;10792;10584;2548;7032;9135;9905;5931;10212;11661;5205;2196,SSVEP,SSVEP,sub-06,11113;8733;3769;2000;11382;8104;8384;7713;5758;6348;4864;1513;6311;3649;7319;3083
3,sub-15,46,ses-04,ERP,4266;5377;11221;3800;5449;3736;6083;2665;2830;196;4130;2584;8171;4793;7333;8453,ERP,ERP,sub-11,498;10897;10303;7434;10548;11213;3993;7014;10768;8055;3940;2550;1568;1507;6715;3272
3,sub-17,47,ses-02,SSVEP,11102;9999;9922;8770;3222;2161;2387;1421;1049;7026;7726;545;1644;3818;2613;9403,SSVEP,SSVEP,sub-18,2699;9713;4615;8377;10781;2517;7468;6439;8497;3962;7573;6728;7127;8124;11167;2543
3,sub-17,48,ses-03,ERP,8839;4774;1963;9965;6961;3754;6425;3425;10613;943;940;10686;474;3729;569;8440,ERP,ERP,sub-06,5017;584;943;9345;9165;10012;10904;8907;7208;10057;6365;10014;7656;137;6631;10229
3,sub-15,49,ses-03,ERP,2974;7999;57;4138;2921;10490;9228;5705;709;3341;6475;2899;2657;11694;5916;11219,ERP,ERP,sub-18,1532;6054;10609;3936;7358;6567;3808;10077;2822;9316;981;815;6300;8554;4801;3989
3,sub-18,50,ses-04,SSVEP,7567;2644;6363;11520;8;8590;1794;10332;1049;4611;9211;1006;7211;5016;7980;9803,SSVEP,SSVEP,sub-03,4695;11040;3193;6802;8080;11048;4595;5551;1872;2523;4602;3231;1034;4922;11686;7991
3,sub-15,51,ses-04,SSVEP,1817;6812;454;4054;5334;6461;7561;2774;3327;3543;8696;10454;5052;1018;332;2695,SSVEP,SSVEP,sub-06,7091;1944;4227;11663;7317;271;3610;1136;6194;729;6618;1838;4366;10277;9487;11715
3,sub-15,52,ses-03,SSVEP,2664;7493;5032;3775;11219;3453;7382;11610;622;7146;4177;4809;5323;6334;2971;2360,SSVEP,ERP,sub-24,8212;6823;3454;6198;3518;9029;11363;5454;880;9933;6646;6478;2070;9161;6939;4741
3,sub-18,53,ses-02,ERP,10353;9254;1205;9494;10980;2045;11791;8279;820;5792;1003;3810;957;6474;5288;8108,ERP,ERP,sub-24,1741;10863;4659;11527;9520;456;5303;9488;1812;3461;6077;10096;1120;1873;8007;7184
3,sub-17,54,ses-02,SSVEP,3989;1440;9313;11780;11406;7288;1980;3888;23;9547;9501;3516;9305;10811;7854;10979,SSVEP,SSVEP,sub-07,1093;6288;8984;10385;10640;6443;6179;2739;8654;3804;3689;2240;9735;8144;5712;341
3,sub-15,55,ses-02,SSVEP,117;2188;2241;9062;5146;6643;6517;2649;7776;647;2833;9562;10475;26;10680;4486,SSVEP,SSVEP,sub-11,1246;11520;9306;3267;10802;8463;3190;10110;3067;5814;2996;11293;5354;10178;4584;4161
3,sub-15,56,ses-02,SSVEP,1139;1034;3551;5973;3341;5900;9203;5708;6350;6451;5310;5271;1701;7785;1292;6854,SSVEP,SSVEP,sub-14,4597;4873;91;10460;3387;9415;5513;3223;1163;1727;2140;11712;8389;7758;704;3574
3,sub-15,57,ses-04,SSVEP,5782;492;4042;6347;4714;7755;5358;2516;2376;1720;10593;3134;2067;6013;9640;1785,SSVEP,SSVEP,sub-11,11023;10725;6268;10978;3026;5881;76;6902;8170;3191;7880;8152;3079;7342;9165;5280
3,sub-17,58,ses-03,ERP,11276;1052;8606;3449;6107;8026;8907;5719;4097;8899;8040;1034;593;9451;7911;8425,ERP,ERP,sub-06,6733;489;1473;11248;5907;3788;5789;1208;1119;83;5526;6424;7872;9755;3981;1659
3,sub-15,59,ses-03,SSVEP,10323;11006;8464;9509;9041;10272;5253;8108;7443;5827;10407;5346;4899;5558;384;6101,SSVEP,SSVEP,sub-12,3131;10653;2547;6734;267;5;3383;10039;9641;8986;6807;10894;8742;4466;3534;5505
3,sub-17,60,ses-02,ERP,11297;5561;979;1301;8134;10945;440;3457;5434;1666;186;9333;7550;8424;3448;11006,ERP,ERP,sub-15,9761;10240;6431;4185;9603;8018;2750;2362;9206;10172;2857;8299;253;9224;6177;9293
3,sub-17,61,ses-03,SSVEP,2125;2646;4787;2397;6566;9608;10702;4066;2228;1649;4674;6735;8286;1103;2227;575,SSVEP,SSVEP,sub-06,4597;10031;6765;5470;10705;3902;8213;10571;10488;2408;7624;7046;5739;6997;8410;7606
3,sub-15,62,ses-02,ERP,5417;6112;2206;8385;6478;11027;5469;6221;1317;2309;9637;8957;592;5568;3866;4918,ERP,ERP,sub-05,3208;8318;8484;5277;1679;8669;9316;3683;11455;8266;5730;92;9588;1421;8137;1846
3,sub-15,63,ses-04,ERP,4139;1794;6358;6382;11108;6433;10810;1435;10459;9620;7099;641;9981;10212;7692;10433,ERP,ERP,sub-14,10863;5929;11716;6488;4370;9312;11528;4093;6453;9679;8011;440;10044;2100;1002;4018
3,sub-18,64,ses-03,ERP,6567;9322;5200;6472;4472;9695;8892;2724;2272;11526;4352;3012;10842;7391;3896;4154,ERP,ERP,sub-11,11010;5290;2611;6372;1908;5307;11720;9843;560;9851;11472;8526;3339;201;3809;982
3,sub-18,65,ses-03,ERP,8125;2556;11773;8643;3453;8441;855;448;2457;6104;184;9358;7647;10009;10873;2126,ERP,ERP,sub-11,7560;1915;8445;10254;5543;8417;1514;5821;10294;3864;5264;10679;3948;282;24;9068
3,sub-15,66,ses-04,ERP,10810;8455;734;7564;11032;2;7412;10816;9447;384;5417;8790;8104;7591;9738;2729,ERP,ERP,sub-03,9075;10546;10959;8326;6207;4585;5860;7226;6557;3544;4936;9653;10246;1289;6965;10213
3,sub-18,67,ses-04,ERP,8571;2550;1240;6845;917;5687;5475;1660;5907;6686;7048;938;892;8687;5268;9797,ERP,ERP,sub-11,4353;9583;9574;834;3108;3737;7718;9203;722;1665;2305;2595;10995;11211;9935;4919
3,sub-15,68,ses-03,SSVEP,7365;979;2999;2003;381;5627;4074;942;1572;9564;7133;6773;6702;9318;3007;11598,SSVEP,SSVEP,sub-02,251;2455;7470;2868;4894;7476;8602;6577;9288;2678;10385;3079;11653;250;6696;5962
3,sub-15,69,ses-02,ERP,3692;9624;8465;10485;4685;8726;2306;6022;4984;6381;3030;8387;9630;9915;6892;6908,ERP,ERP,sub-02,10636;4144;31;6544;1383;4109;7325;7909;9338;11718;3260;1864;4806;176;9801;2792
3,sub-18,70,ses-03,SSVEP,8902;1263;11453;605;104;9833;88;3832;10288;2327;11669;11120;2181;9322;8601;6092,SSVEP,ERP,sub-24,4312;8468;5727;1718;8339;10713;9180;11174;7757;1014;2327;9950;9946;6207;1556;563
3,sub-15,71,ses-04,ERP,11768;9730;4969;4077;7392;742;2804;8948;6267;5771;3829;8531;11072;3160;903;9527,ERP,ERP,sub-24,11329;1839;10004;10207;8930;113;1424;4954;1898;4973;10271;5892;3966;2575;2700;1957
3,sub-15,72,ses-04,ERP,10844;11662;3999;4436;2767;2203;7907;8059;153;11463;3332;4389;3986;1592;624;3977,ERP,ERP,sub-11,1570;1822;4108;4546;5822;6433;5242;11577;4045;3188;4669;6332;9468;1995;10247;6682
3,sub-17,73,ses-04,SSVEP,9946;8420;7268;9371;6858;8867;2702;6326;7786;2241;7811;4480;2857;6759;5670;5480,SSVEP,SSVEP,sub-18,7792;7722;5404;8748;7677;9029;10843;9468;7704;6014;10098;2972;4597;4794;3736;4565
3,sub-18,74,ses-04,ERP,10939;882;1019;9156;2242;1418;88;4568;2900;6280;11152;11510;3159;8602;4069;1672,ERP,ERP,sub-07,2816;3430;9972;9096;6116;8587;4174;582;11710;9735;11532;10595;3634;11165;3986;631
3,sub-15,75,ses-03,SSVEP,9812;5090;4853;3041;8044;272;2003;8626;1352;10711;11722;4220;3781;3784;3342;10015,SSVEP,SSVEP,sub-03,7364;8019;50;3767;996;9740;8931;10003;3895;6149;6665;5457;3063;3894;8851;6566
3,sub-17,76,ses-04,ERP,2237;10352;7934;6826;2681;9722;10265;7722;453;7383;5652;11256;11059;7593;2191;1634,ERP,ERP,sub-18,5714;8257;2010;11546;8246;7963;9535;3061;5125;6528;8103;1955;9487;4101;5837;2876
3,sub-18,77,ses-04,SSVEP,11029;3516;2079;2099;7803;7198;11152;6120;8065;10002;4409;1227;7810;5679;4095;5479,SSVEP,SSVEP,sub-03,3930;8227;9080;1286;2706;7576;11161;2679;5422;10786;9271;2339;11788;9167;7368;3748
3,sub-17,78,ses-03,SSVEP,3290;9027;3655;4965;9592;7890;9176;4975;488;403;9741;10611;11610;8782;7687;89,SSVEP,SSVEP,sub-11,9956;7006;3657;6133;6824;4277;9356;1262;152;10720;7886;786;4345;365;8785;8120
3,sub-17,79,ses-02,ERP,2855;9906;10145;11337;8389;725;6583;339;10461;2816;9659;4331;4109;6987;5744;6835,ERP,ERP,sub-14,2370;7926;1554;8604;3248;1610;3388;5664;3204;8150;4499;2154;3322;11115;1480;9188
3,sub-17,80,ses-04,ERP,1009;10721;7740;4331;5111;569;3340;8822;1811;1014;7722;9988;10788;6754;7268;717,ERP,ERP,sub-24,2285;7709;5398;6319;5529;4178;3514;3261;10103;827;4167;6239;116;5572;8474;5885
3,sub-18,81,ses-04,ERP,5436;8524;4159;3437;9715;10698;5113;11125;8933;11184;7521;1230;10461;8908;8581;10708,ERP,ERP,sub-09,2787;11506;7249;7613;3942;7104;5686;10750;4787;3530;5227;7613;2659;6090;3148;7101
3,sub-17,82,ses-03,ERP,4526;3382;1780;11453;7261;9326;7262;5635;3343;2333;5009;8812;2584;2484;1131;3513,ERP,ERP,sub-02,2681;2328;4877;7880;10582;8192;8007;7322;3320;2655;1137;1991;6460;2779;3055;85
3,sub-18,83,ses-04,ERP,658;1562;10263;2461;4032;4519;8000;11298;5683;9803;8765;11229;1814;5356;2332;7074,ERP,ERP,sub-17,10842;7816;6818;662;4916;10049;69;8066;10819;6802;845;3131;6459;8655;29;8347
3,sub-18,84,ses-02,ERP,669;8258;7052;7170;2569;688;2881;11176;207;11739;10399;5891;9292;5868;871;9123,ERP,ERP,sub-09,1697;2376;8319;8159;2100;8644;1552;7900;11570;1341;7051;4324;7852;5350;3013;11723
3,sub-17,85,ses-04,SSVEP,843;6822;130;4266;7914;4710;9150;2798;7855;4516;9570;7875;11221;6873;11576;146,SSVEP,SSVEP,sub-11,5702;4106;4679;8332;1267;10615;6192;90;1580;10951;8605;1374;1301;8393;5304;9128
3,sub-15,86,ses-03,SSVEP,10293;1213;5779;4977;10878;116;8390;2648;4164;5753;11536;2261;7162;7562;5728;5286,SSVEP,SSVEP,sub-09,3270;4955;3744;10779;7065;5767;7067;9469;4404;4662;6461;6173;4051;7088;8885;1426
3,sub-15,87,ses-04,SSVEP,1533;8068;3215;8231;9204;8756;10081;947;2852;10910;8466;375;10312;1112;7917;11062,SSVEP,SSVEP,sub-03,5183;2236;5030;10112;5940;1977;7006;3126;9577;8524;8172;7296;11236;6504;4955;8468
3,sub-18,88,ses-03,SSVEP,5547;3287;8758;5778;158;4120;11584;2044;7883;3384;10333;883;5231;8330;8162;5433,SSVEP,SSVEP,sub-09,446;3674;1627;5254;5031;875;7212;9820;760;1167;4205;7274;1163;6350;9121;10706
3,sub-15,89,ses-02,ERP,6961;5321;5816;10247;2279;958;11403;7275;3492;5641;8345;9167;7011;8123;8016;1489,ERP,ERP,sub-11,7652;11180;1449;649;8135;10511;6043;8198;5018;10339;1480;2096;10501;4684;3754;8093
3,sub-17,90,ses-04,SSVEP,2600;9997;10823;10895;9813;4898;2984;801;9279;8513;7489;2589;9463;5160;9429;2539,SSVEP,ERP,sub-24,1865;2825;10840;4242;5963;790;5014;6730;3395;5883;8198;1024;6463;7895;1890;4843
3,sub-17,91,ses-02,ERP,10791;9852;9108;10596;2123;10125;10516;340;4255;11764;3779;10835;10431;9003;10781;1486,ERP,ERP,sub-06,5296;7430;9459;11518;10107;5199;1034;17;5699;8390;7772;2325;6677;9954;8647;92
3,sub-15,92,ses-04,SSVEP,1205;1364;9216;2987;11552;7466;1306;1638;8544;10347;9286;10268;8481;1558;5844;6438,SSVEP,SSVEP,sub-02,2940;8257;6617;10718;6986;0;5841;8903;647;6668;6607;1937;5775;4205;3895;4563
3,sub-15,93,ses-02,ERP,5811;5996;10351;5170;3976;5258;4524;7542;4072;6301;3554;10758;4026;5848;2552;5303,ERP,ERP,sub-18,6471;4773;1702;7252;4375;2639;23;5544;4074;2003;2072;2233;5988;141;2247;687
3,sub-18,94,ses-03,ERP,11462;186;2179;9979;185;4109;7881;5359;2239;7114;1006;208;11085;4928;1796;1975,ERP,ERP,sub-03,6870;10296;6396;1348;8300;7230;8289;2487;2558;3877;4114;919;5965;7910;8573;659
3,sub-17,95,ses-03,ERP,1533;1393;6998;8659;10430;5135;3088;11003;3205;7667;10699;9927;9363;977;1449;7808,ERP,ERP,sub-15,6488;3342;6211;741;1657;9293;1656;8754;10576;9358;613;10438;10722;8882;9591;6980
3,sub-18,96,ses-02,ERP,9241;2674;9993;6821;5135;5970;11255;885;5880;5182;10195;3667;1687;7838;5931;11652,ERP,ERP,sub-24,4260;8191;4013;5958;10135;3989;7647;11242;823;5275;3723;1140;5467;6423;7940;8844
3,sub-18,97,ses-04,SSVEP,5519;4316;4558;8973;7725;314;4109;9499;8587;5277;8008;2697;7357;8631;5106;8550,SSVEP,SSVEP,sub-11,4624;4428;8295;2041;3627;267;7141;9303;4728;9727;6806;3901;1989;9326;8254;7515
3,sub-17,98,ses-03,SSVEP,120;5378;7419;10084;349;6470;791;3783;9293;4212;11552;8495;10934;937;3661;5065,SSVEP,SSVEP,sub-14,10387;8899;7738;1223;2876;4320;7760;5875;166;3258;8011;10850;2110;10429;7897;11028
3,sub-15,99,ses-04,ERP,3763;11048;4215;9549;10475;792;10332;7422;6119;6193;5666;8636;8742;4189;7570;4832,ERP,ERP,sub-12,1411;9943;5402;9924;1156;11242;11330;8769;9901;869;3954;3450;3557;4089;7450;11576
3,sub-15,100,ses-02,ERP,9908;4809;8820;2487;8460;4058;8510;1101;1244;3376;2005;10504;791;150;5554;4309,ERP,ERP,sub-24,499;67;9462;7898;5402;3809;8705;7251;9093;415;2692;8217;2050;80;932;4723
3,sub-18,101,ses-04,SSVEP,4560;837;8899;9363;2124;4141;8850;6450;10858;6243;6718;7114;1725;8644;6019;9685,SSVEP,SSVEP,sub-02,3757;8622;6555;11800;3651;8377;2279;10067;10949;979;3179;3344;1733;11459;2243;5965
3,sub-15,102,ses-04,ERP,10324;10044;5980;880;8383;11403;9844;7571;9296;998;10850;3954;2127;599;2954;10174,ERP,ERP,sub-05,8295;6150;11;1087;2426;7125;9831;9557;7706;2899;9584;5251;432;3042;6081;3021
3,sub-18,103,ses-04,ERP,7814;5870;10459;8814;2745;4039;4159;1938;11117;78;9441;7103;2924;9545;3758;4602,ERP,ERP,sub-17,2522;1464;2299;1733;6587;9293;2031;1765;7583;10538;3557;7390;3685;8628;2759;11359
3,sub-17,104,ses-03,ERP,1782;3624;1683;7878;2942;718;1194;222;7944;8271;9373;5039;5223;2466;5254;8326,ERP,ERP,sub-18,7106;3075;6521;1031;11187;10750;325;11105;910;3894;4097;10830;8111;8970;1239;545
3,sub-17,105,ses-04,SSVEP,779;5971;9589;11761;11392;356;2809;9174;7661;354;4605;7140;7019;5488;9125;2889,SSVEP,SSVEP,sub-15,2414;6551;5513;2830;8829;11602;4550;10166;9675;9514;2419;3832;7896;5838;7805;1229
3,sub-18,106,ses-03,SSVEP,10839;10438;3263;9903;7155;2982;9238;927;8392;2776;1623;277;2022;5437;10442;2741,SSVEP,SSVEP,sub-07,7749;7385;10538;4891;1897;8308;2264;9673;5660;11128;10306;1617;5603;6640;6651;174
3,sub-17,107,ses-04,ERP,11629;2028;9625;4002;635;2693;716;6164;4623;255;365;2115;4010;5254;3805;285,ERP,ERP,sub-12,3580;7539;1693;5412;2262;7477;11291;266;8247;5723;1730;8600;926;5839;10267;10197
3,sub-18,108,ses-03,ERP,10351;4382;3777;8322;8266;10137;5347;1205;6429;1633;9825;3228;4750;4732;4329;1266,ERP,ERP,sub-03,6398;5401;5820;903;2582;1633;9020;1946;6456;11312;3758;564;2993;9950;1784;10730
