fold,participant,sample,session,support_actual_task,support_starts,task,wrong_actual_task,wrong_owner,wrong_support_starts
1,sub-07,46,ses-02,ERP,8231;10966;7026;1183;3964;5004;490;3814;117;7690;6326;8514;9602;2950;1761;8364,ERP,ERP,sub-18,8105;4292;10916;7046;9903;2961;11504;6932;7365;5238;1155;5171;6032;11250;1622;845
1,sub-07,47,ses-04,ERP,7350;6063;9734;11393;6603;8118;6484;10138;5980;6752;6918;3048;374;688;11248;4773,ERP,ERP,sub-24,3967;6480;9052;3608;11296;9980;9515;6151;3556;4998;10849;8842;11635;291;6997;11257
1,sub-09,48,ses-03,ERP,5635;4977;11021;7640;3567;3817;11742;5153;11425;1632;152;3656;5707;2503;8160;9131,ERP,ERP,sub-03,3788;5024;2339;5098;1377;3453;1550;11108;9840;2375;5173;10179;10622;3551;9472;5092
1,sub-06,49,ses-02,ERP,6672;6449;8404;8106;714;4386;4682;3809;8154;8218;10211;9188;2523;6159;3898;6652,ERP,ERP,sub-09,8584;4839;681;1365;133;891;8410;4175;5584;10535;1557;6076;11286;10516;8519;4913
1,sub-09,50,ses-04,SSVEP,1113;6390;569;10489;2353;4402;5173;2217;8305;10249;3872;2361;6465;4728;6415;2587,SSVEP,SSVEP,sub-06,6157;4252;9275;4204;6196;2537;9746;1747;10237;6493;3253;1714;4996;284;3809;1239
1,sub-07,51,ses-03,SSVEP,3873;3854;1319;2396;5533;6126;9697;11325;10199;4469;8831;5450;3310;2754;1722;10307,SSVEP,SSVEP,sub-03,8485;565;474;1462;3279;11472;5083;11679;11605;5396;4768;5449;2103;2361;4420;669
1,sub-09,52,ses-03,SSVEP,5012;9291;9508;3550;5775;2274;7558;447;2216;6814;6423;6460;8746;5385;9316;5118,SSVEP,SSVEP,sub-23,5098;8945;7327;6699;9849;6986;10147;4892;6428;5742;1689;4967;7180;7928;8462;8218
1,sub-07,53,ses-03,ERP,1676;6424;7706;4585;6448;11775;8319;7549;307;9281;4323;7639;10621;9235;869;4136,ERP,ERP,sub-05,5389;10011;2913;3033;5303;7323;5423;11539;1949;9705;10601;3979;8879;8030;10943;2346
1,sub-07,54,ses-03,SSVEP,2018;11438;1260;1110;10208;2606;6803;6854;2159;149;993;9268;8049;11139;8391;1545,SSVEP,SSVEP,sub-09,5528;7282;6238;9163;8838;10889;5818;975;3195;3253;2870;2349;5493;7398;7194;4687
1,sub-07,55,ses-03,SSVEP,8876;5115;4303;4332;4199;6736;4585;10135;132;5144;10673;10597;4932;11253;5863;4550,SSVEP,ERP,sub-24,10052;10881;1215;3299;1666;4131;3938;7907;1252;1649;8067;705;9737;1136;9724;10647
1,sub-07,56,ses-02,ERP,5997;6231;7255;8428;3153;595;7966;6188;1010;3700;4664;3017;5204;8097;6927;3681,ERP,ERP,sub-02,5706;7978;7342;11190;3834;6665;9963;3494;10920;8796;5455;11157;5597;4839;7632;1207
1,sub-07,57,ses-02,SSVEP,2239;697;7661;11679;2695;2217;4480;158;588;11377;6903;6520;10856;5988;7766;3224,SSVEP,SSVEP,sub-09,277;2194;2774;3061;5689;5468;10846;2275;3029;1947;11573;4542;7067;974;3935;5110
1,sub-06,58,ses-02,ERP,8862;10459;7153;4110;6693;7774;5655;8159;3508;820;11112;5017;10241;5001;1361;4495,ERP,ERP,sub-21,9992;2608;8872;4955;11482;941;11785;1497;4521;2;4843;7366;11057;8652;11341;2865
1,sub-07,59,ses-03,ERP,8487;6714;4204;5082;4527;8882;3069;8577;11551;10618;8988;9668;4160;695;8901;5104,ERP,ERP,sub-23,10334;2983;1166;5919;8454;5654;3440;4292;1046;3752;3048;3874;1913;3808;11513;8299
1,sub-07,60,ses-02,SSVEP,3458;3616;3421;6501;193;7263;3404;1579;1561;7232;10367;6825;3379;5051;1289;11470,SSVEP,SSVEP,sub-19,11593;9576;6569;1198;9420;10640;406;7135;10178;6710;4090;3751;851;4287;5072;2188
1,sub-07,61,ses-03,ERP,3399;11626;6659;8881;1218;1926;8590;238;6215;9055;5065;10469;9135;11101;6242;6531,ERP,ERP,sub-06,3936;4486;7529;7654;2559;4534;8344;10292;7411;10259;3640;11184;10864;4552;9515;10207
1,sub-09,62,ses-03,ERP,10817;10697;6860;787;7918;1579;9756;5165;9980;6739;5320;5191;9009;6650;10557;7306,ERP,ERP,sub-03,3470;897;6794;5625;9236;3459;4570;5461;8208;6917;4441;7173;5654;1939;310;10327
1,sub-09,63,ses-02,SSVEP,3596;8240;10227;1405;4816;11124;1281;10560;4805;2031;3506;5775;11145;8778;1817;11227,SSVEP,SSVEP,sub-18,5939;11576;4667;10145;10690;10708;791;7441;6052;6312;8196;558;11029;1461;2188;725
1,sub-06,64,ses-04,SSVEP,3508;7711;7819;5365;1364;1412;2836;11465;7753;3826;4152;9874;4206;532;3430;10002,SSVEP,SSVEP,sub-21,6124;2624;1385;1110;10985;2922;3048;3902;2486;6826;2103;6421;204;5547;7126;7935
1,sub-09,65,ses-04,SSVEP,7031;9534;3268;194;1323;5273;8511;9228;9113;9239;2753;1860;7517;630;9389;9515,SSVEP,SSVEP,sub-05,709;1003;2386;8192;5499;8537;769;10561;11733;6417;4806;8990;4959;5410;3638;3476
1,sub-07,66,ses-04,SSVEP,2079;542;7238;2897;9068;3046;8023;8149;3132;6249;3903;10758;7369;4426;11396;1656,SSVEP,SSVEP,sub-21,4806;3903;1752;3684;8618;10049;443;543;2074;6128;4580;11083;2158;3209;1391;1259
1,sub-06,67,ses-03,ERP,3939;9698;7506;4102;1015;3846;8847;6329;8283;2269;4160;9113;6205;480;7054;6154,ERP,ERP,sub-03,8346;1418;1344;1742;9178;9151;3766;4897;3204;2843;8224;6977;4928;7606;5553;5319
1,sub-09,68,ses-04,SSVEP,2312;1363;3435;3033;8579;2807;4374;5690;9609;8786;5993;2467;853;5994;11589;7737,SSVEP,ERP,sub-24,6402;9514;6135;7308;167;2140;3853;6320;2343;4807;10098;11614;326;8510;2207;11697
1,sub-09,69,ses-03,ERP,202;11701;4726;9361;7716;2005;11154;1134;8245;3963;1057;2745;2256;9237;9358;10644,ERP,ERP,sub-21,9506;4465;6267;3295;8774;5473;3566;6404;4740;3939;9074;2423;298;1958;8065;6135
1,sub-06,70,ses-04,ERP,8606;3066;11239;10369;6474;2600;10632;7442;4978;6834;10994;232;1695;75;6492;11049,ERP,ERP,sub-21,3110;10645;5083;11671;10236;4543;4321;5604;437;6208;5719;1009;3225;7026;9950;169
1,sub-09,71,ses-02,ERP,4138;5869;3981;4576;5218;4777;6164;2130;2070;10237;8853;494;42;2328;10118;540,ERP,ERP,sub-21,6344;9531;3527;2445;5525;864;1108;3723;627;3922;10914;4965;3841;844;9663;2746
1,sub-07,72,ses-02,SSVEP,8809;5011;166;4720;8264;10967;3763;5630;3278;1408;2764;5420;1359;10093;11285;173,SSVEP,SSVEP,sub-03,5080;10452;3185;4351;3887;2227;10313;1011;5756;1899;3538;11742;7017;5528;10356;3462
1,sub-07,73,ses-04,SSVEP,10835;7658;3326;9541;8431;2326;758;5558;11298;5315;8913;10429;6454;9638;7360;7593,SSVEP,SSVEP,sub-15,10809;3897;5744;4122;10857;8505;7539;7264;7250;4470;2216;10878;4506;8823;3804;1462
1,sub-07,74,ses-04,SSVEP,645;7188;10004;877;298;2257;4594;8268;6274;7135;7747;6404;2096;7000;3477;5925,SSVEP,SSVEP,sub-09,7839;2866;5638;8533;10396;6616;4430;2517;11024;9392;10869;6192;6745;7857;978;6513
1,sub-07,75,ses-04,SSVEP,5594;5883;7060;8192;3912;6797;10894;8999;1327;10188;9287;8497;5716;11782;7932;8958,SSVEP,SSVEP,sub-21,11304;779;272;235;7227;9517;9772;9186;567;6249;9246;1110;11431;11759;8768;9014
1,sub-09,76,ses-04,ERP,11719;5394;10388;383;4118;2544;3694;3149;3821;10872;94;4883;10189;9921;10323;5221,ERP,ERP,sub-07,375;5355;5022;1107;10989;4462;6401;49;11349;5776;10509;9047;1984;11457;9780;8883
1,sub-09,77,ses-04,SSVEP,6414;11021;3218;8453;6793;775;1755;4991;10264;5896;4841;4343;11025;5855;249;10290,SSVEP,SSVEP,sub-15,207;11112;5347;8406;516;2480;8135;5512;6946;4761;5264;98;1795;3023;2636;7884
1,sub-07,78,ses-02,ERP,7970;8628;1777;8609;5174;3987;10601;4521;3801;3901;11646;2094;4765;649;448;10635,ERP,ERP,sub-06,8688;9716;9358;6980;480;5737;6449;7998;8769;5733;5046;1641;5704;6845;6460;5280
1,sub-09,79,ses-04,SSVEP,2444;1044;149;7810;7072;8697;9224;5161;1335;9098;7729;4031;3875;3077;3780;10174,SSVEP,SSVEP,sub-17,4075;11121;1254;4788;5656;10659;5363;1992;3750;1882;2433;6308;1890;3286;11439;9235
1,sub-06,80,ses-04,SSVEP,66;10333;6033;10557;11303;3619;7387;9151;3861;7161;7159;2365;8725;24;5381;360,SSVEP,SSVEP,sub-19,825;884;7641;9608;5999;9086;8578;10286;7728;6811;4400;11204;3911;10032;8371;7805
1,sub-09,81,ses-04,SSVEP,2598;0;5107;6149;465;8731;8300;10842;11098;10707;9443;11656;4156;4266;10421;8855,SSVEP,SSVEP,sub-23,2191;9352;8445;5590;2943;1622;7575;7303;10325;5583;2969;6046;11575;2382;993;9115
1,sub-07,82,ses-03,ERP,7621;10500;9642;2328;8224;4628;10958;5313;1334;8498;4148;2105;6747;6515;6582;4522,ERP,ERP,sub-19,9085;3190;4915;3497;6550;8924;987;6077;11263;9474;6564;3256;6504;11453;6002;7777
1,sub-09,83,ses-04,ERP,2935;653;2875;9680;10049;1787;811;3491;8964;9199;3280;8093;4066;178;8414;1911,ERP,ERP,sub-15,7428;10076;1475;11605;6026;11096;1422;10669;2123;3971;4964;6954;9917;6402;1499;2767
1,sub-06,84,ses-03,ERP,10861;805;5270;6100;3897;7794;6208;10817;3805;7163;1464;1774;2489;6303;8376;10592,ERP,ERP,sub-03,1505;6916;10461;1580;8409;2491;10208;10891;2816;3541;5664;2765;5396;3535;11440;3252
1,sub-06,85,ses-03,SSVEP,786;4531;3441;3262;159;5893;1722;5779;5368;5583;11177;9355;10653;9873;7456;4471,SSVEP,SSVEP,sub-23,4623;6944;5059;1173;945;3575;6187;8504;9896;7435;869;396;5737;11252;2319;3555
1,sub-09,86,ses-04,SSVEP,7711;2636;7346;916;3398;6478;597;10003;8587;11003;10164;3610;3466;5450;7584;387,SSVEP,SSVEP,sub-23,10905;2635;639;6787;2547;3592;6665;835;131;2020;11689;3803;1615;3980;2447;7561
1,sub-06,87,ses-04,ERP,9520;463;7699;11554;5550;1890;258;8185;6280;3249;1768;8667;1676;7844;8893;2250,ERP,ERP,sub-17,8529;11201;8399;9428;9308;11472;2661;5914;7885;7525;7674;9954;8858;5652;5727;3432
1,sub-07,88,ses-04,SSVEP,2475;11228;9702;11366;544;10251;3909;9656;58;9938;4504;5866;2324;5967;11597;7961,SSVEP,SSVEP,sub-15,9624;11526;508;7315;5841;5981;10803;6736;11194;6808;9597;5190;1357;6880;9025;7800
1,sub-07,89,ses-03,SSVEP,10801;4033;9548;7141;4788;1357;6670;294;7909;10308;2289;8182;1768;4621;5983;460,SSVEP,SSVEP,sub-09,753;7920;10944;6968;5274;3283;5343;9131;10591;4407;11402;7805;2283;4827;3359;7431
1,sub-06,90,ses-04,SSVEP,827;6570;4255;657;9069;3719;3432;10203;9553;5284;6957;5678;3386;639;10767;10755,SSVEP,SSVEP,sub-07,4783;10066;2260;4383;6494;10994;7398;2146;11467;5497;11150;3559;8097;9889;6964;8716
1,sub-09,91,ses-02,ERP,1354;10583;2984;2380;6451;10208;3162;2387;609;4854;7852;1548;9778;10032;7154;3697,ERP,ERP,sub-19,4981;8817;2629;5883;10939;2938;11251;8504;6887;5768;8622;10717;2473;3099;2596;2170
1,sub-07,92,ses-02,SSVEP,6518;3591;6310;2201;5498;11366;8957;832;4784;6208;1561;6088;1857;3525;4659;4037,SSVEP,SSVEP,sub-17,5674;2359;10141;4385;5880;5246;2985;10590;785;2620;1303;866;9438;143;6795;4981
1,sub-06,93,ses-02,SSVEP,7558;9791;6650;7897;8562;10337;8000;626;5619;3374;3877;1462;3552;6175;172;4890,SSVEP,SSVEP,sub-19,11045;8566;3610;8439;5643;10501;189;10968;7932;9394;7216;7495;4633;8970;4975;5417
1,sub-07,94,ses-03,ERP,2514;8657;11712;5812;10083;1153;765;3320;6099;6665;7084;7875;1204;10426;5655;11353,ERP,ERP,sub-09,839;6821;11412;4878;8998;4449;8774;2361;9176;7115;8149;1083;2358;5002;7248;4508
1,sub-06,95,ses-02,SSVEP,7418;3494;6704;5767;8198;2465;6142;11312;8805;5392;11767;9838;5791;7387;8693;1076,SSVEP,SSVEP,sub-17,281;9326;4928;4737;1212;734;10603;6140;2503;4683;11697;4310;11000;9228;7952;2909
1,sub-06,96,ses-04,ERP,10175;7293;965;6631;8874;1756;7225;2884;8845;2705;9399;4329;5017;11133;4615;6723,ERP,ERP,sub-15,2370;10162;409;4856;152;1803;4815;684;11629;140;3165;3234;9220;11209;9394;9370
1,sub-06,97,ses-02,ERP,1666;9607;6251;793;2781;2777;10373;391;8034;6515;3643;10538;2581;2293;10591;3227,ERP,ERP,sub-19,4935;11263;10593;3600;5631;11183;10342;114;10130;5192;4125;3826;6999;3612;1901;8847
1,sub-09,98,ses-03,SSVEP,7060;10733;4727;4182;10150;900;4178;213;10821;1807;5064;3414;3230;905;113;9408,SSVEP,SSVEP,sub-18,469;3198;396;9270;10251;8116;3611;4289;10475;6409;628;2754;2104;7387;7222;6012
1,sub-09,99,ses-02,SSVEP,8577;7910;6977;10603;1228;2932;2950;6981;4710;10407;9420;11769;3520;6094;10876;7000,SSVEP,SSVEP,sub-05,7432;5308;7109;2895;5921;7968;4857;5790;1652;1944;4083;9729;2160;3401;6048;1219
1,sub-09,100,ses-03,ERP,4418;3361;4789;557;11112;4905;4083;5648;2580;10950;2806;8921;6906;7744;10587;8863,ERP,ERP,sub-24,4989;7236;257;11098;9910;7826;3838;2131;6103;7241;6802;9570;7425;1065;211;9743
1,sub-09,101,ses-04,SSVEP,10170;8424;956;3959;7137;9200;5165;6477;1458;2845;4068;434;4017;7012;4225;3657,SSVEP,SSVEP,sub-15,7150;6162;3441;8481;1973;4839;11337;4538;6745;9600;6178;950;7833;5236;1335;1488
1,sub-06,102,ses-04,ERP,5027;9944;10662;1470;4340;8673;9397;8754;1744;5343;4858;4252;10393;3217;176;7784,ERP,ERP,sub-05,7471;4627;5055;10411;10371;8968;9441;825;7444;5831;7927;11536;10088;1009;7080;1143
1,sub-06,103,ses-04,ERP,3565;5164;6662;9505;6319;4668;5322;3220;829;7918;2576;1370;1210;9362;7800;8008,ERP,ERP,sub-09,4946;5418;4002;6348;1234;11673;4012;5950;2764;1321;9016;5836;219;3241;4244;1989
1,sub-09,104,ses-03,SSVEP,10145;7440;8036;5956;9562;977;7594;7798;9913;11713;392;4197;8309;808;5899;3220,SSVEP,SSVEP,sub-06,6078;9432;4933;2221;11138;8717;4161;3972;9800;10417;9897;79;2573;8585;1050;9337
1,sub-06,105,ses-03,SSVEP,3591;5094;4260;6794;1656;4515;9009;518;6772;3748;7507;8873;6069;10216;8819;1263,SSVEP,SSVEP,sub-23,6868;1258;9583;6362;6397;1506;10902;7866;336;9932;4345;2930;8233;1564;6532;115
1,sub-06,106,ses-02,SSVEP,8938;5885;4980;9521;7715;8435;4846;9778;4079;5834;524;9501;2206;10301;7396;828,SSVEP,SSVEP,sub-18,9778;1433;5569;1374;258;9941;158;6135;10582;3268;11240;566;2616;8146;8091;10922
1,sub-09,107,ses-04,ERP,10775;8184;5994;392;3820;4695;3166;5473;6471;1219;11550;5979;5997;8625;11375;4926,ERP,ERP,sub-24,1726;8951;344;10027;5436;6695;6624;9973;99;10344;5059;365;10678;9641;10518;10978
1,sub-06,108,ses-03,SSVEP,10835;8614;3395;6790;6869;10920;9304;1818;1446;3632;1748;8482;4648;6987;3764;11579,SSVEP,SSVEP,sub-02,8224;7822;1755;4084;6159;2373;4240;11695;883;10911;228;825;9065;7544;4592;6822
