fold,participant,sample,session,support_actual_task,support_starts,task,wrong_actual_task,wrong_owner,wrong_support_starts
2,sub-14,20,ses-02,ERP,2772;11762;8810;9213;10057;6780;1656;6469;3066;11255;10957;5814;2018;4177;1489;4749,ERP,ERP,sub-06,5184;5426;6715;2781;7647;1167;404;4056;1236;7561;1784;9216;3137;6254;7644;9235
2,sub-14,21,ses-02,SSVEP,3754;3600;6541;2576;2835;5259;1603;8840;9126;2343;7931;2444;9260;9022;10271;1286,SSVEP,SSVEP,sub-07,7891;3929;4160;10659;6933;9157;4569;11662;6927;11792;7882;9198;8158;11702;6608;1966
2,sub-12,22,ses-02,ERP,5666;1440;634;9293;9487;3097;8713;4727;2209;2133;41;7588;9667;8324;11648;3764,ERP,ERP,sub-19,2726;10510;4965;10449;9769;5314;2885;8651;1664;11034;7125;6359;6354;2295;5193;11364
2,sub-14,23,ses-02,SSVEP,3493;6881;7130;5121;11377;11267;1293;1002;7988;7234;2016;2406;9434;8367;9627;3023,SSVEP,SSVEP,sub-11,6166;1015;8543;10829;6391;9569;8920;2310;2902;11452;5437;9348;11333;8162;10829;3933
2,sub-14,24,ses-04,ERP,931;7231;5735;9982;3873;11007;6944;4458;735;3574;4405;9900;9582;165;9452;2137,ERP,ERP,sub-24,5503;4393;190;5668;7902;1031;4506;7579;9414;4826;1322;8775;4435;749;11791;1761
2,sub-12,25,ses-02,SSVEP,8400;4003;8691;8445;11553;11632;11409;3336;3555;10994;4917;6415;5482;10262;10889;8703,SSVEP,SSVEP,sub-21,11511;1793;6473;1622;10352;4136;8731;11132;8531;3659;1114;8439;4197;5123;9193;1893
2,sub-11,26,ses-03,ERP,2852;2712;8157;2765;2238;8012;3681;10773;11712;3015;3399;11530;1954;582;7708;2014,ERP,ERP,sub-06,8838;10225;4696;7883;9375;7616;9554;4548;11334;6291;2277;7059;797;8276;6628;4789
2,sub-12,27,ses-03,ERP,4330;2096;5907;3837;5468;7485;8247;10318;8705;259;6114;7434;3884;11496;8112;8024,ERP,ERP,sub-11,3393;7938;8505;4301;4207;9225;5059;6205;8907;4093;2625;7236;6536;5214;1572;4719
2,sub-11,28,ses-02,ERP,4773;3364;6727;4849;5928;7693;2817;5647;8527;9765;5774;10237;5337;6859;5161;8000,ERP,ERP,sub-12,11098;10118;4442;8404;2317;11448;7320;55;5120;3095;7956;2762;8591;8180;8158;3610
2,sub-12,29,ses-02,ERP,7312;4645;8075;1563;9946;2038;9881;3505;2978;945;11484;2752;9509;10140;499;2611,ERP,ERP,sub-23,10785;11052;533;3925;1205;8614;7117;2584;8126;3150;284;1041;4571;11190;590;5331
2,sub-14,30,ses-02,ERP,10526;6252;8546;7973;9678;2336;3411;5645;2017;9844;11798;4197;4639;33;9990;10440,ERP,ERP,sub-24,10800;10069;7044;8850;3795;6882;9709;67;7555;10877;7833;11754;11264;1693;6184;5890
2,sub-14,31,ses-03,ERP,79;4148;11388;9481;4700;5063;7303;6383;11183;1714;741;1579;1264;6716;9602;7181,ERP,ERP,sub-02,2199;511;3892;4931;6930;4779;11054;2789;7500;5776;9586;3369;8617;10812;8621;7331
2,sub-12,32,ses-02,SSVEP,9115;3367;2423;4829;3884;11181;9866;9689;2353;5547;6529;918;3688;4419;5797;6973,SSVEP,SSVEP,sub-03,5023;7415;2393;23;3325;7059;3924;10578;2890;6433;4179;2820;4149;8877;8133;5061
2,sub-12,33,ses-02,ERP,8886;11424;2132;4907;10869;1675;3524;1762;7157;7680;2117;6936;583;7202;1244;2861,ERP,ERP,sub-14,6519;3085;1832;1073;11489;47;9280;7707;2351;4131;3323;11541;7213;10828;7613;652
2,sub-14,34,ses-02,ERP,7750;5708;3553;2310;1145;5671;8572;1404;7356;3637;10374;10501;8584;8740;5829;5873,ERP,ERP,sub-02,274;196;5246;2900;781;8807;8715;9565;10091;6928;2997;10393;6567;6795;9696;11586
2,sub-12,35,ses-04,ERP,2137;11107;2003;8772;11426;9162;8789;986;2893;3367;11490;4311;4186;1383;914;11398,ERP,ERP,sub-05,7512;9961;8478;8726;3702;5026;9852;11186;4442;2748;11522;6653;9012;6442;3058;11172
2,sub-12,36,ses-03,ERP,7239;4115;5670;11546;9904;3055;2662;11602;9312;4585;381;723;9332;2994;1852;10966,ERP,ERP,sub-19,4838;1626;6649;4259;10518;5279;1870;2539;10810;3185;11433;535;2283;490;4876;5860
2,sub-14,37,ses-02,SSVEP,3204;7194;6081;10406;11194;9193;3444;5776;10291;11517;6310;6862;5433;4827;2746;1187,SSVEP,SSVEP,sub-05,9957;6896;3569;11163;7254;2827;1036;61;4002;6207;3454;5168;4208;3555;8744;8530
2,sub-11,38,ses-02,ERP,7546;7493;4060;5440;5623;10018;544;5548;4139;4558;9795;7897;2149;7622;1050;11786,ERP,ERP,sub-06,11646;8922;1054;2243;7611;4245;1136;10600;10917;1640;3736;6570;10672;8058;5311;10759
2,sub-14,39,ses-03,ERP,3095;6108;10188;5736;11633;4641;8309;7687;4751;1645;2518;9309;9985;1259;4063;3616,ERP,ERP,sub-03,6917;778;1319;95;5940;5467;2196;667;5929;4290;2408;3048;9254;10481;7334;9723
2,sub-12,40,ses-04,ERP,5714;9472;8395;6091;4032;11400;1000;10901;323;1349;1336;9734;5837;8627;2255;1476,ERP,ERP,sub-14,6676;6267;1197;11150;4609;6616;11493;10138;2188;4461;4373;7343;10159;8479;10923;3763
2,sub-11,41,ses-03,ERP,8899;2459;10342;4087;6779;3791;7291;2700;7763;11656;830;8473;8859;2054;9018;9640,ERP,ERP,sub-07,6832;236;699;7909;6267;1039;5568;8682;7232;4216;9355;2691;2257;7042;11680;6771
2,sub-11,42,ses-04,ERP,2772;6157;253;4356;7089;9814;1493;650;785;1058;2162;3189;7255;4653;6205;388,ERP,ERP,sub-02,5040;9131;11582;2854;6002;8454;1354;2424;10171;6089;9241;982;5665;500;3388;1428
2,sub-12,43,ses-04,ERP,442;8744;4384;6116;7074;3380;6859;3351;2661;304;7323;5406;2600;10526;2992;3539,ERP,ERP,sub-23,3808;7764;8531;10195;6176;6630;2776;2178;3556;5427;3875;11488;6241;8363;7965;3253
2,sub-14,44,ses-02,SSVEP,10752;8492;4222;11661;1142;33;1481;2059;400;11503;3332;1133;407;11279;1148;7418,SSVEP,SSVEP,sub-02,5220;488;10625;2974;7462;9920;6574;11608;2329;4813;7816;7718;979;7119;8537;5330
2,sub-11,45,ses-02,ERP,7792;5983;2332;11095;1603;10232;5638;794;6782;90;10114;2685;1428;1183;90;88,ERP,ERP,sub-05,2514;9372;6202;1338;5354;4847;6290;5018;3477;9343;661;10207;4566;5802;9936;3967
2,sub-12,46,ses-03,SSVEP,258;5258;10866;1616;6250;11290;3902;9404;9409;7845;5408;6379;6464;4607;11671;8526,SSVEP,SSVEP,sub-23,1739;11062;9343;3523;7957;8115;2122;7911;7199;6818;4472;9837;2040;531;3707;9835
2,sub-11,47,ses-04,ERP,9913;2206;3197;7449;7186;2098;5286;77;5604;11370;9812;1842;1280;10339;3781;6939,ERP,ERP,sub-07,4604;10567;2824;10646;1930;784;10069;11364;1321;6155;9141;1256;7415;2101;11444;4684
2,sub-12,48,ses-02,SSVEP,11629;1770;7201;11418;1558;2587;2363;5290;10520;489;4415;3158;7931;10174;7493;2827,SSVEP,SSVEP,sub-23,3609;10708;11183;8645;9518;1987;1463;6475;11041;7103;8181;3761;7127;1720;5019;5535
2,sub-11,49,ses-02,SSVEP,3149;4194;2897;9525;7592;7146;2078;3067;1590;8789;5426;6805;9240;9571;8084;11678,SSVEP,SSVEP,sub-02,11531;2968;9049;8887;7680;6287;1980;5956;639;8392;3062;2666;9420;8239;9714;5308
2,sub-12,50,ses-04,ERP,2977;4709;1733;2873;1021;6026;9548;3823;11052;11185;1960;9572;8571;5080;6691;9855,ERP,ERP,sub-11,4330;5301;7311;7108;684;7133;5257;3594;6374;3722;6092;2842;14;9037;5655;5584
2,sub-14,51,ses-02,ERP,4785;7450;2589;8903;3390;9244;7892;7853;4011;3724;10084;1663;1415;3128;7396;8377,ERP,ERP,sub-23,5750;7842;4847;10917;5411;567;2512;6300;8692;555;11721;4872;9605;11526;5871;2394
2,sub-12,52,ses-02,SSVEP,8762;6675;11422;440;2947;7791;6952;6415;1452;9702;3314;3281;3356;9480;1107;2942,SSVEP,SSVEP,sub-23,3550;686;3999;6002;2804;4226;6727;1267;10344;6094;5165;7756;3518;8900;61;8658
2,sub-11,53,ses-04,SSVEP,10970;461;7785;4309;5179;7512;8165;11635;6656;3520;915;7074;1290;7149;1676;4178,SSVEP,SSVEP,sub-02,11097;10885;1384;7851;9382;6082;2291;1084;782;9320;5912;2688;3846;2289;3766;1481
2,sub-11,54,ses-02,ERP,11398;2982;7317;6985;2784;1441;3727;2115;8493;510;9595;11585;10210;7142;437;5855,ERP,ERP,sub-09,2353;10300;7815;9042;8433;9207;2156;11338;5039;9929;3429;10695;11654;8095;11665;9667
2,sub-11,55,ses-04,ERP,9478;9501;9078;3840;10172;1302;5791;7024;213;10761;5263;3651;1978;2671;7165;6713,ERP,ERP,sub-24,4261;7240;4511;10181;8508;3587;3242;8391;10771;11410;7473;447;3165;2453;11173;5743
2,sub-12,56,ses-02,SSVEP,2863;9447;1760;7939;11718;754;10009;4221;3444;8824;531;10990;11531;8968;3471;5128,SSVEP,SSVEP,sub-14,11623;6567;3500;8264;7122;7173;1158;9648;10388;3976;9555;2472;4958;665;4746;11406
2,sub-11,57,ses-02,SSVEP,8414;6442;9559;10497;9688;91;10225;321;6309;216;9264;10304;6401;692;9748;3570,SSVEP,SSVEP,sub-07,1573;3835;11186;3249;9985;4478;2434;4258;1650;1664;4613;3356;8294;10813;8716;4716
2,sub-11,58,ses-03,SSVEP,11438;9486;9380;9511;5002;3097;2770;6396;7821;10153;9439;6872;3410;5945;3195;6050,SSVEP,SSVEP,sub-12,6417;9973;1241;3015;11347;10208;6566;1688;10919;1677;4889;7803;4022;10373;11055;5432
2,sub-14,59,ses-02,SSVEP,7187;5548;9612;3587;2227;6398;619;1535;3098;494;7092;2688;17;8688;6428;2679,SSVEP,SSVEP,sub-02,8283;10226;6602;11380;6514;11044;3569;1209;9906;5496;6242;3861;5233;12;6847;4840
2,sub-11,60,ses-04,ERP,2722;6999;7039;6624;11248;6402;6785;1179;6756;1922;3956;1004;7792;10038;4164;5835,ERP,ERP,sub-07,1036;904;10437;6954;6003;10264;5935;119;1720;7552;5789;10850;9283;1298;5758;3663
2,sub-11,61,ses-02,ERP,8219;5257;10615;8605;9155;8970;11113;11394;9628;9812;2554;8920;3982;9880;11387;8133,ERP,ERP,sub-09,2931;533;1247;10401;6902;4682;11458;1528;3635;9460;5259;11035;7102;5348;11343;8749
2,sub-14,62,ses-04,ERP,11154;7320;3129;11505;10704;391;9989;4930;4710;7116;7992;5211;8030;8456;5538;9932,ERP,ERP,sub-21,337;10218;8303;9436;612;2126;4093;2051;237;2910;6144;330;1580;4479;10628;3337
2,sub-12,63,ses-02,SSVEP,2927;8172;9717;6665;4042;10942;10608;758;11612;4936;4604;7761;3853;11523;9767;4837,SSVEP,SSVEP,sub-06,6737;3957;1870;7761;1921;6819;10821;9978;2860;9755;1479;4031;1481;9525;5343;796
2,sub-11,64,ses-04,ERP,7273;7035;1941;1138;3472;10592;1320;1721;10855;5796;5870;9646;5064;6722;8208;8494,ERP,ERP,sub-05,7931;4236;11060;4266;1591;11218;11030;9959;2075;6073;1064;5751;6279;9954;6889;6756
2,sub-11,65,ses-04,ERP,8301;6665;7892;6807;6109;2376;8116;10034;9673;10594;11545;10793;1360;8313;6409;6131,ERP,ERP,sub-05,5123;7369;880;3618;1445;8834;10350;10716;10527;10179;7624;4273;7668;10569;10056;10926
2,sub-12,66,ses-03,ERP,8782;5157;9446;1387;7203;2033;7253;6983;7340;3220;11361;3084;6654;3332;2994;2943,ERP,ERP,sub-19,949;8382;6231;5593;10039;11490;3611;1638;393;3564;9278;761;8111;2904;5177;593
2,sub-14,67,ses-04,SSVEP,4421;8893;3177;10039;4781;6302;1349;9870;5168;11298;3546;3852;11640;2911;1218;4464,SSVEP,SSVEP,sub-09,10987;3187;1200;6706;10890;3378;9065;11000;6354;2735;4003;3436;5764;11115;803;9648
2,sub-12,68,ses-04,ERP,1887;1108;8948;4200;5870;7232;8773;2302;7682;10272;3793;6321;7683;10693;8738;2823,ERP,ERP,sub-06,6845;1189;2121;11105;5572;7609;9955;5078;7720;3170;7479;3871;6830;11248;635;8668
2,sub-12,69,ses-04,SSVEP,10106;1474;10277;1014;11641;11080;3159;8739;1670;8687;8791;8258;2098;2717;9396;11674,SSVEP,SSVEP,sub-09,10560;6523;2753;5732;10777;1906;700;896;10874;5760;4603;2501;3061;3630;3892;3356
2,sub-11,70,ses-02,ERP,919;10699;6351;9437;3349;10250;3515;8277;6820;10376;10158;2429;1548;9691;4231;5567,ERP,ERP,sub-23,8807;3803;2025;2557;11678;2198;182;5921;9333;8879;9426;7271;9849;10121;8203;1671
2,sub-12,71,ses-02,ERP,9486;2806;3346;1206;2255;8462;4156;7710;9764;3327;9552;10329;8583;4918;10702;10594,ERP,ERP,sub-14,7947;239;4128;10757;10274;5455;1540;2189;10258;9346;9029;7125;3267;4354;8808;4022
2,sub-11,72,ses-04,ERP,9709;259;4814;6995;3776;1382;4839;10970;7809;958;6555;9653;7885;5600;11417;1142,ERP,ERP,sub-09,1694;7388;10399;9117;7986;5315;6886;7532;11000;1743;6399;10576;6985;3046;1976;2813
2,sub-14,73,ses-03,ERP,3275;4417;9787;1436;5314;4622;5889;2390;5249;4453;6715;3561;6968;10807;11054;3270,ERP,ERP,sub-02,1840;445;3170;10853;3699;898;4771;5342;6100;8714;4279;2399;760;7655;3929;9960
2,sub-14,74,ses-02,SSVEP,3161;781;2019;3517;791;7272;7616;4067;10115;119;5350;7641;1253;993;2395;11029,SSVEP,SSVEP,sub-07,2209;8603;8423;3832;8260;11129;3168;5336;5790;9094;11351;4403;2481;8810;7331;8184
2,sub-12,75,ses-03,SSVEP,8566;8405;860;6016;11341;2089;4305;3841;5953;2626;2271;1563;9907;7414;5273;1931,SSVEP,SSVEP,sub-06,2545;7757;11461;10355;4915;10135;11474;7164;2075;4771;2562;9168;5167;7179;756;2626
2,sub-12,76,ses-02,SSVEP,11149;5508;3220;7160;10235;5973;2609;2179;5906;8534;3443;9756;3300;10157;2764;1468,SSVEP,SSVEP,sub-23,3703;5392;11419;8820;949;11278;9609;8526;10776;9369;771;6132;1504;9544;6159;9846
2,sub-12,77,ses-04,ERP,8279;10643;3055;4220;5013;7190;11345;777;9818;6263;760;8062;4445;3009;9555;9478,ERP,ERP,sub-11,5650;5187;11556;11563;11491;4925;8578;7890;7525;6570;11134;6056;10842;7830;8155;10299
2,sub-12,78,ses-03,ERP,4510;4069;2355;5528;5628;11764;11566;6928;11121;6188;10234;4421;320;3559;4952;592,ERP,ERP,sub-07,2668;8321;10384;8120;3216;10974;1806;2139;4325;1562;3218;2821;634;4589;7397;11236
2,sub-14,79,ses-03,ERP,4164;1967;11778;708;11183;2635;7753;7812;11314;9718;2729;6147;1132;8584;9794;5540,ERP,ERP,sub-09,5365;10706;6787;3283;6938;1189;7713;1510;9909;4629;5643;4570;5562;452;356;11365
2,sub-11,80,ses-03,ERP,2131;11646;7126;626;7017;1917;8522;3438;6910;7839;1510;3944;11466;6530;4024;1850,ERP,ERP,sub-23,671;3202;2796;4427;5106;80;7131;4035;8847;5889;3391;10282;428;6732;4725;6968
2,sub-11,81,ses-04,SSVEP,9906;1663;4585;11202;7414;777;9112;9140;4931;3333;3585;11721;7328;10799;9280;11635,SSVEP,SSVEP,sub-23,10904;1109;5579;10437;4549;7676;618;1611;4559;10450;244;4163;7391;3297;8328;4240
2,sub-14,82,ses-03,ERP,9136;11452;6617;992;2012;11121;10349;10286;2178;10426;7484;9008;7998;7769;10163;6199,ERP,ERP,sub-23,8730;11688;6710;10175;8224;3800;3595;4196;9821;4406;7440;422;3400;11269;8958;10096
2,sub-14,83,ses-03,SSVEP,5322;2028;3054;5306;7068;11117;5116;630;1238;5328;6071;3232;6155;3050;25;7215,SSVEP,SSVEP,sub-21,2337;2222;9898;7127;7370;3182;6258;11605;9233;57;8467;8982;5054;9971;9189;5533
2,sub-14,84,ses-02,SSVEP,7444;2429;3548;1187;7569;8540;3059;4338;8626;8548;11689;8471;6190;1578;8111;10098,SSVEP,SSVEP,sub-21,3536;4587;8600;9332;3189;8774;4302;10206;10627;2299;10393;8513;11328;4776;7682;2004
2,sub-14,85,ses-03,ERP,2521;9260;7946;4763;8148;1527;2736;9284;4514;11567;5395;2828;764;11355;8921;2324,ERP,ERP,sub-24,7055;4064;8344;6948;230;7909;9764;11486;1847;2876;4895;3997;7678;10833;3690;5512
2,sub-14,86,ses-04,ERP,7454;1298;10841;5461;6359;5072;7498;11156;4426;10704;425;780;3359;3737;8282;5520,ERP,ERP,sub-19,3201;9251;5755;10772;9017;333;9677;7027;10853;2056;9697;8354;11525;9685;6230;8228
2,sub-11,87,ses-04,SSVEP,3418;4882;10867;810;10273;11257;393;9562;11217;4604;8071;4669;5640;6630;1755;3754,SSVEP,SSVEP,sub-21,3186;778;8948;1660;6829;6042;4236;832;4967;3282;3483;4186;5666;831;1090;239
2,sub-14,88,ses-03,ERP,2396;4893;10795;3251;1113;10631;10487;7685;3691;5276;6181;10895;3333;6574;3839;4348,ERP,ERP,sub-19,6640;5105;3915;6588;3650;4465;982;2261;1649;7444;11419;154;9328;11136;9341;10744
2,sub-12,89,ses-04,ERP,3443;9668;1518;11032;6889;2815;5536;10285;4462;1144;5242;312;3195;7883;9226;111,ERP,ERP,sub-19,4121;234;9499;1964;6714;4247;11353;10667;9041;7431;7967;5783;9637;5660;5272;4671
2,sub-12,90,ses-03,SSVEP,7099;11054;2688;8529;8187;6636;1038;825;9284;9405;3902;9258;9224;2247;11288;5998,SSVEP,SSVEP,sub-19,1051;812;305;7405;10104;8505;2796;3112;10076;3640;137;11004;2924;4710;2377;10830
2,sub-12,91,ses-03,SSVEP,10903;6167;307;2864;1098;5397;7784;7213;8249;7979;8393;4393;5715;3944;9263;3329,SSVEP,SSVEP,sub-14,6008;9646;6140;9660;7085;4974;3974;8062;4078;9353;5936;6287;10596;1081;10058;7203
2,sub-11,92,ses-03,ERP,2692;6786;9570;8309;5486;400;5947;11722;8043;3787;3312;10487;7156;1640;4816;1376,ERP,ERP,sub-09,6545;3233;11211;3693;10648;5094;2290;7272;1552;2796;9061;195;369;9907;11643;6240
2,sub-14,93,ses-03,SSVEP,2220;11745;3182;10156;11188;7931;1477;9592;42;11650;10270;10740;2376;6353;7343;6603,SSVEP,SSVEP,sub-19,9821;9929;8285;6721;257;1936;5647;10443;6563;7871;2793;8174;3933;1590;10264;528
2,sub-12,94,ses-04,SSVEP,2582;10247;2896;6340;1929;11378;802;6888;11468;11195;2385;213;11544;4476;9107;11267,SSVEP,SSVEP,sub-21,5547;5177;10101;9814;6583;5469;1374;9720;1932;5927;9340;1215;5099;3596;8231;7968
2,sub-12,95,ses-02,SSVEP,9637;6609;10202;413;9563;433;2134;10983;5865;2762;466;1039;1019;6147;11700;4551,SSVEP,SSVEP,sub-03,10710;6847;4570;4431;5443;3696;9806;3466;651;7825;1087;1006;11214;3596;2604;9330
2,sub-11,96,ses-03,SSVEP,7064;11086;10895;5479;9470;2074;7546;2380;5347;4008;11074;5050;7240;9601;11662;7523,SSVEP,SSVEP,sub-07,9925;9100;3854;10859;3565;11216;9198;10481;7824;9170;8206;11409;729;843;7133;9214
2,sub-11,97,ses-02,ERP,8307;4809;3244;10917;1530;1748;10788;10905;3753;2478;11306;2824;5022;8346;5790;4384,ERP,ERP,sub-24,1698;11253;327;9897;5200;6329;3808;5088;7885;11102;9509;9274;1938;9118;10094;4349
2,sub-11,98,ses-04,ERP,1252;9318;5178;7563;4865;2045;5888;3271;9975;6685;1168;4280;7731;7744;1199;2761,ERP,ERP,sub-05,341;10627;6654;9589;416;5829;10278;8738;3566;1265;11215;2021;4978;7316;6580;2757
2,sub-12,99,ses-02,SSVEP,5492;4403;922;2571;9086;5811;10573;1086;2243;3528;10215;7090;8158;7484;3179;515,SSVEP,SSVEP,sub-11,7623;7660;7845;8051;766;8678;5745;1243;9737;7523;3996;10755;5729;10041;6812;156
2,sub-14,100,ses-02,ERP,7028;6088;2868;7603;6147;3932;9914;2559;5365;5382;8567;6826;8831;10987;3121;8804,ERP,ERP,sub-11,955;9954;5462;10866;4119;5003;9831;6703;9636;9916;8316;8668;8630;9197;9847;2094
2,sub-12,101,ses-04,SSVEP,7062;5200;548;1102;5283;4314;6240;6348;2634;10550;5729;8747;444;9767;9631;3458,SSVEP,SSVEP,sub-09,11769;625;1247;11710;7415;2578;5352;9788;6299;10895;4544;388;8064;6478;4576;3855
2,sub-11,102,ses-02,ERP,4566;10059;8660;8124;7672;7199;2989;1570;5180;8168;8973;5402;10856;10314;8519;4859,ERP,ERP,sub-19,5893;2891;809;1000;5790;9210;6804;5346;3260;10546;3836;8598;6349;1690;3573;2106
2,sub-14,103,ses-04,ERP,11799;11721;10751;10625;7645;8099;10200;10889;5499;5992;1162;3038;821;73;2713;5649,ERP,ERP,sub-07,6257;8702;7783;2823;4764;9267;1687;2283;9266;7662;10012;4617;3271;7781;9971;5685
2,sub-14,104,ses-03,SSVEP,1161;4512;2502;5234;6378;1884;7271;3121;11591;8654;8567;9678;10265;7542;5763;3677,SSVEP,SSVEP,sub-02,4166;7217;10484;697;7495;3596;3646;8402;3443;10997;2473;1333;762;10636;11227;2637
2,sub-12,105,ses-03,SSVEP,1467;1122;7140;3771;1337;9774;1616;2045;9664;3616;7466;9506;917;2171;6085;4476,SSVEP,SSVEP,sub-14,4120;3040;9441;8923;2547;10834;3388;1162;176;11778;10021;10642;8149;9832;4856;377
2,sub-14,106,ses-02,ERP,11462;5978;5918;8339;5970;6723;2716;9453;2348;1915;4413;9854;5378;7995;11558;849,ERP,ERP,sub-19,4316;3899;1336;4452;5539;2218;8449;9494;11764;10078;1224;1134;874;8287;10685;884
2,sub-11,107,ses-02,SSVEP,9444;1406;1557;5183;6886;9277;8805;1622;4750;9115;10618;11694;7021;11219;3383;7866,SSVEP,SSVEP,sub-07,6640;9882;5680;10654;10157;10807;6520;6821;6073;2730;5848;234;2217;6700;801;2533
2,sub-12,108,ses-02,SSVEP,5245;9356;725;4884;33;2718;9117;6349;3543;5582;3809;606;6257;1623;6481;10315,SSVEP,SSVEP,sub-09,4587;9500;3355;5012;7600;449;7589;11119;1310;7860;1890;6658;10665;7385;10707;7508
