fold,participant,sample,session,support_actual_task,support_starts,task,wrong_actual_task,wrong_owner,wrong_support_starts
0,sub-05,10,ses-03,SSVEP,7352;2349;7941;795;380;3346;99;10947;7300;9152;246;5241;7966;10278;3827;8477,SSVEP,SSVEP,sub-18,10783;10348;7627;5492;2235;2316;4869;3705;10842;9699;5863;11364;2747;6498;4603;2977
0,sub-05,11,ses-02,ERP,5338;5204;5420;5532;6866;8011;10179;8274;8304;4728;2272;3645;3323;7509;8340;10096,ERP,ERP,sub-17,11739;10657;33;6539;3994;9628;5665;8942;3643;9948;3916;2050;583;3707;4199;2661
0,sub-02,12,ses-03,SSVEP,7117;8204;4083;10726;10612;6642;11032;4702;2910;895;4054;6325;164;8749;11247;11684,SSVEP,SSVEP,sub-19,870;10111;6229;4028;7282;8749;10688;4867;6082;10689;4751;10247;1862;707;8824;3345
0,sub-03,13,ses-02,SSVEP,4386;1707;7987;351;3477;434;4324;339;750;2748;11645;408;3249;4462;10483;7960,SSVEP,SSVEP,sub-15,6001;6522;1723;3647;6064;4915;9277;3495;10841;10944;10115;3953;7407;3376;8959;5986
0,sub-02,14,ses-02,SSVEP,8330;2528;2671;10013;7591;3666;3790;6845;7375;1939;8975;5986;7323;3456;2354;5939,SSVEP,ERP,sub-24,1514;9462;3073;8097;1821;1039;6375;9980;6851;10045;1970;1703;10351;8878;5684;4676
0,sub-03,15,ses-02,SSVEP,5866;9633;9121;8105;1229;10570;1994;8803;5261;716;549;1835;7691;1891;7767;9534,SSVEP,SSVEP,sub-18,2315;7627;9062;10594;8071;4924;10612;9696;4339;2411;5043;11436;7293;652;5444;2888
0,sub-02,16,ses-02,SSVEP,1428;10716;7291;3713;8407;1567;11696;7063;3779;5853;4604;10326;7317;4338;1021;7266,SSVEP,SSVEP,sub-17,10555;11187;6398;4673;4035;3787;3975;3310;10777;11445;3475;191;10418;5546;1028;1236
0,sub-05,17,ses-02,SSVEP,10171;5793;1729;9900;3854;740;6356;1553;1416;491;5369;7360;8087;6014;4050;9647,SSVEP,SSVEP,sub-18,7651;3515;11403;7042;969;190;11018;7869;4769;4193;10792;7335;6464;6712;3222;8347
0,sub-02,18,ses-04,ERP,10982;5469;10419;5352;2769;5317;2091;5337;2526;3169;3455;6624;2106;10001;7276;2244,ERP,ERP,sub-17,9287;1089;8391;7831;9798;11403;5455;1760;3886;5777;4627;2750;5419;6045;10899;6924
0,sub-03,19,ses-04,SSVEP,11540;8170;11523;5855;7180;6594;7251;3595;7823;11762;3856;8082;10050;11297;8645;6927,SSVEP,SSVEP,sub-12,8307;6249;7862;1226;1821;3570;4484;2033;7568;6078;1038;9781;817;10326;8242;3158
0,sub-03,20,ses-04,SSVEP,10365;11698;2200;306;11255;2804;8188;7141;10868;1161;11690;9986;8516;11247;5823;11370,SSVEP,SSVEP,sub-15,5547;4372;2619;1663;3033;2936;7219;3748;8465;337;7555;5520;1178;10402;3017;10150
0,sub-05,21,ses-03,SSVEP,4536;10699;7375;1222;6964;8060;3493;11613;5522;9912;7670;10000;10899;4398;2716;3134,SSVEP,SSVEP,sub-18,10353;6512;8937;5934;8250;10277;5184;11330;6946;6796;8857;10240;9503;3058;3033;7274
0,sub-02,22,ses-03,SSVEP,8376;6313;10632;4124;9532;4300;1229;7393;7961;6510;1820;6835;11670;9138;10887;10956,SSVEP,SSVEP,sub-03,6195;10239;9599;548;2623;7351;1169;8585;3642;1950;11277;7082;3680;516;4687;310
0,sub-05,23,ses-04,SSVEP,8772;237;10667;7539;11221;11294;2052;9241;4407;9345;554;1821;11611;2426;6214;7588,SSVEP,SSVEP,sub-15,7928;11148;3032;9738;2287;2234;3850;8557;8798;7916;10367;3813;8271;5258;9789;9464
0,sub-03,24,ses-02,ERP,3498;3684;1718;5388;8484;3993;2026;6653;6324;763;4167;3961;8386;4269;150;8377,ERP,ERP,sub-05,906;8125;4897;2201;8913;11417;10458;104;204;5183;10427;11613;9656;8598;6129;3617
0,sub-03,25,ses-03,SSVEP,933;4710;3561;8264;3003;1717;1894;9656;9491;8032;2945;9529;1319;3171;801;3829,SSVEP,SSVEP,sub-17,3848;10995;7368;3262;8423;4708;1028;9104;1413;2267;9687;100;1716;3566;5092;1546
0,sub-05,26,ses-02,SSVEP,7170;5357;10291;11221;4624;8372;8623;8950;6168;4128;4387;7885;1319;7371;7584;4757,SSVEP,SSVEP,sub-14,526;6039;260;4298;3040;3751;8343;5870;7169;3365;11337;7263;807;264;4998;11280
0,sub-05,27,ses-04,SSVEP,4497;2902;6051;3924;10609;6984;1360;11319;4740;8701;11503;7723;542;11191;1055;5136,SSVEP,SSVEP,sub-02,4847;5966;4567;9737;8052;10276;6970;7448;5697;425;10652;4583;9574;1593;4009;8184
0,sub-02,28,ses-02,SSVEP,2981;6663;6139;1436;614;9764;6453;1147;3685;2881;6565;1218;8286;5574;10311;6888,SSVEP,ERP,sub-24,683;5982;719;10580;267;2977;9941;6689;8803;5086;9770;6322;6982;1685;8787;10533
0,sub-02,29,ses-02,SSVEP,4520;5283;6224;8039;294;7164;6946;3643;9786;7173;6091;4666;1216;7010;4277;10029,SSVEP,SSVEP,sub-18,2810;7806;3463;3679;4022;7306;4320;10369;6527;9853;7841;8389;1423;3033;4397;1151
0,sub-05,30,ses-04,SSVEP,849;10680;10526;34;9782;9924;5208;5588;7491;8084;8757;4933;10735;6890;4092;4078,SSVEP,SSVEP,sub-19,9635;6116;10019;499;9;1411;7000;10170;11221;9353;8021;4671;2077;9297;10924;1718
0,sub-02,31,ses-02,ERP,11712;3541;10090;8659;1203;7171;608;5745;10505;8928;4168;5940;11676;4348;1552;8204,ERP,ERP,sub-19,6887;10709;11673;10513;893;10553;5787;1032;2827;11258;3351;3461;379;144;2455;9107
0,sub-02,32,ses-04,ERP,11544;1728;2972;8747;10512;2516;8572;10288;10154;6478;10183;4239;83;9234;514;8130,ERP,ERP,sub-11,7335;6038;3947;6459;1876;5109;6831;10179;11290;2977;7533;10436;3970;1882;6923;3730
0,sub-03,33,ses-03,SSVEP,3380;211;1493;10316;11701;11325;4178;10601;6348;9437;2152;3323;4333;3510;3536;2416,SSVEP,ERP,sub-24,9890;3000;11572;13;3260;11022;1012;11632;9455;9013;461;2651;842;11075;11737;9624
0,sub-02,34,ses-03,ERP,6677;2558;1594;487;2238;35;4136;452;7583;8613;11309;8690;6243;4882;6600;7011,ERP,ERP,sub-12,8696;4637;8926;10528;1913;2120;4234;8943;10036;9970;1094;1434;74;10964;2569;4701
0,sub-03,35,ses-03,ERP,8032;2470;4869;830;3246;4091;765;4181;9129;2598;9376;8036;4874;9147;2131;6801,ERP,ERP,sub-18,3388;3093;10695;6712;2939;1327;6794;3270;6434;8460;7274;1534;7743;8213;8386;8966
0,sub-05,36,ses-04,SSVEP,615;5733;3604;9778;3945;9481;38;5953;5930;81;10622;11333;10856;9729;10603;4594,SSVEP,SSVEP,sub-14,3464;2587;6530;3644;9664;10885;959;8381;7923;4499;958;7658;1360;3746;8282;6215
0,sub-02,37,ses-04,ERP,2195;3098;7246;8478;9779;7384;3247;11443;4981;2953;2056;1088;7796;168;11777;5377,ERP,ERP,sub-11,285;835;4817;707;3534;4890;9965;6789;34;3168;2916;2288;8118;3093;5730;8219
0,sub-05,38,ses-02,ERP,11175;9955;1162;3587;9716;1740;4451;1698;6953;6457;2023;6606;2036;11717;5954;2812,ERP,ERP,sub-23,1477;11104;190;9953;9557;7258;8243;8133;1642;7806;3969;4975;4416;4968;9287;11238
0,sub-03,39,ses-04,ERP,7264;1843;6212;8821;10743;10631;8824;9167;2607;9613;10941;4077;10637;1121;1348;9509,ERP,ERP,sub-14,1785;11462;2035;10040;5162;7003;110;8784;9020;11589;6398;790;2090;6155;4349;7340
0,sub-05,40,ses-02,SSVEP,4875;9111;4228;2887;9059;5577;368;3281;4754;1668;5166;205;5254;8343;526;1623,SSVEP,SSVEP,sub-21,9138;8296;5219;5158;794;7849;9737;8831;6346;11352;3531;1245;5381;8620;10626;3742
0,sub-05,41,ses-02,ERP,9741;8044;2264;7045;7174;1288;2532;6494;4506;4760;10130;9812;3245;10204;11758;562,ERP,ERP,sub-23,5612;11560;9048;2633;2399;5437;3451;3011;9314;5755;5023;1047;4042;11560;8673;10844
0,sub-02,42,ses-03,SSVEP,6241;11522;9195;7107;2819;6507;11240;8163;8575;3440;11304;4307;2148;8619;9716;1743,SSVEP,SSVEP,sub-15,3392;10160;10273;8095;8971;764;8281;4004;9944;9983;724;1427;1705;2292;5161;1760
0,sub-02,43,ses-04,ERP,829;4369;10801;8395;11698;9659;1004;7253;1383;1277;2534;10890;9761;4793;10441;7016,ERP,ERP,sub-21,6679;9076;10233;1538;10357;4958;5276;7770;6560;9846;11725;11014;8787;6488;9838;5987
0,sub-05,44,ses-04,SSVEP,1326;7403;11366;1217;11163;454;7762;7518;10172;7334;6488;1953;4593;10599;10742;7739,SSVEP,SSVEP,sub-14,11779;11511;2076;3376;6640;10005;4291;2172;9143;5787;3725;746;1699;130;11625;3638
0,sub-02,45,ses-02,SSVEP,7315;7268;2280;1822;858;9609;671;4610;7202;5689;5683;1542;11131;11099;2093;842,SSVEP,SSVEP,sub-21,4911;5941;11570;4495;6143;7625;9164;11772;7394;9591;6344;10279;9902;8022;2005;9225
0,sub-05,46,ses-04,ERP,5822;8445;2642;4449;6638;9887;7231;3426;11554;3235;8262;1726;855;3113;1549;862,ERP,ERP,sub-23,6800;10112;6542;4118;4659;6564;10501;995;6087;10244;9968;7795;4830;9812;8248;9164
0,sub-02,47,ses-03,SSVEP,4860;1425;9628;714;2207;795;5975;9080;9373;10826;5334;7061;9700;3245;9755;9750,SSVEP,SSVEP,sub-23,12;8493;8454;7313;9380;593;9352;6971;11071;6707;11704;3486;2756;2592;10738;4196
0,sub-03,48,ses-02,ERP,10992;11426;4598;1138;7582;8077;7602;1492;1937;7578;8795;11531;10776;11107;9266;2601,ERP,ERP,sub-12,6529;10607;10745;4051;7208;11715;7520;4405;10453;11036;3350;6379;1940;5287;7115;11676
0,sub-05,49,ses-03,ERP,6619;55;10620;6523;2811;9349;19;11441;2053;1756;5651;4186;4177;11718;4188;8517,ERP,ERP,sub-19,8585;3619;92;6345;11467;6723;686;9553;2386;11130;4531;9284;2659;2392;11590;2307
0,sub-02,50,ses-02,ERP,10775;5844;11266;10866;112;5371;2343;2418;7554;7500;1450;1147;2300;4445;8350;11579,ERP,ERP,sub-11,10237;7783;7691;8435;1046;1049;3523;9998;9006;3274;7894;7818;5450;2526;11791;964
0,sub-05,51,ses-03,ERP,7816;445;7363;10757;258;1484;3044;2353;5294;795;942;9433;4330;9447;1480;2444,ERP,ERP,sub-21,4235;2219;5761;6395;9858;3250;6170;11729;9071;4206;11288;8270;8254;10613;6093;4943
0,sub-02,52,ses-04,ERP,1323;7294;4488;8578;6459;218;6597;3466;3052;3412;1237;130;1329;9521;9454;4251,ERP,ERP,sub-17,3404;5704;8692;9803;3838;4343;11222;10343;5951;2571;5765;2925;1690;6913;11361;7011
0,sub-03,53,ses-03,ERP,7046;4040;7021;1634;6582;6621;6450;4886;10235;6214;6000;4025;7914;2098;4454;3478,ERP,ERP,sub-05,7448;3153;2914;2481;9257;907;1143;543;1194;9028;7815;11198;7927;4672;3840;1794
0,sub-03,54,ses-04,ERP,9512;4568;1828;10836;1453;5784;4423;8012;7493;3582;11529;1345;8539;6831;10007;7889,ERP,ERP,sub-24,7433;1956;4450;2567;11206;6716;7769;4874;10996;9109;6485;5246;11472;8099;5713;2036
0,sub-02,55,ses-04,ERP,6481;5381;7587;3308;2197;4402;8647;4186;11530;9225;328;1817;5075;5900;6314;8467,ERP,ERP,sub-18,7898;9968;5915;6798;1037;7673;6256;5957;3359;7161;10710;10626;9211;6860;8193;31
0,sub-02,56,ses-02,SSVEP,3383;5904;3451;9527;4902;10912;11325;1744;60;7095;11036;7084;2913;127;6581;455,SSVEP,SSVEP,sub-21,6716;10999;7844;9015;3757;11753;1417;2192;4432;10539;9960;6504;6136;6604;8524;10992
0,sub-02,57,ses-04,ERP,6233;4824;3346;1677;5172;1146;11148;3291;7798;5232;1985;1095;4767;5352;7819;9142,ERP,ERP,sub-21,6926;3227;3158;2100;7122;848;6307;7222;11593;1789;10223;6690;4176;600;1805;7828
0,sub-05,58,ses-03,ERP,1607;4080;11439;8083;1549;6321;8081;7300;4828;8055;2224;6522;5644;9553;10848;2125,ERP,ERP,sub-15,6222;9048;3618;4765;11399;6000;4484;2762;5653;3596;6861;6438;3886;1116;5228;2927
0,sub-05,59,ses-02,ERP,5986;1087;6615;9419;11255;8928;2135;10912;1936;6912;1135;10175;43;7709;3168;10533,ERP,ERP,sub-11,7915;11177;1664;5225;9336;4511;27;5464;5741;1950;5810;700;4789;7177;10524;3896
0,sub-02,60,ses-04,SSVEP,7433;308;11076;10037;713;11470;1946;7624;1095;7455;8069;3916;2269;9415;4734;6275,SSVEP,SSVEP,sub-12,5632;9183;3832;2880;2295;3069;6090;458;4265;7931;5523;8154;11729;11093;4668;7002
0,sub-02,61,ses-04,SSVEP,8387;9516;9884;2323;1659;2225;11337;386;9306;5382;208;11439;8033;8966;8606;1508,SSVEP,SSVEP,sub-23,1535;720;2233;11251;9974;7677;7501;8132;10838;5520;10987;8295;9398;6389;9431;147
0,sub-02,62,ses-02,SSVEP,7816;1317;6555;7268;5071;6157;123;7454;10452;2268;1087;7569;3977;1980;17;3287,SSVEP,SSVEP,sub-12,4977;9390;141;7833;850;1777;11092;4215;4563;8407;9631;331;10320;3925;426;10217
0,sub-03,63,ses-04,ERP,2745;1795;8963;8435;3147;2713;8682;5169;88;9923;9491;3010;11171;6464;9749;6890,ERP,ERP,sub-12,9288;9041;1311;7645;7054;10887;3268;7933;4944;2378;7051;1124;7296;7612;6943;616
0,sub-05,64,ses-02,ERP,711;1930;235;5251;168;581;4737;10174;8840;5465;10361;5919;2642;3514;9760;1170,ERP,ERP,sub-18,9410;6846;7636;2836;9832;1935;570;25;3183;11779;6150;10319;3706;11757;8257;4215
0,sub-03,65,ses-03,ERP,7311;9438;6439;7339;10950;8117;4386;3340;9279;1891;1069;4784;3941;3637;4437;10222,ERP,ERP,sub-15,6332;10083;11368;2248;2784;8916;9727;5314;6728;1535;10778;9357;149;9239;7206;4071
0,sub-05,66,ses-02,ERP,9312;4827;10137;308;4549;10128;10141;4548;2680;6568;11516;11662;2062;5610;9448;9522,ERP,ERP,sub-03,2777;219;5810;7890;2224;1051;10382;5206;7705;9704;10089;11732;874;183;1695;9999
0,sub-05,67,ses-02,ERP,9256;1695;9037;3113;4361;10528;4557;6657;11393;4434;6241;7036;9970;6104;11055;4747,ERP,ERP,sub-15,5558;918;3893;2269;5970;7011;9465;7583;6354;5447;1632;6622;5045;1471;1795;11158
0,sub-02,68,ses-04,ERP,8490;10765;10226;2292;9658;10290;2901;10059;3768;5003;8557;598;7451;11265;1782;9778,ERP,ERP,sub-23,2132;8021;9872;380;10377;10271;11488;827;2343;11418;8991;9467;3609;1326;10430;2487
0,sub-02,69,ses-02,SSVEP,551;11493;3241;4603;7663;8591;5721;5376;5385;3207;9053;10917;1379;1604;11679;7827,SSVEP,SSVEP,sub-11,6771;10521;8575;1386;7733;6545;7254;602;2746;3779;2115;1029;10615;833;7389;9865
0,sub-03,70,ses-04,SSVEP,7753;8551;8498;10822;6250;7969;2627;4953;48;7062;5606;7010;7446;6219;5714;11696,SSVEP,SSVEP,sub-15,9689;505;10811;6419;2149;6010;1507;7210;10258;3620;4877;3074;8151;11638;5341;2591
0,sub-03,71,ses-02,SSVEP,6566;7018;3572;9911;1062;9875;10389;3032;3504;2851;3469;6746;1216;11261;70;10929,SSVEP,SSVEP,sub-11,11768;10440;2770;6630;9721;835;455;5553;1031;10131;379;7055;10374;9769;2873;8261
0,sub-03,72,ses-02,SSVEP,9651;9192;35;11340;10184;5996;7438;10598;7429;4294;1913;9786;10501;2445;9460;4369,SSVEP,SSVEP,sub-23,5987;1129;9368;7238;5223;2678;10391;6429;9129;5330;11063;8279;5637;1672;7836;9570
0,sub-03,73,ses-04,SSVEP,9980;4420;5099;5597;1652;4209;11316;4578;9437;4530;1213;4596;1188;2247;5063;8649,SSVEP,SSVEP,sub-15,9864;9626;1125;9135;2613;9620;4943;2473;6511;6128;11234;1321;150;2210;5462;8711
0,sub-03,74,ses-03,ERP,1417;462;7925;4132;9890;6411;2236;2022;5910;4390;5555;8743;6025;6099;8118;1696,ERP,ERP,sub-21,1196;1118;8077;4119;43;9054;8768;1685;1807;11787;9314;4464;4811;2957;8710;7407
0,sub-03,75,ses-02,SSVEP,8251;3727;220;8405;11325;5065;4693;288;9247;5474;8098;11702;10194;2404;2832;2119,SSVEP,ERP,sub-24,4718;1386;1376;11070;46;299;9649;1371;6397;6479;7805;1773;10806;35;4902;11584
0,sub-05,76,ses-03,ERP,281;9886;9591;1146;5540;4635;7370;6853;319;10600;11766;6661;6044;10733;6370;7957,ERP,ERP,sub-24,2655;10967;11235;6410;1454;7129;10590;7421;10856;6570;11720;5753;476;9710;6420;3537
0,sub-02,77,ses-03,ERP,3771;6861;5904;10928;7380;7006;10746;2357;11191;7345;5365;10657;9566;3313;6403;10800,ERP,ERP,sub-17,5276;2912;9300;10875;7719;2488;6003;701;5437;6676;7754;8181;3442;11035;10156;7304
0,sub-02,78,ses-04,SSVEP,3182;366;6356;4965;7085;4601;5969;7164;7209;8290;6085;599;7242;2670;9503;3407,SSVEP,SSVEP,sub-14,5984;5019;6331;1243;9783;7540;1891;10439;8816;3839;1318;1506;8033;10468;240;3449
0,sub-03,79,ses-03,SSVEP,3520;8450;3303;211;3124;9385;10545;7229;6889;7596;6529;3793;634;6061;8784;7250,SSVEP,SSVEP,sub-05,365;9605;1675;5314;10167;6719;2183;7232;9595;8452;6286;3974;3886;3692;5483;2913
0,sub-02,80,ses-02,ERP,5161;666;9355;7847;6245;3078;4313;8687;8010;3297;3657;10589;7757;4327;6735;10373,ERP,ERP,sub-15,10644;6368;272;9391;4548;6376;234;1626;666;4255;5926;10299;10403;7750;5484;10192
0,sub-02,81,ses-03,ERP,7493;1838;7140;710;2549;11692;2961;7600;10708;3054;6394;5531;9591;311;8916;6830,ERP,ERP,sub-15,4796;5131;6267;2278;5499;8112;10255;3338;9677;3746;1921;5165;1442;9011;4893;10112
0,sub-02,82,ses-02,ERP,7165;844;8252;3057;9690;6347;37;6971;2476;3582;1961;5007;2670;5452;8987;7836,ERP,ERP,sub-21,3917;10257;10034;10616;4174;6253;11116;7091;8934;2308;746;10636;9851;1155;5731;6803
0,sub-02,83,ses-04,ERP,9089;5050;5859;10332;3475;1756;6127;11185;8073;11167;10114;2393;10773;6632;3123;11623,ERP,ERP,sub-11,3789;9894;11104;6153;11146;4247;9586;5448;7071;5151;1920;5527;154;9596;5585;7040
0,sub-02,84,ses-03,SSVEP,3917;10932;5403;5169;7071;9656;1305;6792;8256;4436;3056;1657;11067;5308;2723;4988,SSVEP,SSVEP,sub-18,6246;4810;8664;10981;6653;1235;7281;335;66;2169;4158;8693;5100;752;5002;9659
0,sub-05,85,ses-04,SSVEP,7538;4257;7951;4013;6557;7276;1131;4715;8956;2338;4763;6551;7532;3298;4126;721,SSVEP,SSVEP,sub-17,6768;10654;4273;2052;10173;8230;2734;5480;10965;2277;10985;6446;4434;3549;2865;9591
0,sub-05,86,ses-03,SSVEP,2135;9774;11268;867;5633;4864;6265;3469;4354;8732;1394;9122;4382;9731;7300;6542,SSVEP,SSVEP,sub-12,11627;5805;11318;4038;4320;8499;1115;9215;1013;764;4602;8164;10706;9282;9725;3914
0,sub-05,87,ses-03,SSVEP,5195;11734;4982;6058;1092;6839;5235;9856;6187;10845;5743;8763;8467;10186;1593;5497,SSVEP,SSVEP,sub-03,8645;10369;8941;3900;9213;8004;222;1824;3639;10220;9625;4703;9553;6086;11644;2995
0,sub-03,88,ses-04,ERP,8755;776;8690;7459;3857;10094;5296;10949;10221;4353;1352;1414;10823;7591;8105;6948,ERP,ERP,sub-21,11530;5223;4299;8958;3831;6427;10520;4568;2347;2109;3890;6438;4100;9915;9314;8027
0,sub-03,89,ses-04,SSVEP,1917;1518;123;5444;9459;9096;10731;11031;9191;9596;4713;2447;6015;10582;5422;5431,SSVEP,SSVEP,sub-19,5040;10510;2112;9072;8186;5568;9580;7725;4078;5676;6985;1849;10100;4668;4460;663
0,sub-02,90,ses-02,ERP,1682;8177;9389;1365;6241;2357;11466;9175;7980;754;8832;8339;1417;4647;8683;6122,ERP,ERP,sub-18,5943;5367;6915;2976;4211;5425;3117;3477;5791;5304;5197;10981;5030;3543;10004;2607
0,sub-03,91,ses-03,ERP,2089;7379;2840;2681;11245;10337;8307;3221;2937;6586;227;6628;10921;6366;10478;3130,ERP,ERP,sub-12,7619;8802;5306;6841;6578;1022;7984;8140;3913;1319;4772;8556;9762;7940;7963;697
0,sub-05,92,ses-02,SSVEP,6066;7085;5621;9851;7337;6730;7217;8935;6436;7735;2381;971;22;8077;2670;868,SSVEP,SSVEP,sub-14,11325;7817;9591;7006;6004;4644;4981;1170;6149;3639;3194;8506;6483;4202;2453;9133
0,sub-02,93,ses-03,SSVEP,6163;8901;11498;3235;3389;9211;7143;2518;4587;10984;10962;2180;4496;5124;11374;2446,SSVEP,ERP,sub-24,10187;3056;1948;7175;1667;315;26;11793;4605;10261;5438;97;1476;5786;4332;892
0,sub-05,94,ses-04,SSVEP,8284;146;4757;11138;2725;8370;10125;6554;8988;4121;10164;8043;3391;1769;7817;3964,SSVEP,SSVEP,sub-21,2351;6346;6392;8388;6490;10311;1024;3604;9307;1322;3576;7507;11049;11278;4411;2234
0,sub-02,95,ses-04,SSVEP,2891;1216;8797;6075;799;9201;2385;11329;1841;3543;6534;3744;286;11133;7074;5062,SSVEP,SSVEP,sub-23,7323;2279;4853;604;4370;1390;5160;2481;10143;5032;5514;9344;1490;3875;10913;7630
0,sub-03,96,ses-03,ERP,660;3032;3196;10511;5079;6716;10817;406;5000;6271;9890;6803;8573;8935;267;3505,ERP,ERP,sub-02,5436;7993;4785;11115;11756;2015;10561;4523;11778;10580;3798;6775;1583;3832;11789;8152
0,sub-05,97,ses-04,ERP,5196;9216;4766;9940;9398;1422;8156;53;9280;5379;4548;8465;11629;7961;3213;8279,ERP,ERP,sub-15,4569;6180;812;6981;7805;10507;10218;9198;5552;8290;1546;6035;7573;2405;1212;6415
0,sub-02,98,ses-03,SSVEP,5373;9723;11016;8015;3353;10983;2934;2940;10749;7872;3299;6803;6950;5218;7194;7167,SSVEP,SSVEP,sub-11,7808;1957;3417;11198;4007;9206;6824;9360;5225;9327;4360;1171;9134;11790;3299;11638
0,sub-03,99,ses-04,ERP,4830;8421;5446;5479;9312;1739;1719;3392;4326;3183;9735;9449;6758;6258;9085;7384,ERP,ERP,sub-15,3305;1815;405;9016;3503;4560;4812;9834;11774;1479;6252;6082;6414;6254;428;10681
0,sub-02,100,ses-04,SSVEP,7633;5356;4939;8687;2089;467;11274;80;5517;2852;7966;10511;11585;5739;3043;2678,SSVEP,SSVEP,sub-19,6537;2147;6089;11636;3455;2068;8896;7285;2696;3577;1988;7985;6858;8490;6879;3708
0,sub-03,101,ses-03,SSVEP,1346;1666;8085;3070;6196;11198;4745;6805;6094;7252;807;5608;4710;410;2472;8107,SSVEP,SSVEP,sub-02,1110;3826;1422;9765;10270;7337;5127;1348;1735;5137;6306;8940;6095;8794;905;3351
0,sub-02,102,ses-04,ERP,939;5654;6599;11516;11108;5983;7805;4441;9181;10277;3482;650;7527;571;5583;5738,ERP,ERP,sub-03,11289;5756;2586;7279;7762;6980;11159;10710;3857;2544;6344;10846;11562;10734;9454;7195
0,sub-05,103,ses-04,SSVEP,6511;2308;5010;4909;1308;268;9678;10814;2578;2139;375;9990;6507;3861;11456;8441,SSVEP,SSVEP,sub-21,260;6326;5869;4887;6402;5346;2456;3239;285;5814;351;4086;6809;6948;9826;11602
0,sub-03,104,ses-02,ERP,1296;2214;3628;8171;5465;4647;5835;4011;6395;9143;10902;1446;10688;6762;2711;3509,ERP,ERP,sub-24,2025;7697;6657;4972;10394;8055;542;6588;10386;4800;4287;8191;8918;5630;7754;2579
0,sub-02,105,ses-03,SSVEP,10427;5807;7276;6288;1953;5771;5008;1413;675;6380;502;5183;6261;2049;1971;1394,SSVEP,SSVEP,sub-18,5409;11288;1319;1402;9094;2004;5219;3985;9347;574;11481;2582;1519;1926;9199;3490
0,sub-05,106,ses-04,SSVEP,8434;6406;10877;3764;8730;5336;4593;900;5864;10519;2617;10719;8097;4109;753;8459,SSVEP,SSVEP,sub-17,3932;7686;4003;5870;7997;11209;2053;644;956;6424;11584;1594;2720;2448;1085;8521
0,sub-05,107,ses-02,ERP,8325;1327;7897;9670;5149;11769;8299;530;7378;927;2462;4273;2117;10333;8253;5542,ERP,ERP,sub-24,9055;7775;10717;539;3756;10683;8040;1761;8423;1320;3301;10704;11248;10975;4056;5517
0,sub-05,108,ses-02,ERP,1570;4551;8995;6197;7887;6838;4791;3394;468;900;1453;876;3867;1524;378;11059,ERP,ERP,sub-02,1419;3432;11172;10434;4580;10923;879;7571;9345;1274;4582;6077;8107;786;6660;3850
