fold,participant,sample,session,support_actual_task,support_starts,task,wrong_actual_task,wrong_owner,wrong_support_starts
4,sub-21,11,ses-02,ERP,3559;4395;7835;5253;4874;6360;27;9124;3163;5830;6786;10637;5301;11010;4263;9621,ERP,ERP,sub-18,3116;8306;4700;488;6014;9784;1137;10724;9220;10963;1604;2798;6860;10537;2317;5687
4,sub-23,12,ses-02,SSVEP,5204;3404;9859;670;7187;7097;8340;2738;8415;4127;10216;7021;785;8818;1805;2312,SSVEP,SSVEP,sub-21,9417;5107;3822;3019;1777;1925;7570;10230;8895;3972;4767;4682;4794;7315;6735;1851
4,sub-19,13,ses-04,ERP,6931;3927;640;2520;10926;5571;9970;2190;10778;6362;4086;949;469;11679;2597;2619,ERP,ERP,sub-24,10384;6652;5251;10795;6868;466;7090;11633;8678;3763;2293;1128;8579;1876;7712;8047
4,sub-23,14,ses-04,SSVEP,7712;11756;6327;7271;1500;6157;7515;11695;227;10886;2963;7954;1420;2045;9995;11204,SSVEP,SSVEP,sub-07,10470;9790;4678;3162;2039;1001;11392;11363;5056;6004;11033;8127;789;1350;527;956
4,sub-23,15,ses-03,ERP,6463;4324;8606;4860;2473;5042;5501;745;2263;11490;3543;7706;5323;11563;10183;2975,ERP,ERP,sub-21,5731;2242;4620;9902;9081;2233;11184;8275;3677;5129;9889;3736;3637;8007;5037;4765
4,sub-19,16,ses-02,SSVEP,7854;1241;4124;367;5877;5240;2761;8222;3460;4807;6325;6993;3343;133;11791;8577,SSVEP,SSVEP,sub-14,1403;9547;1273;790;1194;2198;9302;4958;2979;6789;104;10062;9674;9187;5582;319
4,sub-21,17,ses-03,SSVEP,7977;3438;11048;3032;389;4854;3343;6203;5059;10549;3521;11643;2304;10142;2388;5609,SSVEP,SSVEP,sub-06,6971;9801;10026;1811;7315;10700;11708;3732;10746;6531;6037;7087;4706;7970;331;1319
4,sub-19,18,ses-02,SSVEP,5938;2368;4112;11480;7668;134;9858;7522;614;937;5632;5197;11252;10401;5007;3559,SSVEP,SSVEP,sub-21,4890;8039;286;2405;6942;4440;2707;6233;10047;3771;3568;2460;8999;9743;10257;10209
4,sub-21,19,ses-03,ERP,7742;5770;2354;485;9397;7882;1865;8104;11716;9553;11070;9771;1642;8848;7675;10831,ERP,ERP,sub-18,1585;10569;6948;11215;3058;7685;7913;1764;642;6056;11686;7378;10850;2433;1142;705
4,sub-23,20,ses-02,ERP,11640;6605;5278;9542;9440;1848;10040;6428;204;8749;7007;9665;2049;8354;11319;8311,ERP,ERP,sub-18,1;6374;4846;3213;3211;2973;9458;8750;4494;2547;8833;8289;234;5070;3177;2085
4,sub-19,21,ses-03,ERP,3773;4784;4898;11433;9983;6958;1240;11116;1916;6983;712;5922;7664;11418;11357;11218,ERP,ERP,sub-15,9988;442;1310;8261;10612;4042;10;7060;4884;6232;4069;5336;8283;2649;1459;2393
4,sub-23,22,ses-04,ERP,1020;4361;11209;7319;9853;4725;5063;6231;598;758;9349;21;1868;1137;6364;3699,ERP,ERP,sub-09,6614;212;8410;3280;2762;7879;4432;7635;5743;3521;8685;268;10505;1482;6572;10199
4,sub-21,23,ses-03,ERP,11182;1252;10398;5831;877;6974;459;8614;8075;8839;7244;9109;1386;4039;8101;9270,ERP,ERP,sub-06,8394;8120;11192;9492;3830;10039;7772;11788;5670;7939;4388;9130;4554;10959;4270;6451
4,sub-23,24,ses-02,SSVEP,1354;10602;10103;2297;4880;9716;5932;9107;484;2165;8884;3820;9460;1809;5195;7645,SSVEP,SSVEP,sub-07,6091;10004;10429;8784;6074;7756;6668;11011;5282;6024;9798;11290;690;2108;2332;6272
4,sub-23,25,ses-02,SSVEP,2130;7596;2851;1577;389;3543;4261;1008;5136;3998;11205;3772;10085;6785;629;2242,SSVEP,SSVEP,sub-18,9555;3706;5152;6169;5389;200;10079;3389;1112;527;4955;3380;4756;3114;2328;10773
4,sub-21,26,ses-03,ERP,3223;2737;4064;789;729;4482;11735;10288;10588;6454;9065;4609;9165;7620;11234;10839,ERP,ERP,sub-09,8154;11011;4246;7159;11570;7804;1475;9215;9834;10158;6944;8072;1869;7020;7688;6617
4,sub-23,27,ses-02,SSVEP,6802;3970;2036;5612;190;7214;4024;5366;2102;974;2052;3564;9873;1044;11161;11417,SSVEP,SSVEP,sub-19,8642;4562;6658;2482;858;3726;3775;6560;10034;6069;5892;1444;5017;4931;5545;4150
4,sub-23,28,ses-04,SSVEP,3337;4997;2579;8953;7274;4186;559;4409;1570;405;7284;8194;4753;6631;7525;11437,SSVEP,SSVEP,sub-14,9313;6843;10958;96;6401;3470;9367;4209;279;10948;11352;4838;3318;4024;184;11358
4,sub-21,29,ses-02,SSVEP,6532;10053;6780;7155;566;3253;9915;7550;3556;6663;7424;3138;100;994;7878;977,SSVEP,ERP,sub-24,4114;11315;6720;9012;8874;8620;7498;1490;11205;3030;6865;6023;6189;9172;5885;82
4,sub-21,30,ses-02,SSVEP,1172;2667;5578;9845;5791;2289;3129;7486;4309;6122;4352;6388;5988;5402;11163;7900,SSVEP,ERP,sub-24,4571;10418;1903;9995;5597;9674;6515;1203;11480;4213;629;4917;6702;11777;8116;4984
4,sub-21,31,ses-03,ERP,8337;5995;5058;9220;3323;11568;11705;4346;6415;128;1511;5409;9182;47;645;6880,ERP,ERP,sub-14,5254;5555;5440;551;4298;1795;11537;3148;3111;10084;11461;6304;6297;8075;279;10776
4,sub-19,32,ses-03,SSVEP,10300;9632;878;2267;6849;5791;3504;4722;8808;1301;3104;10073;10760;372;9633;6299,SSVEP,SSVEP,sub-17,11755;10121;252;5358;9687;8194;10483;7734;11538;8250;8257;9295;1046;8416;2361;3818
4,sub-19,33,ses-03,SSVEP,11448;534;7977;5329;7910;1193;4390;10575;11080;613;7891;2033;567;2610;10768;7527,SSVEP,SSVEP,sub-17,10136;11084;9254;6859;4576;9939;10512;1693;8493;5084;1165;5455;1931;11567;7050;7567
4,sub-19,34,ses-03,SSVEP,5155;11213;7976;7476;8434;9426;5540;2867;6998;4213;7550;8161;1279;7899;11029;8853,SSVEP,SSVEP,sub-07,8753;7722;5658;2177;7028;11780;2635;1325;160;4578;2262;11386;1147;2944;5842;5808
4,sub-23,35,ses-02,ERP,3529;6318;4362;1353;8016;8790;9230;8187;3419;10369;3223;10294;488;5791;1860;8254,ERP,ERP,sub-11,1192;4891;9427;5310;8822;10123;10324;6272;11585;11120;10907;7491;11304;6685;1468;10510
4,sub-19,36,ses-04,SSVEP,8539;3884;1080;945;5016;1993;8687;4493;3164;2575;2732;11291;5605;4773;1341;9480,SSVEP,SSVEP,sub-17,2236;10247;4295;8824;4159;803;4881;7828;6710;6358;1831;5938;4475;2560;4416;7759
4,sub-21,37,ses-02,SSVEP,1100;5570;2893;9367;5151;11450;2675;7603;7247;11713;9112;6395;9237;10950;2555;8463,SSVEP,SSVEP,sub-07,8211;11418;6711;7890;2555;1317;1584;239;8770;4309;6875;3164;11737;5929;11304;6916
4,sub-19,38,ses-02,ERP,6955;6518;8227;1846;10197;3631;6868;7144;8525;1651;5648;4943;6540;11174;7453;7456,ERP,ERP,sub-18,8381;5327;562;2513;9914;8339;8839;2875;1097;7099;9284;3900;7879;10948;3244;1276
4,sub-21,39,ses-02,SSVEP,6232;9206;5487;10084;8932;11569;3459;3453;2030;8931;3031;6723;11698;4012;1324;1054,SSVEP,SSVEP,sub-23,11246;2699;9190;9975;5722;8949;1810;8642;1290;8041;7135;11449;7496;10196;534;6922
4,sub-19,40,ses-03,SSVEP,3876;5631;2163;2667;11439;6460;1193;8521;5502;8267;77;3520;11491;8318;2186;4795,SSVEP,SSVEP,sub-07,6754;4870;7459;4992;11336;10364;5695;6227;5185;4372;1879;10247;10632;5398;351;4977
4,sub-19,41,ses-03,SSVEP,5137;8474;67;3165;503;2592;3811;8938;8877;3897;5710;8150;2872;7998;5029;6372,SSVEP,SSVEP,sub-14,2524;6827;3695;5915;7355;10476;6249;1385;3822;6960;6039;2745;10697;2813;3412;10833
4,sub-21,42,ses-02,SSVEP,8613;6753;1326;10206;3197;1850;9436;5029;4034;10502;7417;7205;5725;8359;10927;9824,SSVEP,SSVEP,sub-06,6162;2525;4492;9701;9131;5748;9177;6317;11361;1260;3894;542;3039;2981;3656;11335
4,sub-19,43,ses-02,SSVEP,6158;2014;3762;194;11257;7185;8604;11370;6826;9025;67;9359;7922;3397;5126;3366,SSVEP,SSVEP,sub-12,3235;4697;4389;3754;9490;11029;5288;8718;643;6824;749;1800;5101;2621;7854;9867
4,sub-19,44,ses-03,ERP,389;519;3840;2058;6833;5349;9257;9716;3827;6216;5718;1947;10628;9606;833;6234,ERP,ERP,sub-14,5532;7851;7563;725;10891;2433;1579;7006;10740;6408;27;6680;8516;913;9090;10056
4,sub-19,45,ses-02,SSVEP,11108;6103;8729;3224;10890;11785;1682;4859;5563;9247;5198;2323;10206;8176;6385;3527,SSVEP,SSVEP,sub-18,10532;9090;993;7352;6489;10503;2722;10305;5613;7385;7520;113;5848;11579;1439;4233
4,sub-19,46,ses-02,SSVEP,10441;10039;7676;2629;4954;7846;7009;10196;909;4630;8487;9925;483;8945;8186;2765,SSVEP,SSVEP,sub-09,1933;4878;3172;9415;5725;6890;6792;6010;9407;8393;10807;6044;5013;1578;1192;11613
4,sub-19,47,ses-02,ERP,7887;3957;11066;7916;90;6194;5892;4921;8521;4297;4792;10454;5862;529;6390;4212,ERP,ERP,sub-14,10600;7825;462;4963;9409;6810;1000;2601;8547;5454;3961;6370;9133;5390;9766;3306
4,sub-23,48,ses-03,SSVEP,4330;158;5164;1580;9115;2650;7235;10700;6611;2528;1440;723;11246;8917;6751;5553,SSVEP,SSVEP,sub-06,2083;8107;7962;1896;11226;0;789;10361;8903;9128;863;6034;1691;8858;2549;4899
4,sub-19,49,ses-02,SSVEP,10883;862;3556;7846;5086;7583;11452;8643;8167;7149;9330;5578;9544;9891;10176;1489,SSVEP,SSVEP,sub-06,3729;2929;9188;15;7012;11725;3110;1955;6190;11100;6084;5035;2498;8901;126;7751
4,sub-23,50,ses-03,ERP,1602;2887;9917;3270;1488;459;2245;1907;5496;3729;10710;8704;11247;7963;7279;3338,ERP,ERP,sub-11,9231;4852;1419;1331;499;8901;10173;3314;5762;2411;2638;11326;11303;5950;5581;820
4,sub-23,51,ses-02,ERP,4573;7220;4647;10780;11657;1349;5620;11630;8158;9880;7760;1416;9354;7240;6813;3300,ERP,ERP,sub-14,6047;4109;504;1371;11499;734;5838;1493;150;10001;81;176;5335;7539;3077;1547
4,sub-23,52,ses-03,ERP,8205;784;7861;1077;9218;4992;5598;9650;5604;10874;7424;6836;11619;7264;6797;10265,ERP,ERP,sub-07,3476;1144;1754;580;5312;3990;6797;9819;8948;1432;4405;951;1305;5550;8059;4139
4,sub-21,53,ses-02,SSVEP,11635;11756;4095;8107;123;330;2867;11761;8789;10910;5903;8728;6667;4826;10420;8836,SSVEP,SSVEP,sub-23,4739;5232;11144;5125;11710;11529;2989;8691;4581;10423;1309;5361;4070;5302;5328;2872
4,sub-23,54,ses-02,ERP,7897;585;11478;1016;11274;11423;9911;7197;11306;10920;854;8073;10274;5513;3739;3978,ERP,ERP,sub-11,7544;9317;5583;7771;4829;10194;9500;2251;590;3386;10191;6473;7623;4783;4433;10317
4,sub-21,55,ses-04,SSVEP,6061;7513;1939;172;3107;2466;5327;11290;2152;9544;6839;3517;7438;5880;2418;1131,SSVEP,SSVEP,sub-11,3777;2441;10266;11022;6558;11554;7584;6206;503;1447;10057;7096;4561;11717;6509;2166
4,sub-19,56,ses-02,SSVEP,11198;6615;1097;10700;2192;5568;8300;9931;427;2788;7530;4245;1571;4475;1418;7101,SSVEP,SSVEP,sub-15,2362;3361;6575;9912;7564;10402;4946;10956;2654;10290;2763;10556;10744;5424;7867;4164
4,sub-21,57,ses-02,ERP,9014;7510;2833;784;6171;6485;608;7133;10592;7469;5932;1817;449;2417;7762;2376,ERP,ERP,sub-14,4846;7721;9961;11205;692;11369;2206;8414;1774;5858;4408;3964;8700;768;9301;9884
4,sub-23,58,ses-02,SSVEP,4601;3363;9928;7322;9451;748;1118;8282;8930;6672;11122;8176;4644;3122;11033;9277,SSVEP,ERP,sub-24,7000;10377;7336;6589;8665;964;11247;1912;3126;9511;7007;3393;3012;1430;2412;6025
4,sub-21,59,ses-04,ERP,7772;7455;5355;3395;4136;6120;10411;7170;10477;3768;9765;11115;3587;10663;2845;2517,ERP,ERP,sub-19,3194;10084;1191;4919;2472;1391;11386;11290;3136;1420;1671;8208;1464;2538;666;10187
4,sub-21,60,ses-04,ERP,6401;6851;11032;5964;8132;14;649;8361;8845;9028;1513;384;3538;8943;5053;984,ERP,ERP,sub-18,5468;1749;11692;10791;10160;3563;10387;516;10026;1529;11485;5495;840;2511;7278;6545
4,sub-21,61,ses-02,SSVEP,2018;932;1953;8816;3487;7345;8411;3714;3546;1485;10768;2131;5074;6592;8461;3050,SSVEP,SSVEP,sub-15,130;2022;8058;10092;8141;2394;7941;5762;5818;8090;1541;9246;5747;5657;11125;5413
4,sub-19,62,ses-02,SSVEP,8194;4104;8326;4220;9341;7934;3716;6340;10595;10404;1705;310;8489;2206;2464;9434,SSVEP,SSVEP,sub-11,3922;5935;8043;698;11619;3406;3072;8705;9291;1674;5814;921;6910;7368;161;137
4,sub-19,63,ses-02,SSVEP,7151;2376;11566;2731;5507;475;9541;8005;3990;1273;5222;7389;5931;2700;9563;2932,SSVEP,SSVEP,sub-06,9166;4386;544;7821;5591;4244;8141;10578;2855;5833;10082;4268;3220;2033;9159;5118
4,sub-21,64,ses-04,ERP,4443;4270;712;9394;8807;3075;8087;3344;8120;1532;4205;3753;293;10260;1367;9320,ERP,ERP,sub-07,2244;5898;324;2417;3198;7264;10178;3229;3951;1380;9026;10027;5934;4238;2557;7592
4,sub-19,65,ses-04,SSVEP,11140;7531;10851;8585;6316;7825;2827;5603;330;504;9055;9795;5696;325;7675;330,SSVEP,SSVEP,sub-23,10751;1549;10011;8676;8520;3372;7366;10908;5687;9013;4656;2074;6469;9825;7405;4883
4,sub-19,66,ses-04,ERP,11760;5054;10134;1385;10714;759;7844;4410;9490;8810;11280;2742;5117;11678;11079;9976,ERP,ERP,sub-17,3180;2602;617;8486;7456;11098;11027;3521;364;6323;11744;660;8629;3022;436;1766
4,sub-21,67,ses-04,ERP,4179;3544;1621;9017;4731;5206;10244;10584;2058;5592;9327;2885;2777;8698;6727;10771,ERP,ERP,sub-15,10746;6118;11271;5030;2883;4714;2791;6084;10606;4977;8794;6281;4520;8574;4175;11147
4,sub-21,68,ses-02,ERP,10693;4880;6468;1298;9218;473;9341;10719;10765;11626;6673;4971;6758;1275;236;10874,ERP,ERP,sub-18,110;75;9284;111;2528;11649;7013;6478;10610;1914;10106;3973;941;9376;6058;10263
4,sub-23,69,ses-02,ERP,5783;1775;8439;6106;11078;6108;6299;6960;3280;11398;9169;11671;4857;11312;3698;2590,ERP,ERP,sub-18,8163;3618;3021;4026;9368;9782;612;2097;560;2087;9036;9475;7327;11735;4426;9472
4,sub-19,70,ses-03,ERP,10515;7148;10174;325;2053;229;188;10833;9698;589;4141;4330;1502;887;3760;4626,ERP,ERP,sub-24,5164;11075;11156;7733;5549;5914;11100;8800;487;8011;2463;383;8762;1041;3174;10781
4,sub-19,71,ses-02,SSVEP,7725;727;10071;3106;4215;10385;62;10527;1641;11166;5750;10103;2694;8072;6093;38,SSVEP,ERP,sub-24,4466;5936;3543;7960;11169;5271;4374;2181;8808;7559;5021;4627;1986;953;9386;10377
4,sub-23,72,ses-02,ERP,3863;6929;9307;6919;7825;8787;3445;418;4309;2614;10338;3675;10505;7596;8864;2759,ERP,ERP,sub-07,4776;5400;9615;8117;7012;9555;10019;11467;7464;9079;7575;7772;7341;6683;2440;6651
4,sub-23,73,ses-04,ERP,8001;11657;8249;11090;10776;5740;4518;950;3506;5296;5262;2580;7700;1528;2432;5344,ERP,ERP,sub-19,136;7921;1204;4182;4736;4698;2784;7323;7348;11503;1848;9276;5679;695;6414;891
4,sub-21,74,ses-04,ERP,3059;10957;187;4523;8980;1045;2223;11276;9009;11526;4322;5282;3085;10255;6504;574,ERP,ERP,sub-09,4956;8936;4483;6484;2684;6707;9991;9197;8205;8661;7127;5365;4267;10403;7635;9325
4,sub-19,75,ses-03,SSVEP,440;5377;2576;4779;1360;11394;10440;9320;5507;2145;2092;919;7252;5076;1500;11795,SSVEP,SSVEP,sub-07,8070;11506;242;7771;2511;4932;10115;10817;4134;1088;4320;955;11269;3145;7556;10802
4,sub-21,76,ses-02,SSVEP,6045;9187;11725;6535;11532;8904;484;4714;5512;2224;3899;4983;7590;5634;9457;9943,SSVEP,SSVEP,sub-12,2408;7480;1784;9630;6716;2860;937;1179;6177;6210;9384;2208;9731;5398;361;2517
4,sub-19,77,ses-02,SSVEP,4235;6456;9413;2160;9771;7869;1824;9126;8427;3684;636;7443;1708;10783;4428;9808,SSVEP,SSVEP,sub-12,2815;10516;9496;9889;4216;4263;968;1017;6560;2810;160;439;9757;6148;7514;5110
4,sub-23,78,ses-03,SSVEP,1736;5314;6732;10087;9869;3428;4362;6169;3293;502;10505;2112;10614;1365;3727;5591,SSVEP,SSVEP,sub-06,8286;6376;517;8231;3007;6007;2301;9141;564;9419;10617;9316;3181;5396;3204;11398
4,sub-21,79,ses-03,SSVEP,4865;7098;1302;272;10831;3188;6058;2611;4988;6053;5867;10008;2089;5540;11232;9826,SSVEP,SSVEP,sub-15,11567;3871;7434;1460;2503;2072;7319;7271;9378;5485;7158;4170;2179;1960;8655;813
4,sub-19,80,ses-03,ERP,3026;1016;8136;11168;2221;11135;5594;9246;1192;4392;10934;2117;5770;6557;2184;1252,ERP,ERP,sub-18,7367;7834;4617;5270;646;10503;10199;9816;1834;6981;2840;6539;3785;1686;5006;11267
4,sub-19,81,ses-03,SSVEP,8160;10970;5842;11575;6640;10008;2115;4381;2495;10505;9960;11656;9929;2601;4926;2641,SSVEP,SSVEP,sub-17,5789;5344;11003;3467;7746;1561;1389;8676;1896;11428;9440;6862;458;10399;1529;7692
4,sub-21,82,ses-04,SSVEP,55;3502;10720;4295;8607;1088;7753;2263;4005;9826;5830;4295;82;5453;4489;3671,SSVEP,SSVEP,sub-17,10851;11606;7333;5564;4427;10138;861;4667;4595;7352;279;4775;5144;11794;6089;2593
4,sub-21,83,ses-02,ERP,5727;7448;1611;9995;6238;9394;7853;2705;10635;11445;511;5649;1810;2673;8025;9569,ERP,ERP,sub-14,8285;9347;2218;5434;1721;4320;7876;6595;9432;3549;9926;3689;1643;10805;10320;2752
4,sub-23,84,ses-02,SSVEP,10296;218;11625;1302;6559;3565;2716;2251;923;6457;2297;2085;7339;9270;11050;11720,SSVEP,SSVEP,sub-17,7111;7324;1371;11685;3747;6033;4260;2975;1205;8058;2352;11065;9369;5060;8246;2493
4,sub-19,85,ses-03,ERP,2531;7204;11533;2921;10186;1784;9522;10551;1651;7196;10175;4754;1991;4637;2776;3084,ERP,ERP,sub-14,4554;10915;544;5216;355;10949;8333;1289;11257;2496;9479;4882;187;7236;337;9239
4,sub-23,86,ses-02,ERP,10346;5000;1598;1210;6207;10070;6970;9909;805;5619;10722;2928;2510;9000;9322;2013,ERP,ERP,sub-14,6585;5223;2207;10167;2095;5898;4799;1284;10971;3671;7756;2527;7659;8721;6277;1490
4,sub-21,87,ses-03,SSVEP,11437;11657;2887;8595;11279;3608;1564;5999;10960;4865;1471;6570;9169;1850;4170;11184,SSVEP,SSVEP,sub-06,4488;6638;4226;2251;9634;7430;8077;11543;9960;101;5074;3778;5696;6595;3901;6612
4,sub-21,88,ses-03,ERP,5793;2906;10989;6870;9921;2763;8897;10478;3223;7922;8577;1992;4985;3688;11396;3501,ERP,ERP,sub-24,1296;6105;4306;5618;5752;9946;2288;112;2532;2009;3555;8076;10906;5848;9396;8383
4,sub-21,89,ses-03,ERP,11623;2333;7049;9320;6740;1998;3614;9033;9227;2742;9843;7642;3549;9723;5194;6135,ERP,ERP,sub-12,6758;10500;866;6079;2701;2256;4460;5503;9342;725;10880;6256;6930;10724;10053;3325
4,sub-21,90,ses-04,SSVEP,4255;9126;4176;6467;11513;10423;11282;6297;4177;576;7374;4801;168;6655;11413;3221,SSVEP,ERP,sub-24,10841;2355;8492;5546;9458;1270;11272;11357;228;870;11404;5900;6373;5673;11185;11089
4,sub-21,91,ses-04,SSVEP,2280;4370;10336;1044;8330;712;6988;2393;1367;6372;2039;7607;6309;793;1101;10728,SSVEP,ERP,sub-24,7809;4359;1923;10183;3463;3661;8042;738;10759;2007;3728;3500;9582;6852;5418;8239
4,sub-23,92,ses-02,ERP,754;1336;6200;9932;10121;2294;396;5232;189;1816;10762;8106;7448;7141;11056;652,ERP,ERP,sub-18,8578;7996;4444;6037;7563;672;627;10605;7704;2243;1362;9841;9606;498;4479;1789
4,sub-23,93,ses-04,ERP,4234;8651;2758;3350;2503;5069;1603;10209;11494;3492;4401;3835;6154;6606;2741;5188,ERP,ERP,sub-19,10627;8634;10572;339;7071;420;6370;4806;11226;10488;1865;7930;4540;3426;2733;295
4,sub-19,94,ses-02,SSVEP,3801;3988;490;5762;6975;1175;3686;6043;5503;6581;11714;10904;6270;828;2228;8889,SSVEP,SSVEP,sub-12,6324;8557;7871;10653;5778;8115;10859;8566;10479;4423;10060;10755;2920;10254;1993;624
4,sub-23,95,ses-02,SSVEP,10810;7490;7407;778;39;7043;1298;11501;1067;5577;1793;2481;11507;9599;5342;10750,SSVEP,SSVEP,sub-15,9401;4934;9629;10685;8924;28;10981;4683;3090;9340;7008;9699;2040;3679;2136;3868
4,sub-19,96,ses-04,SSVEP,2301;8414;3248;8446;4524;7966;3224;9243;4756;9657;100;477;8921;8414;1318;11339,SSVEP,SSVEP,sub-06,10560;4142;10258;4678;8431;402;4709;10831;1681;5248;11592;6980;11361;5239;7430;10573
4,sub-19,97,ses-02,ERP,6217;1313;8576;910;11123;4727;2623;7436;7341;6877;1734;9684;7151;1131;2938;9438,ERP,ERP,sub-17,10515;4446;7456;8050;624;9275;5190;6449;3989;3953;10894;3905;3331;3130;1912;4610
4,sub-23,98,ses-04,ERP,2950;3702;8912;9148;4760;1840;5290;3386;3664;5019;3820;10044;7417;721;7355;2374,ERP,ERP,sub-06,1501;4005;6405;11678;2087;3558;6023;1242;1753;1846;9155;4493;2307;2806;175;6376
4,sub-19,99,ses-02,SSVEP,1409;11242;8583;1031;7365;2670;7177;10672;10853;10477;9853;8176;9204;5192;10201;4071,SSVEP,SSVEP,sub-18,1413;9869;637;11074;76;8912;1737;6160;8429;7211;3809;10714;1355;7116;4411;3741
4,sub-19,100,ses-02,ERP,261;2970;7502;10719;5988;10533;1626;753;3127;8617;1539;4205;7383;5360;3517;259,ERP,ERP,sub-09,2598;8823;5519;10190;9316;11077;10814;8750;1232;6674;6027;7618;8898;5913;903;9112
4,sub-21,101,ses-04,ERP,8323;9353;11728;8253;10925;6393;4635;9776;585;10879;6535;5164;877;9890;5674;151,ERP,ERP,sub-18,8620;10963;8217;4435;9358;3497;4496;9471;4569;4854;3757;1000;9562;10543;359;321
4,sub-23,102,ses-03,SSVEP,10961;8917;10365;10682;8188;9263;6297;4413;1919;11247;5585;9438;3545;3510;3599;5519,SSVEP,SSVEP,sub-14,5964;2343;6535;3873;7070;10094;1486;2813;506;4867;3382;7607;5710;10386;1549;5551
4,sub-23,103,ses-03,ERP,8201;5965;488;7298;5846;1472;9935;9842;3843;61;150;9694;161;4006;5485;393,ERP,ERP,sub-07,1251;3605;9748;2271;2652;3352;8902;4510;9600;1702;6009;6240;3909;7201;8388;7700
4,sub-19,104,ses-04,SSVEP,6277;11497;8502;6087;4854;11478;5369;8331;4027;8464;6165;6544;5743;6028;8417;5402,SSVEP,SSVEP,sub-12,9611;1384;10479;7208;9996;2669;4752;10845;3289;321;8593;6881;6916;5331;2370;1490
4,sub-23,105,ses-02,SSVEP,10433;10567;1931;2456;4433;8384;6117;9843;6229;1556;8512;10953;11056;8960;10146;2012,SSVEP,SSVEP,sub-12,8579;2143;10209;8345;1473;3796;7584;6506;10351;5763;3575;5255;1242;2582;1161;11731
4,sub-23,106,ses-04,SSVEP,10348;7029;1105;2122;11167;7210;4490;9296;6015;6687;4951;4469;6635;5979;903;1531,SSVEP,SSVEP,sub-15,11061;8211;4517;11617;8443;4974;3498;3068;10689;6727;800;8520;4021;11643;4110;6646
4,sub-19,107,ses-02,ERP,7316;3630;7140;7945;2026;11271;2691;5947;4026;11107;10889;7632;1653;7482;7523;9445,ERP,ERP,sub-23,7205;1457;4536;4441;11121;11022;6208;5448;6421;7582;611;7497;2673;343;5651;5783
4,sub-19,108,ses-02,SSVEP,1495;3309;6307;7546;5050;11059;2255;3929;10511;8924;5255;3627;9164;7941;1286;2512,SSVEP,SSVEP,sub-06,10050;2828;4065;1836;1848;2887;9594;8357;9698;7922;9075;3700;987;2283;2873;8078
