successful_update,pair_indices,pair_keys
12,98;67;8;54;32;28;107;19,study01/study01_p05:target_t0_800:source_t14_400;study01/study01_p04:target_t0_1200:source_t11_400;study01/study01_p02:target_t6_400:source_t7_800;study01/study01_p03:target_t16_400:source_t13_800;study01/study01_p03:target_t0_800:source_t23_400;study01/study01_p02:target_t24_800:source_t15_0;study01/study01_p05:target_t10_0:source_t17_1200;study01/study01_p02:target_t19_0:source_t11_1200
13,110;48;65;0;104;102;35;68,study01/study01_p05:target_t10_1200:source_t19_800;study01/study01_p03:target_t6_1200:source_t9_400;study01/study01_p04:target_t0_400:source_t8_1200;study01/study01_p02:target_t3_400:source_t2_0;study01/study01_p05:target_t7_0:source_t17_0;study01/study01_p05:target_t6_800:source_t15_800;study01/study01_p03:target_t1_400:source_t3_0;study01/study01_p04:target_t1_0:source_t11_800
14,83;84;21;36;38;114;45;82,study01/study01_p04:target_t10_400:source_t15_800;study01/study01_p04:target_t10_800:source_t16_0;study01/study01_p02:target_t19_1200:source_t12_400;study01/study01_p03:target_t1_800:source_t3_400;study01/study01_p03:target_t2_0:source_t3_1200;study01/study01_p05:target_t13_1200:source_t20_800;study01/study01_p03:target_t6_0:source_t7_800;study01/study01_p04:target_t10_0:source_t15_0
15,53;39;16;55;71;5;118;2,study01/study01_p03:target_t16_0:source_t13_400;study01/study01_p03:target_t2_400:source_t5_0;study01/study01_p02:target_t14_400:source_t11_0;study01/study01_p03:target_t16_800:source_t13_1200;study01/study01_p04:target_t1_1200:source_t12_400;study01/study01_p02:target_t4_800:source_t5_800;study01/study01_p05:target_t16_1200:source_t22_0;study01/study01_p02:target_t3_1200:source_t2_800
16,86;122;73;125;6;119,study01/study01_p04:target_t18_400:source_t16_800;study01/study01_p05:target_t18_1200:source_t23_0;study01/study01_p04:target_t4_400:source_t12_1200;study01/study01_p05:target_t25_1200:source_t23_1200;study01/study01_p02:target_t4_1200:source_t7_0;study01/study01_p05:target_t18_0:source_t22_400
17,108;63;74;57;60;85;70;35,study01/study01_p05:target_t10_400:source_t19_0;study01/study01_p03:target_t24_800:source_t15_1200;study01/study01_p04:target_t4_800:source_t13_0;study01/study01_p03:target_t17_0:source_t14_400;study01/study01_p03:target_t17_1200:source_t15_0;study01/study01_p04:target_t18_0:source_t16_400;study01/study01_p04:target_t1_800:source_t12_0;study01/study01_p03:target_t1_400:source_t3_0
18,33;19;99;88;96;4;37;95,study01/study01_p03:target_t0_1200:source_t23_800;study01/study01_p02:target_t19_0:source_t11_1200;study01/study01_p05:target_t0_1200:source_t14_800;study01/study01_p04:target_t18_1200:source_t17_0;study01/study01_p05:target_t0_0:source_t12_800;study01/study01_p02:target_t4_400:source_t5_0;study01/study01_p03:target_t1_1200:source_t3_800;study01/study01_p04:target_t22_1200:source_t20_0
19,83;116;77;56;119;113;55;36,study01/study01_p04:target_t10_400:source_t15_800;study01/study01_p05:target_t16_400:source_t21_400;study01/study01_p04:target_t7_400:source_t13_1200;study01/study01_p03:target_t16_1200:source_t14_0;study01/study01_p05:target_t18_0:source_t22_400;study01/study01_p05:target_t13_800:source_t20_400;study01/study01_p03:target_t16_800:source_t13_1200;study01/study01_p03:target_t1_800:source_t3_400
20,64;29;25;62;82;21;117;2,study01/study01_p04:target_t0_0:source_t8_800;study01/study01_p02:target_t24_1200:source_t15_400;study01/study01_p02:target_t21_1200:source_t13_400;study01/study01_p03:target_t24_400:source_t15_800;study01/study01_p04:target_t10_0:source_t15_0;study01/study01_p02:target_t19_1200:source_t12_400;study01/study01_p05:target_t16_800:source_t21_800;study01/study01_p02:target_t3_1200:source_t2_800
21,10;16;89;61;105;97;40;91,study01/study01_p02:target_t6_1200:source_t8_0;study01/study01_p02:target_t14_400:source_t11_0;study01/study01_p04:target_t21_0:source_t17_400;study01/study01_p03:target_t24_0:source_t15_400;study01/study01_p05:target_t7_800:source_t17_400;study01/study01_p05:target_t0_400:source_t12_1200;study01/study01_p03:target_t2_800:source_t5_400;study01/study01_p04:target_t21_800:source_t17_1200
22,112;114;71;76;53;18;54;14,study01/study01_p05:target_t13_400:source_t20_0;study01/study01_p05:target_t13_1200:source_t20_800;study01/study01_p04:target_t1_1200:source_t12_400;study01/study01_p04:target_t7_0:source_t13_800;study01/study01_p03:target_t16_0:source_t13_400;study01/study01_p02:target_t14_1200:source_t11_800;study01/study01_p03:target_t16_400:source_t13_800;study01/study01_p02:target_t9_1200:source_t10_800
23,3;7;51;0;11;122;42;45,study01/study01_p02:target_t4_0:source_t2_1200;study01/study01_p02:target_t6_0:source_t7_400;study01/study01_p03:target_t12_800:source_t11_800;study01/study01_p02:target_t3_400:source_t2_0;study01/study01_p02:target_t9_0:source_t8_800;study01/study01_p05:target_t18_1200:source_t23_0;study01/study01_p03:target_t4_400:source_t5_1200;study01/study01_p03:target_t6_0:source_t7_800
24,9;79;100;109;15;43;118;87,study01/study01_p02:target_t6_800:source_t7_1200;study01/study01_p04:target_t9_0:source_t14_400;study01/study01_p05:target_t6_0:source_t15_0;study01/study01_p05:target_t10_800:source_t19_400;study01/study01_p02:target_t14_0:source_t10_1200;study01/study01_p03:target_t4_800:source_t7_0;study01/study01_p05:target_t16_1200:source_t22_0;study01/study01_p04:target_t18_800:source_t16_1200
25,67;125;121;124;23;94;101;46,study01/study01_p04:target_t0_1200:source_t11_400;study01/study01_p05:target_t25_1200:source_t23_1200;study01/study01_p05:target_t18_800:source_t22_1200;study01/study01_p05:target_t25_800:source_t23_800;study01/study01_p02:target_t21_400:source_t12_1200;study01/study01_p04:target_t22_800:source_t19_1200;study01/study01_p05:target_t6_400:source_t15_400;study01/study01_p03:target_t6_400:source_t7_1200
26,38;30;75;69;24;68;81;73,study01/study01_p03:target_t2_0:source_t3_1200;study01/study01_p03:target_t0_0:source_t22_1200;study01/study01_p04:target_t4_1200:source_t13_400;study01/study01_p04:target_t1_400:source_t11_1200;study01/study01_p02:target_t21_800:source_t13_0;study01/study01_p04:target_t1_0:source_t11_800;study01/study01_p04:target_t9_1200:source_t14_1200;study01/study01_p04:target_t4_400:source_t12_1200
27,90;123;80;17;86;34;58;66,study01/study01_p04:target_t21_400:source_t17_800;study01/study01_p05:target_t25_400:source_t23_400;study01/study01_p04:target_t9_800:source_t14_800;study01/study01_p02:target_t14_800:source_t11_400;study01/study01_p04:target_t18_400:source_t16_800;study01/study01_p03:target_t1_0:source_t23_1200;study01/study01_p03:target_t17_400:source_t14_800;study01/study01_p04:target_t0_800:source_t11_0
28,28;115;1;49;22;26;110;48,study01/study01_p02:target_t24_800:source_t15_0;study01/study01_p05:target_t16_0:source_t20_1200;study01/study01_p02:target_t3_800:source_t2_400;study01/study01_p03:target_t12_0:source_t9_800;study01/study01_p02:target_t21_0:source_t12_800;study01/study01_p02:target_t24_0:source_t13_800;study01/study01_p05:target_t10_1200:source_t19_800;study01/study01_p03:target_t6_1200:source_t9_400
29,59;104;13;72;111;32;93;6,study01/study01_p03:target_t17_800:source_t14_1200;study01/study01_p05:target_t7_0:source_t17_0;study01/study01_p02:target_t9_800:source_t10_400;study01/study01_p04:target_t4_0:source_t12_800;study01/study01_p05:target_t13_0:source_t19_1200;study01/study01_p03:target_t0_800:source_t23_400;study01/study01_p04:target_t22_0:source_t19_800;study01/study01_p02:target_t4_1200:source_t7_0
30,92;65;20;50;8;12;41;98,study01/study01_p04:target_t21_1200:source_t19_0;study01/study01_p04:target_t0_400:source_t8_1200;study01/study01_p02:target_t19_800:source_t12_0;study01/study01_p03:target_t12_400:source_t9_1200;study01/study01_p02:target_t6_400:source_t7_800;study01/study01_p02:target_t9_400:source_t10_0;study01/study01_p03:target_t4_0:source_t5_800;study01/study01_p05:target_t0_800:source_t14_400
31,107;102;78;31;27;120;52;84,study01/study01_p05:target_t10_0:source_t17_1200;study01/study01_p05:target_t6_800:source_t15_800;study01/study01_p04:target_t7_1200:source_t14_0;study01/study01_p03:target_t0_400:source_t23_0;study01/study01_p02:target_t24_400:source_t13_1200;study01/study01_p05:target_t18_400:source_t22_800;study01/study01_p03:target_t12_1200:source_t13_0;study01/study01_p04:target_t10_800:source_t16_0
32,44;103;5;106;39;47,study01/study01_p03:target_t4_1200:source_t7_400;study01/study01_p05:target_t6_1200:source_t15_1200;study01/study01_p02:target_t4_800:source_t5_800;study01/study01_p05:target_t7_1200:source_t17_800;study01/study01_p03:target_t2_400:source_t5_0;study01/study01_p03:target_t6_800:source_t9_0
33,31;14;94;104;19;12;21;48,study01/study01_p03:target_t0_400:source_t23_0;study01/study01_p02:target_t9_1200:source_t10_800;study01/study01_p04:target_t22_800:source_t19_1200;study01/study01_p05:target_t7_0:source_t17_0;study01/study01_p02:target_t19_0:source_t11_1200;study01/study01_p02:target_t9_400:source_t10_0;study01/study01_p02:target_t19_1200:source_t12_400;study01/study01_p03:target_t6_1200:source_t9_400
34,40;89;27;15;125;24;44;74,study01/study01_p03:target_t2_800:source_t5_400;study01/study01_p04:target_t21_0:source_t17_400;study01/study01_p02:target_t24_400:source_t13_1200;study01/study01_p02:target_t14_0:source_t10_1200;study01/study01_p05:target_t25_1200:source_t23_1200;study01/study01_p02:target_t21_800:source_t13_0;study01/study01_p03:target_t4_1200:source_t7_400;study01/study01_p04:target_t4_800:source_t13_0
35,62;71;57;98;53;112;29;67,study01/study01_p03:target_t24_400:source_t15_800;study01/study01_p04:target_t1_1200:source_t12_400;study01/study01_p03:target_t17_0:source_t14_400;study01/study01_p05:target_t0_800:source_t14_400;study01/study01_p03:target_t16_0:source_t13_400;study01/study01_p05:target_t13_400:source_t20_0;study01/study01_p02:target_t24_1200:source_t15_400;study01/study01_p04:target_t0_1200:source_t11_400
36,25;93;84;65;75;115;41;33,study01/study01_p02:target_t21_1200:source_t13_400;study01/study01_p04:target_t22_0:source_t19_800;study01/study01_p04:target_t10_800:source_t16_0;study01/study01_p04:target_t0_400:source_t8_1200;study01/study01_p04:target_t4_1200:source_t13_400;study01/study01_p05:target_t16_0:source_t20_1200;study01/study01_p03:target_t4_0:source_t5_800;study01/study01_p03:target_t0_1200:source_t23_800
37,37;58;88;54;123;30;26;101,study01/study01_p03:target_t1_1200:source_t3_800;study01/study01_p03:target_t17_400:source_t14_800;study01/study01_p04:target_t18_1200:source_t17_0;study01/study01_p03:target_t16_400:source_t13_800;study01/study01_p05:target_t25_400:source_t23_400;study01/study01_p03:target_t0_0:source_t22_1200;study01/study01_p02:target_t24_0:source_t13_800;study01/study01_p05:target_t6_400:source_t15_400
38,80;96;76;52;119;122;79;60,study01/study01_p04:target_t9_800:source_t14_800;study01/study01_p05:target_t0_0:source_t12_800;study01/study01_p04:target_t7_0:source_t13_800;study01/study01_p03:target_t12_1200:source_t13_0;study01/study01_p05:target_t18_0:source_t22_400;study01/study01_p05:target_t18_1200:source_t23_0;study01/study01_p04:target_t9_0:source_t14_400;study01/study01_p03:target_t17_1200:source_t15_0
39,116;17;38;7;55;113;105;110,study01/study01_p05:target_t16_400:source_t21_400;study01/study01_p02:target_t14_800:source_t11_400;study01/study01_p03:target_t2_0:source_t3_1200;study01/study01_p02:target_t6_0:source_t7_400;study01/study01_p03:target_t16_800:source_t13_1200;study01/study01_p05:target_t13_800:source_t20_400;study01/study01_p05:target_t7_800:source_t17_400;study01/study01_p05:target_t10_1200:source_t19_800
40,95;43;82;47;18;108;64;0,study01/study01_p04:target_t22_1200:source_t20_0;study01/study01_p03:target_t4_800:source_t7_0;study01/study01_p04:target_t10_0:source_t15_0;study01/study01_p03:target_t6_800:source_t9_0;study01/study01_p02:target_t14_1200:source_t11_800;study01/study01_p05:target_t10_400:source_t19_0;study01/study01_p04:target_t0_0:source_t8_800;study01/study01_p02:target_t3_400:source_t2_0
41,70;81;5;13;77;83;49;34,study01/study01_p04:target_t1_800:source_t12_0;study01/study01_p04:target_t9_1200:source_t14_1200;study01/study01_p02:target_t4_800:source_t5_800;study01/study01_p02:target_t9_800:source_t10_400;study01/study01_p04:target_t7_400:source_t13_1200;study01/study01_p04:target_t10_400:source_t15_800;study01/study01_p03:target_t12_0:source_t9_800;study01/study01_p03:target_t1_0:source_t23_1200
42,59;111;97;22;32;103;118;91,study01/study01_p03:target_t17_800:source_t14_1200;study01/study01_p05:target_t13_0:source_t19_1200;study01/study01_p05:target_t0_400:source_t12_1200;study01/study01_p02:target_t21_0:source_t12_800;study01/study01_p03:target_t0_800:source_t23_400;study01/study01_p05:target_t6_1200:source_t15_1200;study01/study01_p05:target_t16_1200:source_t22_0;study01/study01_p04:target_t21_800:source_t17_1200
43,85;4;100;3;68;39;86;72,study01/study01_p04:target_t18_0:source_t16_400;study01/study01_p02:target_t4_400:source_t5_0;study01/study01_p05:target_t6_0:source_t15_0;study01/study01_p02:target_t4_0:source_t2_1200;study01/study01_p04:target_t1_0:source_t11_800;study01/study01_p03:target_t2_400:source_t5_0;study01/study01_p04:target_t18_400:source_t16_800;study01/study01_p04:target_t4_0:source_t12_800
44,69;109;35;124;102;20;9;28,study01/study01_p04:target_t1_400:source_t11_1200;study01/study01_p05:target_t10_800:source_t19_400;study01/study01_p03:target_t1_400:source_t3_0;study01/study01_p05:target_t25_800:source_t23_800;study01/study01_p05:target_t6_800:source_t15_800;study01/study01_p02:target_t19_800:source_t12_0;study01/study01_p02:target_t6_800:source_t7_1200;study01/study01_p02:target_t24_800:source_t15_0
45,114;61;66;121;45;63;10;73,study01/study01_p05:target_t13_1200:source_t20_800;study01/study01_p03:target_t24_0:source_t15_400;study01/study01_p04:target_t0_800:source_t11_0;study01/study01_p05:target_t18_800:source_t22_1200;study01/study01_p03:target_t6_0:source_t7_800;study01/study01_p03:target_t24_800:source_t15_1200;study01/study01_p02:target_t6_1200:source_t8_0;study01/study01_p04:target_t4_400:source_t12_1200
46,107;11;92;46;1;2;6;50,study01/study01_p05:target_t10_0:source_t17_1200;study01/study01_p02:target_t9_0:source_t8_800;study01/study01_p04:target_t21_1200:source_t19_0;study01/study01_p03:target_t6_400:source_t7_1200;study01/study01_p02:target_t3_800:source_t2_400;study01/study01_p02:target_t3_1200:source_t2_800;study01/study01_p02:target_t4_1200:source_t7_0;study01/study01_p03:target_t12_400:source_t9_1200
47,36;117;120;56;90;87;51;8,study01/study01_p03:target_t1_800:source_t3_400;study01/study01_p05:target_t16_800:source_t21_800;study01/study01_p05:target_t18_400:source_t22_800;study01/study01_p03:target_t16_1200:source_t14_0;study01/study01_p04:target_t21_400:source_t17_800;study01/study01_p04:target_t18_800:source_t16_1200;study01/study01_p03:target_t12_800:source_t11_800;study01/study01_p02:target_t6_400:source_t7_800
48,106;99;78;16;42;23,study01/study01_p05:target_t7_1200:source_t17_800;study01/study01_p05:target_t0_1200:source_t14_800;study01/study01_p04:target_t7_1200:source_t14_0;study01/study01_p02:target_t14_400:source_t11_0;study01/study01_p03:target_t4_400:source_t5_1200;study01/study01_p02:target_t21_400:source_t12_1200
49,87;49;52;100;16;86;46;101,study01/study01_p04:target_t18_800:source_t16_1200;study01/study01_p03:target_t12_0:source_t9_800;study01/study01_p03:target_t12_1200:source_t13_0;study01/study01_p05:target_t6_0:source_t15_0;study01/study01_p02:target_t14_400:source_t11_0;study01/study01_p04:target_t18_400:source_t16_800;study01/study01_p03:target_t6_400:source_t7_1200;study01/study01_p05:target_t6_400:source_t15_400
50,115;17;63;108;112;72;107;51,study01/study01_p05:target_t16_0:source_t20_1200;study01/study01_p02:target_t14_800:source_t11_400;study01/study01_p03:target_t24_800:source_t15_1200;study01/study01_p05:target_t10_400:source_t19_0;study01/study01_p05:target_t13_400:source_t20_0;study01/study01_p04:target_t4_0:source_t12_800;study01/study01_p05:target_t10_0:source_t17_1200;study01/study01_p03:target_t12_800:source_t11_800
51,95;124;44;57;76;96;85;111,study01/study01_p04:target_t22_1200:source_t20_0;study01/study01_p05:target_t25_800:source_t23_800;study01/study01_p03:target_t4_1200:source_t7_400;study01/study01_p03:target_t17_0:source_t14_400;study01/study01_p04:target_t7_0:source_t13_800;study01/study01_p05:target_t0_0:source_t12_800;study01/study01_p04:target_t18_0:source_t16_400;study01/study01_p05:target_t13_0:source_t19_1200
52,15;66;20;125;93;102;36;88,study01/study01_p02:target_t14_0:source_t10_1200;study01/study01_p04:target_t0_800:source_t11_0;study01/study01_p02:target_t19_800:source_t12_0;study01/study01_p05:target_t25_1200:source_t23_1200;study01/study01_p04:target_t22_0:source_t19_800;study01/study01_p05:target_t6_800:source_t15_800;study01/study01_p03:target_t1_800:source_t3_400;study01/study01_p04:target_t18_1200:source_t17_0
53,40;74;68;22;56;69;6;38,study01/study01_p03:target_t2_800:source_t5_400;study01/study01_p04:target_t4_800:source_t13_0;study01/study01_p04:target_t1_0:source_t11_800;study01/study01_p02:target_t21_0:source_t12_800;study01/study01_p03:target_t16_1200:source_t14_0;study01/study01_p04:target_t1_400:source_t11_1200;study01/study01_p02:target_t4_1200:source_t7_0;study01/study01_p03:target_t2_0:source_t3_1200
54,21;70;61;73;113;43;42;2,study01/study01_p02:target_t19_1200:source_t12_400;study01/study01_p04:target_t1_800:source_t12_0;study01/study01_p03:target_t24_0:source_t15_400;study01/study01_p04:target_t4_400:source_t12_1200;study01/study01_p05:target_t13_800:source_t20_400;study01/study01_p03:target_t4_800:source_t7_0;study01/study01_p03:target_t4_400:source_t5_1200;study01/study01_p02:target_t3_1200:source_t2_800
55,65;82;110;48;31;120;98;5,study01/study01_p04:target_t0_400:source_t8_1200;study01/study01_p04:target_t10_0:source_t15_0;study01/study01_p05:target_t10_1200:source_t19_800;study01/study01_p03:target_t6_1200:source_t9_400;study01/study01_p03:target_t0_400:source_t23_0;study01/study01_p05:target_t18_400:source_t22_800;study01/study01_p05:target_t0_800:source_t14_400;study01/study01_p02:target_t4_800:source_t5_800
56,50;99;62;25;121;106;9;75,study01/study01_p03:target_t12_400:source_t9_1200;study01/study01_p05:target_t0_1200:source_t14_800;study01/study01_p03:target_t24_400:source_t15_800;study01/study01_p02:target_t21_1200:source_t13_400;study01/study01_p05:target_t18_800:source_t22_1200;study01/study01_p05:target_t7_1200:source_t17_800;study01/study01_p02:target_t6_800:source_t7_1200;study01/study01_p04:target_t4_1200:source_t13_400
57,64;123;105;119;3;37;77;13,study01/study01_p04:target_t0_0:source_t8_800;study01/study01_p05:target_t25_400:source_t23_400;study01/study01_p05:target_t7_800:source_t17_400;study01/study01_p05:target_t18_0:source_t22_400;study01/study01_p02:target_t4_0:source_t2_1200;study01/study01_p03:target_t1_1200:source_t3_800;study01/study01_p04:target_t7_400:source_t13_1200;study01/study01_p02:target_t9_800:source_t10_400
58,32;114;55;117;90;11;92;47,study01/study01_p03:target_t0_800:source_t23_400;study01/study01_p05:target_t13_1200:source_t20_800;study01/study01_p03:target_t16_800:source_t13_1200;study01/study01_p05:target_t16_800:source_t21_800;study01/study01_p04:target_t21_400:source_t17_800;study01/study01_p02:target_t9_0:source_t8_800;study01/study01_p04:target_t21_1200:source_t19_0;study01/study01_p03:target_t6_800:source_t9_0
59,34;78;91;7;97;28;59;0,study01/study01_p03:target_t1_0:source_t23_1200;study01/study01_p04:target_t7_1200:source_t14_0;study01/study01_p04:target_t21_800:source_t17_1200;study01/study01_p02:target_t6_0:source_t7_400;study01/study01_p05:target_t0_400:source_t12_1200;study01/study01_p02:target_t24_800:source_t15_0;study01/study01_p03:target_t17_800:source_t14_1200;study01/study01_p02:target_t3_400:source_t2_0
60,89;71;103;18;4;8;67;109,study01/study01_p04:target_t21_0:source_t17_400;study01/study01_p04:target_t1_1200:source_t12_400;study01/study01_p05:target_t6_1200:source_t15_1200;study01/study01_p02:target_t14_1200:source_t11_800;study01/study01_p02:target_t4_400:source_t5_0;study01/study01_p02:target_t6_400:source_t7_800;study01/study01_p04:target_t0_1200:source_t11_400;study01/study01_p05:target_t10_800:source_t19_400
61,30;45;12;33;14;23;58;80,study01/study01_p03:target_t0_0:source_t22_1200;study01/study01_p03:target_t6_0:source_t7_800;study01/study01_p02:target_t9_400:source_t10_0;study01/study01_p03:target_t0_1200:source_t23_800;study01/study01_p02:target_t9_1200:source_t10_800;study01/study01_p02:target_t21_400:source_t12_1200;study01/study01_p03:target_t17_400:source_t14_800;study01/study01_p04:target_t9_800:source_t14_800
62,84;35;79;27;26;54;39;83,study01/study01_p04:target_t10_800:source_t16_0;study01/study01_p03:target_t1_400:source_t3_0;study01/study01_p04:target_t9_0:source_t14_400;study01/study01_p02:target_t24_400:source_t13_1200;study01/study01_p02:target_t24_0:source_t13_800;study01/study01_p03:target_t16_400:source_t13_800;study01/study01_p03:target_t2_400:source_t5_0;study01/study01_p04:target_t10_400:source_t15_800
63,104;60;116;1;29;118;53;10,study01/study01_p05:target_t7_0:source_t17_0;study01/study01_p03:target_t17_1200:source_t15_0;study01/study01_p05:target_t16_400:source_t21_400;study01/study01_p02:target_t3_800:source_t2_400;study01/study01_p02:target_t24_1200:source_t15_400;study01/study01_p05:target_t16_1200:source_t22_0;study01/study01_p03:target_t16_0:source_t13_400;study01/study01_p02:target_t6_1200:source_t8_0
64,19;24;122;41;94;81,study01/study01_p02:target_t19_0:source_t11_1200;study01/study01_p02:target_t21_800:source_t13_0;study01/study01_p05:target_t18_1200:source_t23_0;study01/study01_p03:target_t4_0:source_t5_800;study01/study01_p04:target_t22_800:source_t19_1200;study01/study01_p04:target_t9_1200:source_t14_1200
65,74;7;121;40;14;22;101;48,study01/study01_p04:target_t4_800:source_t13_0;study01/study01_p02:target_t6_0:source_t7_400;study01/study01_p05:target_t18_800:source_t22_1200;study01/study01_p03:target_t2_800:source_t5_400;study01/study01_p02:target_t9_1200:source_t10_800;study01/study01_p02:target_t21_0:source_t12_800;study01/study01_p05:target_t6_400:source_t15_400;study01/study01_p03:target_t6_1200:source_t9_400
66,12;90;83;108;116;76;36;99,study01/study01_p02:target_t9_400:source_t10_0;study01/study01_p04:target_t21_400:source_t17_800;study01/study01_p04:target_t10_400:source_t15_800;study01/study01_p05:target_t10_400:source_t19_0;study01/study01_p05:target_t16_400:source_t21_400;study01/study01_p04:target_t7_0:source_t13_800;study01/study01_p03:target_t1_800:source_t3_400;study01/study01_p05:target_t0_1200:source_t14_800
67,123;73;54;88;26;25;106;44,study01/study01_p05:target_t25_400:source_t23_400;study01/study01_p04:target_t4_400:source_t12_1200;study01/study01_p03:target_t16_400:source_t13_800;study01/study01_p04:target_t18_1200:source_t17_0;study01/study01_p02:target_t24_0:source_t13_800;study01/study01_p02:target_t21_1200:source_t13_400;study01/study01_p05:target_t7_1200:source_t17_800;study01/study01_p03:target_t4_1200:source_t7_400
68,23;60;46;80;41;32;91;33,study01/study01_p02:target_t21_400:source_t12_1200;study01/study01_p03:target_t17_1200:source_t15_0;study01/study01_p03:target_t6_400:source_t7_1200;study01/study01_p04:target_t9_800:source_t14_800;study01/study01_p03:target_t4_0:source_t5_800;study01/study01_p03:target_t0_800:source_t23_400;study01/study01_p04:target_t21_800:source_t17_1200;study01/study01_p03:target_t0_1200:source_t23_800
