successful_update,pair_indices,pair_keys
11,195;47;107;85;170;152;139;91,study02/study02_p16:target_t18_800:source_t8_800;study02/study02_p03:target_t22_0:source_t9_1200;study02/study02_p12:target_t2_0:source_t0_0;study02/study02_p10:target_t19_400:source_t21_0;study02/study02_p15:target_t16_0:source_t6_0;study02/study02_p14:target_t15_800:source_t13_1200;study02/study02_p14:target_t1_800:source_t2_0;study02/study02_p11:target_t7_400:source_t20_1200
12,196;95;48;17;31;209;231;235,study02/study02_p16:target_t18_1200:source_t8_1200;study02/study02_p11:target_t8_1200:source_t0_1200;study02/study02_p03:target_t22_400:source_t10_0;study02/study02_p02:target_t18_800:source_t11_1200;study02/study02_p03:target_t7_400:source_t1_800;study02/study02_p17:target_t7_400:source_t19_400;study02/study02_p17:target_t23_800:source_t2_1200;study02/study02_p18:target_t6_400:source_t11_800
13,142;189;104;182;192;8;77;55,study02/study02_p14:target_t4_1200:source_t3_800;study02/study02_p16:target_t15_0:source_t7_0;study02/study02_p11:target_t21_1200:source_t4_400;study02/study02_p16:target_t4_400:source_t3_0;study02/study02_p16:target_t15_1200:source_t7_1200;study02/study02_p02:target_t12_0:source_t6_800;study02/study02_p10:target_t10_0:source_t17_800;study02/study02_p06:target_t4_800:source_t10_800
14,145;131;106;165;161;118;194;156,study02/study02_p14:target_t5_800:source_t6_800;study02/study02_p13:target_t8_1200:source_t9_800;study02/study02_p11:target_t22_400:source_t4_1200;study02/study02_p15:target_t10_0:source_t4_1200;study02/study02_p15:target_t9_0:source_t1_1200;study02/study02_p12:target_t14_0:source_t4_400;study02/study02_p16:target_t18_400:source_t8_400;study02/study02_p15:target_t3_800:source_t0_800
15,41;26;90;88;62;34;33;204,study02/study02_p03:target_t13_0:source_t6_400;study02/study02_p03:target_t5_0:source_t23_1200;study02/study02_p11:target_t1_800:source_t20_800;study02/study02_p11:target_t1_0:source_t20_0;study02/study02_p06:target_t8_400:source_t14_400;study02/study02_p03:target_t8_0:source_t2_800;study02/study02_p03:target_t7_1200:source_t2_400;study02/study02_p17:target_t0_400:source_t14_1200
16,143;153;92;99;37;1;44;229,study02/study02_p14:target_t5_0:source_t3_1200;study02/study02_p14:target_t19_400:source_t14_0;study02/study02_p11:target_t7_800:source_t0_0;study02/study02_p11:target_t14_800:source_t2_1200;study02/study02_p03:target_t8_1200:source_t4_400;study02/study02_p02:target_t7_0:source_t3_1200;study02/study02_p03:target_t15_400:source_t9_0;study02/study02_p17:target_t23_0:source_t2_400
17,81;239;109;23;63;42;2;137,study02/study02_p10:target_t14_0:source_t18_1200;study02/study02_p18:target_t16_400:source_t12_800;study02/study02_p12:target_t2_1200:source_t0_800;study02/study02_p03:target_t3_0:source_t23_0;study02/study02_p06:target_t8_800:source_t14_800;study02/study02_p03:target_t13_400:source_t6_800;study02/study02_p02:target_t7_400:source_t5_0;study02/study02_p13:target_t15_800:source_t14_0
18,141;150;93;241;169;59;236;175,study02/study02_p14:target_t4_800:source_t3_400;study02/study02_p14:target_t15_0:source_t13_400;study02/study02_p11:target_t8_0:source_t0_400;study02/study02_p18:target_t16_1200:source_t13_0;study02/study02_p15:target_t14_800:source_t5_1200;study02/study02_p06:target_t6_800:source_t13_800;study02/study02_p18:target_t10_0:source_t11_1200;study02/study02_p15:target_t22_0:source_t12_400
19,103;105;140;69;84;158;223;61,study02/study02_p11:target_t21_800:source_t4_0;study02/study02_p11:target_t22_0:source_t4_800;study02/study02_p14:target_t4_400:source_t2_800;study02/study02_p06:target_t15_1200:source_t18_800;study02/study02_p10:target_t19_0:source_t20_1200;study02/study02_p15:target_t7_0:source_t1_0;study02/study02_p17:target_t18_400:source_t24_1200;study02/study02_p06:target_t8_0:source_t14_0
20,197;75;27;146;53;18;35;121,study02/study02_p16:target_t20_0:source_t9_0;study02/study02_p10:target_t3_400:source_t16_1200;study02/study02_p03:target_t5_400:source_t24_0;study02/study02_p14:target_t10_0:source_t8_400;study02/study02_p06:target_t3_800:source_t10_0;study02/study02_p02:target_t18_1200:source_t13_0;study02/study02_p03:target_t8_400:source_t2_1200;study02/study02_p12:target_t14_1200:source_t11_0
21,129;113;188;149;64;171;217;25,study02/study02_p13:target_t6_800:source_t9_0;study02/study02_p12:target_t9_0:source_t3_0;study02/study02_p16:target_t11_1200:source_t5_800;study02/study02_p14:target_t12_0:source_t13_0;study02/study02_p06:target_t11_0:source_t14_1200;study02/study02_p15:target_t16_400:source_t6_400;study02/study02_p17:target_t13_800:source_t22_400;study02/study02_p03:target_t3_800:source_t23_800
22,43;174;74;135;200;24;115;242,study02/study02_p03:target_t15_0:source_t6_1200;study02/study02_p15:target_t17_400:source_t12_0;study02/study02_p10:target_t3_0:source_t16_800;study02/study02_p13:target_t11_800:source_t12_800;study02/study02_p16:target_t20_1200:source_t10_800;study02/study02_p03:target_t3_400:source_t23_400;study02/study02_p12:target_t9_800:source_t3_800;study02/study02_p18:target_t20_0:source_t13_400
23,114;162;225;79;20;122;49;173,study02/study02_p12:target_t9_400:source_t3_400;study02/study02_p15:target_t9_400:source_t4_0;study02/study02_p17:target_t20_0:source_t25_800;study02/study02_p10:target_t11_0:source_t18_0;study02/study02_p03:target_t0_400:source_t21_400;study02/study02_p12:target_t18_0:source_t11_400;study02/study02_p03:target_t22_800:source_t10_800;study02/study02_p15:target_t17_0:source_t6_1200
24,213;230;206;157;13;12;179;232,study02/study02_p17:target_t9_800:source_t21_400;study02/study02_p17:target_t23_400:source_t2_800;study02/study02_p17:target_t5_0:source_t15_400;study02/study02_p15:target_t3_1200:source_t0_1200;study02/study02_p02:target_t14_800:source_t9_1200;study02/study02_p02:target_t14_400:source_t9_800;study02/study02_p16:target_t0_800:source_t2_400;study02/study02_p18:target_t0_400:source_t9_1200
25,111;127;102;96;138;101;97;198,study02/study02_p12:target_t6_800:source_t1_800;study02/study02_p13:target_t4_400:source_t7_800;study02/study02_p11:target_t21_400:source_t3_1200;study02/study02_p11:target_t11_0:source_t2_0;study02/study02_p14:target_t1_0:source_t0_800;study02/study02_p11:target_t21_0:source_t3_800;study02/study02_p11:target_t11_800:source_t2_400;study02/study02_p16:target_t20_400:source_t10_0
26,51;237;155;58;216;67;136;54,study02/study02_p06:target_t3_0:source_t9_800;study02/study02_p18:target_t10_400:source_t12_0;study02/study02_p14:target_t22_0:source_t14_800;study02/study02_p06:target_t6_400:source_t12_800;study02/study02_p17:target_t13_400:source_t22_0;study02/study02_p06:target_t15_0:source_t17_800;study02/study02_p13:target_t13_800:source_t12_1200;study02/study02_p06:target_t4_0:source_t10_400
27,160;28;98;164;112;147;228;176,study02/study02_p15:target_t7_1200:source_t1_800;study02/study02_p03:target_t5_800:source_t24_400;study02/study02_p11:target_t11_1200:source_t2_800;study02/study02_p15:target_t9_1200:source_t4_800;study02/study02_p12:target_t7_400:source_t1_1200;study02/study02_p14:target_t10_400:source_t8_800;study02/study02_p17:target_t20_1200:source_t2_0;study02/study02_p15:target_t22_400:source_t12_800
28,65;128;222;220;163;68;83;212,study02/study02_p06:target_t11_400:source_t17_0;study02/study02_p13:target_t6_400:source_t7_1200;study02/study02_p17:target_t18_0:source_t24_800;study02/study02_p17:target_t16_800:source_t24_0;study02/study02_p15:target_t9_800:source_t4_400;study02/study02_p06:target_t15_400:source_t17_1200;study02/study02_p10:target_t14_800:source_t20_400;study02/study02_p17:target_t9_0:source_t21_0
29,21;36;38;233;45;210;181;125,study02/study02_p03:target_t0_800:source_t21_800;study02/study02_p03:target_t8_800:source_t4_0;study02/study02_p03:target_t12_0:source_t4_800;study02/study02_p18:target_t0_800:source_t11_0;study02/study02_p03:target_t15_800:source_t9_400;study02/study02_p17:target_t7_800:source_t19_800;study02/study02_p16:target_t4_0:source_t2_1200;study02/study02_p12:target_t19_400:source_t12_0
30,39;144;183;71;133;130;214;73,study02/study02_p03:target_t12_400:source_t4_1200;study02/study02_p14:target_t5_400:source_t6_400;study02/study02_p16:target_t4_800:source_t3_400;study02/study02_p10:target_t2_0:source_t13_800;study02/study02_p13:target_t11_0:source_t12_0;study02/study02_p13:target_t6_1200:source_t9_400;study02/study02_p17:target_t9_1200:source_t21_800;study02/study02_p10:target_t2_800:source_t15_1200
31,201;243;6;119,study02/study02_p16:target_t23_0:source_t14_0;study02/study02_p18:target_t20_800:source_t13_800;study02/study02_p02:target_t10_800:source_t6_0;study02/study02_p12:target_t14_400:source_t4_800
32,2;49;189;33;81;104;240;174,study02/study02_p02:target_t7_400:source_t5_0;study02/study02_p03:target_t22_800:source_t10_800;study02/study02_p16:target_t15_0:source_t7_0;study02/study02_p03:target_t7_1200:source_t2_400;study02/study02_p10:target_t14_0:source_t18_1200;study02/study02_p11:target_t21_1200:source_t4_400;study02/study02_p18:target_t16_800:source_t12_1200;study02/study02_p15:target_t17_400:source_t12_0
33,63;89;37;142;202;67;182;203,study02/study02_p06:target_t8_800:source_t14_800;study02/study02_p11:target_t1_400:source_t20_400;study02/study02_p03:target_t8_1200:source_t4_400;study02/study02_p14:target_t4_1200:source_t3_800;study02/study02_p16:target_t23_1200:source_t14_400;study02/study02_p06:target_t15_0:source_t17_800;study02/study02_p16:target_t4_400:source_t3_0;study02/study02_p17:target_t0_0:source_t14_800
34,206;15;164;140;209;68;60;167,study02/study02_p17:target_t5_0:source_t15_400;study02/study02_p02:target_t18_0:source_t11_400;study02/study02_p15:target_t9_1200:source_t4_800;study02/study02_p14:target_t4_400:source_t2_800;study02/study02_p17:target_t7_400:source_t19_400;study02/study02_p06:target_t15_400:source_t17_1200;study02/study02_p06:target_t6_1200:source_t13_1200;study02/study02_p15:target_t14_0:source_t5_400
35,114;170;82;151;74;227;225;199,study02/study02_p12:target_t9_400:source_t3_400;study02/study02_p15:target_t16_0:source_t6_0;study02/study02_p10:target_t14_400:source_t20_0;study02/study02_p14:target_t15_400:source_t13_800;study02/study02_p10:target_t3_0:source_t16_800;study02/study02_p17:target_t20_800:source_t1_1200;study02/study02_p17:target_t20_0:source_t25_800;study02/study02_p16:target_t20_800:source_t10_400
36,53;183;239;190;237;103;3;4,study02/study02_p06:target_t3_800:source_t10_0;study02/study02_p16:target_t4_800:source_t3_400;study02/study02_p18:target_t16_400:source_t12_800;study02/study02_p16:target_t15_400:source_t7_400;study02/study02_p18:target_t10_400:source_t12_0;study02/study02_p11:target_t21_800:source_t4_0;study02/study02_p02:target_t7_800:source_t5_400;study02/study02_p02:target_t10_0:source_t5_800
37,136;208;213;36;207;217;91;216,study02/study02_p13:target_t13_800:source_t12_1200;study02/study02_p17:target_t7_0:source_t15_1200;study02/study02_p17:target_t9_800:source_t21_400;study02/study02_p03:target_t8_800:source_t4_0;study02/study02_p17:target_t5_1200:source_t15_800;study02/study02_p17:target_t13_800:source_t22_400;study02/study02_p11:target_t7_400:source_t20_1200;study02/study02_p17:target_t13_400:source_t22_0
38,65;161;125;47;86;171;110;19,study02/study02_p06:target_t11_400:source_t17_0;study02/study02_p15:target_t9_0:source_t1_1200;study02/study02_p12:target_t19_400:source_t12_0;study02/study02_p03:target_t22_0:source_t9_1200;study02/study02_p10:target_t19_800:source_t21_400;study02/study02_p15:target_t16_400:source_t6_400;study02/study02_p12:target_t6_0:source_t1_400;study02/study02_p03:target_t0_0:source_t20_800
39,130;222;18;181;40;42;0;64,study02/study02_p13:target_t6_1200:source_t9_400;study02/study02_p17:target_t18_0:source_t24_800;study02/study02_p02:target_t18_1200:source_t13_0;study02/study02_p16:target_t4_0:source_t2_1200;study02/study02_p03:target_t12_800:source_t6_0;study02/study02_p03:target_t13_400:source_t6_800;study02/study02_p02:target_t2_0:source_t3_800;study02/study02_p06:target_t11_0:source_t14_1200
40,115;138;56;100;219;96;87;90,study02/study02_p12:target_t9_800:source_t3_800;study02/study02_p14:target_t1_0:source_t0_800;study02/study02_p06:target_t4_1200:source_t10_1200;study02/study02_p11:target_t14_1200:source_t3_400;study02/study02_p17:target_t16_0:source_t22_1200;study02/study02_p11:target_t11_0:source_t2_0;study02/study02_p10:target_t19_1200:source_t21_800;study02/study02_p11:target_t1_800:source_t20_800
41,55;211;10;168;166;101;147;99,study02/study02_p06:target_t4_800:source_t10_800;study02/study02_p17:target_t7_1200:source_t19_1200;study02/study02_p02:target_t12_800:source_t9_0;study02/study02_p15:target_t14_400:source_t5_800;study02/study02_p15:target_t10_800:source_t5_0;study02/study02_p11:target_t21_0:source_t3_800;study02/study02_p14:target_t10_400:source_t8_800;study02/study02_p11:target_t14_800:source_t2_1200
42,195;205;197;141;153;57;184;127,study02/study02_p16:target_t18_800:source_t8_800;study02/study02_p17:target_t0_800:source_t15_0;study02/study02_p16:target_t20_0:source_t9_0;study02/study02_p14:target_t4_800:source_t3_400;study02/study02_p14:target_t19_400:source_t14_0;study02/study02_p06:target_t6_0:source_t12_0;study02/study02_p16:target_t4_1200:source_t3_800;study02/study02_p13:target_t4_400:source_t7_800
43,27;119;157;201;179;204;198;76,study02/study02_p03:target_t5_400:source_t24_0;study02/study02_p12:target_t14_400:source_t4_800;study02/study02_p15:target_t3_1200:source_t0_1200;study02/study02_p16:target_t23_0:source_t14_0;study02/study02_p16:target_t0_800:source_t2_400;study02/study02_p17:target_t0_400:source_t14_1200;study02/study02_p16:target_t20_400:source_t10_0;study02/study02_p10:target_t3_800:source_t17_400
44,51;145;71;112;105;132;30;185,study02/study02_p06:target_t3_0:source_t9_800;study02/study02_p14:target_t5_800:source_t6_800;study02/study02_p10:target_t2_0:source_t13_800;study02/study02_p12:target_t7_400:source_t1_1200;study02/study02_p11:target_t22_0:source_t4_800;study02/study02_p13:target_t10_800:source_t9_1200;study02/study02_p03:target_t7_0:source_t24_1200;study02/study02_p16:target_t11_0:source_t3_1200
45,137;226;28;85;93;7;29;188,study02/study02_p13:target_t15_800:source_t14_0;study02/study02_p17:target_t20_400:source_t25_1200;study02/study02_p03:target_t5_800:source_t24_400;study02/study02_p10:target_t19_400:source_t21_0;study02/study02_p11:target_t8_0:source_t0_400;study02/study02_p02:target_t10_1200:source_t6_400;study02/study02_p03:target_t5_1200:source_t24_800;study02/study02_p16:target_t11_1200:source_t5_800
46,24;62;54;131;139;77;220;149,study02/study02_p03:target_t3_400:source_t23_400;study02/study02_p06:target_t8_400:source_t14_400;study02/study02_p06:target_t4_0:source_t10_400;study02/study02_p13:target_t8_1200:source_t9_800;study02/study02_p14:target_t1_800:source_t2_0;study02/study02_p10:target_t10_0:source_t17_800;study02/study02_p17:target_t16_800:source_t24_0;study02/study02_p14:target_t12_0:source_t13_0
47,94;25;232;144;66;50;154;34,study02/study02_p11:target_t8_800:source_t0_800;study02/study02_p03:target_t3_800:source_t23_800;study02/study02_p18:target_t0_400:source_t9_1200;study02/study02_p14:target_t5_400:source_t6_400;study02/study02_p06:target_t11_800:source_t17_400;study02/study02_p03:target_t22_1200:source_t11_0;study02/study02_p14:target_t19_1200:source_t14_400;study02/study02_p03:target_t8_0:source_t2_800
48,75;218;146;79;121;196;84;43,study02/study02_p10:target_t3_400:source_t16_1200;study02/study02_p17:target_t13_1200:source_t22_800;study02/study02_p14:target_t10_0:source_t8_400;study02/study02_p10:target_t11_0:source_t18_0;study02/study02_p12:target_t14_1200:source_t11_0;study02/study02_p16:target_t18_1200:source_t8_1200;study02/study02_p10:target_t19_0:source_t20_1200;study02/study02_p03:target_t15_0:source_t6_1200
49,83;118;14;210;233;31;95;107,study02/study02_p10:target_t14_800:source_t20_400;study02/study02_p12:target_t14_0:source_t4_400;study02/study02_p02:target_t14_1200:source_t11_0;study02/study02_p17:target_t7_800:source_t19_800;study02/study02_p18:target_t0_800:source_t11_0;study02/study02_p03:target_t7_400:source_t1_800;study02/study02_p11:target_t8_1200:source_t0_1200;study02/study02_p12:target_t2_0:source_t0_0
50,191;21;133;16;116;187;35;163,study02/study02_p16:target_t15_800:source_t7_800;study02/study02_p03:target_t0_800:source_t21_800;study02/study02_p13:target_t11_0:source_t12_0;study02/study02_p02:target_t18_400:source_t11_800;study02/study02_p12:target_t9_1200:source_t3_1200;study02/study02_p16:target_t11_800:source_t5_400;study02/study02_p03:target_t8_400:source_t2_1200;study02/study02_p15:target_t9_800:source_t4_400
51,150;111;173;117;165;122;135;192,study02/study02_p14:target_t15_0:source_t13_400;study02/study02_p12:target_t6_800:source_t1_800;study02/study02_p15:target_t17_0:source_t6_1200;study02/study02_p12:target_t10_1200:source_t4_0;study02/study02_p15:target_t10_0:source_t4_1200;study02/study02_p12:target_t18_0:source_t11_400;study02/study02_p13:target_t11_800:source_t12_800;study02/study02_p16:target_t15_1200:source_t7_1200
52,88;108;48;230;224;128;61;11,study02/study02_p11:target_t1_0:source_t20_0;study02/study02_p12:target_t2_800:source_t0_400;study02/study02_p03:target_t22_400:source_t10_0;study02/study02_p17:target_t23_400:source_t2_800;study02/study02_p17:target_t18_1200:source_t25_400;study02/study02_p13:target_t6_400:source_t7_1200;study02/study02_p06:target_t8_0:source_t14_0;study02/study02_p02:target_t14_0:source_t9_400
53,236;45;9;200;215;123;143;52,study02/study02_p18:target_t10_0:source_t11_1200;study02/study02_p03:target_t15_800:source_t9_400;study02/study02_p02:target_t12_400:source_t6_1200;study02/study02_p16:target_t20_1200:source_t10_800;study02/study02_p17:target_t13_0:source_t21_1200;study02/study02_p12:target_t18_1200:source_t11_800;study02/study02_p14:target_t5_0:source_t3_1200;study02/study02_p06:target_t3_400:source_t9_1200
54,70;241;243;134;242;23;228;32,study02/study02_p06:target_t19_1200:source_t20_0;study02/study02_p18:target_t16_1200:source_t13_0;study02/study02_p18:target_t20_800:source_t13_800;study02/study02_p13:target_t11_400:source_t12_400;study02/study02_p18:target_t20_0:source_t13_400;study02/study02_p03:target_t3_0:source_t23_0;study02/study02_p17:target_t20_1200:source_t2_0;study02/study02_p03:target_t7_800:source_t2_0
55,46;38;158;120;69;152;214;97,study02/study02_p03:target_t15_1200:source_t9_800;study02/study02_p03:target_t12_0:source_t4_800;study02/study02_p15:target_t7_0:source_t1_0;study02/study02_p12:target_t14_800:source_t4_1200;study02/study02_p06:target_t15_1200:source_t18_800;study02/study02_p14:target_t15_800:source_t13_1200;study02/study02_p17:target_t9_1200:source_t21_800;study02/study02_p11:target_t11_800:source_t2_400
56,20;73;129;223;80;17;58;162,study02/study02_p03:target_t0_400:source_t21_400;study02/study02_p10:target_t2_800:source_t15_1200;study02/study02_p13:target_t6_800:source_t9_0;study02/study02_p17:target_t18_400:source_t24_1200;study02/study02_p10:target_t11_400:source_t18_400;study02/study02_p02:target_t18_800:source_t11_1200;study02/study02_p06:target_t6_400:source_t12_800;study02/study02_p15:target_t9_400:source_t4_0
57,186;194;109;156;238;113;1;177,study02/study02_p16:target_t11_400:source_t5_0;study02/study02_p16:target_t18_400:source_t8_400;study02/study02_p12:target_t2_1200:source_t0_800;study02/study02_p15:target_t3_800:source_t0_800;study02/study02_p18:target_t10_800:source_t12_400;study02/study02_p12:target_t9_0:source_t3_0;study02/study02_p02:target_t7_0:source_t3_1200;study02/study02_p16:target_t0_0:source_t1_1200
58,22;26;41;176;106;59;221;13,study02/study02_p03:target_t0_1200:source_t21_1200;study02/study02_p03:target_t5_0:source_t23_1200;study02/study02_p03:target_t13_0:source_t6_400;study02/study02_p15:target_t22_400:source_t12_800;study02/study02_p11:target_t22_400:source_t4_1200;study02/study02_p06:target_t6_800:source_t13_800;study02/study02_p17:target_t16_1200:source_t24_400;study02/study02_p02:target_t14_800:source_t9_1200
59,102;72;229;160;6;92;193;148,study02/study02_p11:target_t21_400:source_t3_1200;study02/study02_p10:target_t2_400:source_t15_800;study02/study02_p17:target_t23_0:source_t2_400;study02/study02_p15:target_t7_1200:source_t1_800;study02/study02_p02:target_t10_800:source_t6_0;study02/study02_p11:target_t7_800:source_t0_0;study02/study02_p16:target_t18_0:source_t8_0;study02/study02_p14:target_t10_800:source_t11_400
60,178;8;235;12;169;98;78;159,study02/study02_p16:target_t0_400:source_t2_0;study02/study02_p02:target_t12_0:source_t6_800;study02/study02_p18:target_t6_400:source_t11_800;study02/study02_p02:target_t14_400:source_t9_800;study02/study02_p15:target_t14_800:source_t5_1200;study02/study02_p11:target_t11_1200:source_t2_800;study02/study02_p10:target_t10_400:source_t17_1200;study02/study02_p15:target_t7_400:source_t1_400
61,155;172;180;124;212;44;231;126,study02/study02_p14:target_t22_0:source_t14_800;study02/study02_p15:target_t16_1200:source_t6_800;study02/study02_p16:target_t0_1200:source_t2_800;study02/study02_p12:target_t19_0:source_t11_1200;study02/study02_p17:target_t9_0:source_t21_0;study02/study02_p03:target_t15_400:source_t9_0;study02/study02_p17:target_t23_800:source_t2_1200;study02/study02_p13:target_t4_0:source_t7_400
62,5;234;39;175,study02/study02_p02:target_t10_400:source_t5_1200;study02/study02_p18:target_t6_0:source_t11_400;study02/study02_p03:target_t12_400:source_t4_1200;study02/study02_p15:target_t22_0:source_t12_400
63,190;121;153;142;161;216;192;183,study02/study02_p16:target_t15_400:source_t7_400;study02/study02_p12:target_t14_1200:source_t11_0;study02/study02_p14:target_t19_400:source_t14_0;study02/study02_p14:target_t4_1200:source_t3_800;study02/study02_p15:target_t9_0:source_t1_1200;study02/study02_p17:target_t13_400:source_t22_0;study02/study02_p16:target_t15_1200:source_t7_1200;study02/study02_p16:target_t4_800:source_t3_400
64,28;208;236;241;70;62;79;10,study02/study02_p03:target_t5_800:source_t24_400;study02/study02_p17:target_t7_0:source_t15_1200;study02/study02_p18:target_t10_0:source_t11_1200;study02/study02_p18:target_t16_1200:source_t13_0;study02/study02_p06:target_t19_1200:source_t20_0;study02/study02_p06:target_t8_400:source_t14_400;study02/study02_p10:target_t11_0:source_t18_0;study02/study02_p02:target_t12_800:source_t9_0
65,185;182;133;52;116;223;181;160,study02/study02_p16:target_t11_0:source_t3_1200;study02/study02_p16:target_t4_400:source_t3_0;study02/study02_p13:target_t11_0:source_t12_0;study02/study02_p06:target_t3_400:source_t9_1200;study02/study02_p12:target_t9_1200:source_t3_1200;study02/study02_p17:target_t18_400:source_t24_1200;study02/study02_p16:target_t4_0:source_t2_1200;study02/study02_p15:target_t7_1200:source_t1_800
66,123;47;27;171;195;237;93;40,study02/study02_p12:target_t18_1200:source_t11_800;study02/study02_p03:target_t22_0:source_t9_1200;study02/study02_p03:target_t5_400:source_t24_0;study02/study02_p15:target_t16_400:source_t6_400;study02/study02_p16:target_t18_800:source_t8_800;study02/study02_p18:target_t10_400:source_t12_0;study02/study02_p11:target_t8_0:source_t0_400;study02/study02_p03:target_t12_800:source_t6_0
67,169;120;157;122;155;154;129;137,study02/study02_p15:target_t14_800:source_t5_1200;study02/study02_p12:target_t14_800:source_t4_1200;study02/study02_p15:target_t3_1200:source_t0_1200;study02/study02_p12:target_t18_0:source_t11_400;study02/study02_p14:target_t22_0:source_t14_800;study02/study02_p14:target_t19_1200:source_t14_400;study02/study02_p13:target_t6_800:source_t9_0;study02/study02_p13:target_t15_800:source_t14_0
68,232;206;43;56;215;163;176;104,study02/study02_p18:target_t0_400:source_t9_1200;study02/study02_p17:target_t5_0:source_t15_400;study02/study02_p03:target_t15_0:source_t6_1200;study02/study02_p06:target_t4_1200:source_t10_1200;study02/study02_p17:target_t13_0:source_t21_1200;study02/study02_p15:target_t9_800:source_t4_400;study02/study02_p15:target_t22_400:source_t12_800;study02/study02_p11:target_t21_1200:source_t4_400
