binary_signal_opened,channels_exists,channels_tsv,data_exists,data_file,header,header_exists,marker_content_opened,marker_exists,marker_file,outcome_opened,participant,participant_role,processed_eeg_channels,processed_eog_channels,processed_imu_channels,sampling_rate_hz,session,source_eeg_channels,source_eog_channels,task
False,True,/projects/EEG-foundation-model/mobile_bci/sub-02/ses-02/eeg/sub-02_ses-02_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-02/ses-02/eeg/sub-02_ses-02_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-02/ses-02/eeg/sub-02_ses-02_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-02/ses-02/eeg/sub-02_ses-02_task-ERP_eeg.vmrk,False,sub-02,development,46,0,27,100.0,ses-02,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-02/ses-02/eeg/sub-02_ses-02_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-02/ses-02/eeg/sub-02_ses-02_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-02/ses-02/eeg/sub-02_ses-02_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-02/ses-02/eeg/sub-02_ses-02_task-SSVEP_eeg.vmrk,False,sub-02,development,46,0,27,100.0,ses-02,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-02/ses-03/eeg/sub-02_ses-03_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-02/ses-03/eeg/sub-02_ses-03_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-02/ses-03/eeg/sub-02_ses-03_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-02/ses-03/eeg/sub-02_ses-03_task-ERP_eeg.vmrk,False,sub-02,development,46,0,27,100.0,ses-03,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-02/ses-03/eeg/sub-02_ses-03_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-02/ses-03/eeg/sub-02_ses-03_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-02/ses-03/eeg/sub-02_ses-03_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-02/ses-03/eeg/sub-02_ses-03_task-SSVEP_eeg.vmrk,False,sub-02,development,46,0,27,100.0,ses-03,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-02/ses-04/eeg/sub-02_ses-04_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-02/ses-04/eeg/sub-02_ses-04_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-02/ses-04/eeg/sub-02_ses-04_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-02/ses-04/eeg/sub-02_ses-04_task-ERP_eeg.vmrk,False,sub-02,development,46,0,27,100.0,ses-04,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-02/ses-04/eeg/sub-02_ses-04_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-02/ses-04/eeg/sub-02_ses-04_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-02/ses-04/eeg/sub-02_ses-04_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-02/ses-04/eeg/sub-02_ses-04_task-SSVEP_eeg.vmrk,False,sub-02,development,46,0,27,100.0,ses-04,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-02/ses-05/eeg/sub-02_ses-05_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-02/ses-05/eeg/sub-02_ses-05_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-02/ses-05/eeg/sub-02_ses-05_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-02/ses-05/eeg/sub-02_ses-05_task-ERP_eeg.vmrk,False,sub-02,development,46,0,27,100.0,ses-05,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-02/ses-05/eeg/sub-02_ses-05_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-02/ses-05/eeg/sub-02_ses-05_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-02/ses-05/eeg/sub-02_ses-05_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-02/ses-05/eeg/sub-02_ses-05_task-SSVEP_eeg.vmrk,False,sub-02,development,46,0,27,100.0,ses-05,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-01/eeg/sub-03_ses-01_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-01/eeg/sub-03_ses-01_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-01/eeg/sub-03_ses-01_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-01/eeg/sub-03_ses-01_task-ERP_eeg.vmrk,False,sub-03,development,46,0,27,100.0,ses-01,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-02/eeg/sub-03_ses-02_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-02/eeg/sub-03_ses-02_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-02/eeg/sub-03_ses-02_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-02/eeg/sub-03_ses-02_task-ERP_eeg.vmrk,False,sub-03,development,46,0,27,100.0,ses-02,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-02/eeg/sub-03_ses-02_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-02/eeg/sub-03_ses-02_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-02/eeg/sub-03_ses-02_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-02/eeg/sub-03_ses-02_task-SSVEP_eeg.vmrk,False,sub-03,development,46,0,27,100.0,ses-02,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-03/eeg/sub-03_ses-03_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-03/eeg/sub-03_ses-03_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-03/eeg/sub-03_ses-03_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-03/eeg/sub-03_ses-03_task-ERP_eeg.vmrk,False,sub-03,development,46,0,27,100.0,ses-03,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-03/eeg/sub-03_ses-03_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-03/eeg/sub-03_ses-03_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-03/eeg/sub-03_ses-03_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-03/eeg/sub-03_ses-03_task-SSVEP_eeg.vmrk,False,sub-03,development,46,0,27,100.0,ses-03,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-04/eeg/sub-03_ses-04_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-04/eeg/sub-03_ses-04_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-04/eeg/sub-03_ses-04_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-04/eeg/sub-03_ses-04_task-ERP_eeg.vmrk,False,sub-03,development,46,0,27,100.0,ses-04,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-04/eeg/sub-03_ses-04_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-04/eeg/sub-03_ses-04_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-04/eeg/sub-03_ses-04_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-04/eeg/sub-03_ses-04_task-SSVEP_eeg.vmrk,False,sub-03,development,46,0,27,100.0,ses-04,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-05/eeg/sub-03_ses-05_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-05/eeg/sub-03_ses-05_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-05/eeg/sub-03_ses-05_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-05/eeg/sub-03_ses-05_task-ERP_eeg.vmrk,False,sub-03,development,46,0,27,100.0,ses-05,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-05/eeg/sub-03_ses-05_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-05/eeg/sub-03_ses-05_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-05/eeg/sub-03_ses-05_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-03/ses-05/eeg/sub-03_ses-05_task-SSVEP_eeg.vmrk,False,sub-03,development,46,0,27,100.0,ses-05,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-01/eeg/sub-04_ses-01_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-01/eeg/sub-04_ses-01_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-01/eeg/sub-04_ses-01_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-01/eeg/sub-04_ses-01_task-ERP_eeg.vmrk,False,sub-04,sealed,46,0,27,100.0,ses-01,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-02/eeg/sub-04_ses-02_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-02/eeg/sub-04_ses-02_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-02/eeg/sub-04_ses-02_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-02/eeg/sub-04_ses-02_task-ERP_eeg.vmrk,False,sub-04,sealed,46,0,27,100.0,ses-02,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-02/eeg/sub-04_ses-02_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-02/eeg/sub-04_ses-02_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-02/eeg/sub-04_ses-02_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-02/eeg/sub-04_ses-02_task-SSVEP_eeg.vmrk,False,sub-04,sealed,46,0,27,100.0,ses-02,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-03/eeg/sub-04_ses-03_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-03/eeg/sub-04_ses-03_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-03/eeg/sub-04_ses-03_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-03/eeg/sub-04_ses-03_task-ERP_eeg.vmrk,False,sub-04,sealed,46,0,27,100.0,ses-03,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-03/eeg/sub-04_ses-03_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-03/eeg/sub-04_ses-03_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-03/eeg/sub-04_ses-03_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-03/eeg/sub-04_ses-03_task-SSVEP_eeg.vmrk,False,sub-04,sealed,46,0,27,100.0,ses-03,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-04/eeg/sub-04_ses-04_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-04/eeg/sub-04_ses-04_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-04/eeg/sub-04_ses-04_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-04/eeg/sub-04_ses-04_task-ERP_eeg.vmrk,False,sub-04,sealed,46,0,27,100.0,ses-04,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-04/eeg/sub-04_ses-04_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-04/eeg/sub-04_ses-04_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-04/eeg/sub-04_ses-04_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-04/eeg/sub-04_ses-04_task-SSVEP_eeg.vmrk,False,sub-04,sealed,46,0,27,100.0,ses-04,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-05/eeg/sub-04_ses-05_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-05/eeg/sub-04_ses-05_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-05/eeg/sub-04_ses-05_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-05/eeg/sub-04_ses-05_task-ERP_eeg.vmrk,False,sub-04,sealed,46,0,27,100.0,ses-05,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-05/eeg/sub-04_ses-05_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-05/eeg/sub-04_ses-05_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-05/eeg/sub-04_ses-05_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-04/ses-05/eeg/sub-04_ses-05_task-SSVEP_eeg.vmrk,False,sub-04,sealed,46,0,27,100.0,ses-05,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-01/eeg/sub-05_ses-01_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-01/eeg/sub-05_ses-01_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-01/eeg/sub-05_ses-01_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-01/eeg/sub-05_ses-01_task-ERP_eeg.vmrk,False,sub-05,development,46,0,27,100.0,ses-01,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-02/eeg/sub-05_ses-02_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-02/eeg/sub-05_ses-02_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-02/eeg/sub-05_ses-02_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-02/eeg/sub-05_ses-02_task-ERP_eeg.vmrk,False,sub-05,development,46,0,27,100.0,ses-02,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-02/eeg/sub-05_ses-02_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-02/eeg/sub-05_ses-02_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-02/eeg/sub-05_ses-02_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-02/eeg/sub-05_ses-02_task-SSVEP_eeg.vmrk,False,sub-05,development,46,0,27,100.0,ses-02,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-03/eeg/sub-05_ses-03_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-03/eeg/sub-05_ses-03_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-03/eeg/sub-05_ses-03_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-03/eeg/sub-05_ses-03_task-ERP_eeg.vmrk,False,sub-05,development,46,0,27,100.0,ses-03,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-03/eeg/sub-05_ses-03_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-03/eeg/sub-05_ses-03_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-03/eeg/sub-05_ses-03_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-03/eeg/sub-05_ses-03_task-SSVEP_eeg.vmrk,False,sub-05,development,46,0,27,100.0,ses-03,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-04/eeg/sub-05_ses-04_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-04/eeg/sub-05_ses-04_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-04/eeg/sub-05_ses-04_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-04/eeg/sub-05_ses-04_task-ERP_eeg.vmrk,False,sub-05,development,46,0,27,100.0,ses-04,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-04/eeg/sub-05_ses-04_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-04/eeg/sub-05_ses-04_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-04/eeg/sub-05_ses-04_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-04/eeg/sub-05_ses-04_task-SSVEP_eeg.vmrk,False,sub-05,development,46,0,27,100.0,ses-04,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-05/eeg/sub-05_ses-05_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-05/eeg/sub-05_ses-05_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-05/eeg/sub-05_ses-05_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-05/eeg/sub-05_ses-05_task-ERP_eeg.vmrk,False,sub-05,development,46,0,27,100.0,ses-05,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-05/eeg/sub-05_ses-05_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-05/eeg/sub-05_ses-05_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-05/eeg/sub-05_ses-05_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-05/ses-05/eeg/sub-05_ses-05_task-SSVEP_eeg.vmrk,False,sub-05,development,46,0,27,100.0,ses-05,46,4,SSVEP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-01/eeg/sub-06_ses-01_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-01/eeg/sub-06_ses-01_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-01/eeg/sub-06_ses-01_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-01/eeg/sub-06_ses-01_task-ERP_eeg.vmrk,False,sub-06,development,46,0,27,100.0,ses-01,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-02/eeg/sub-06_ses-02_task-ERP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-02/eeg/sub-06_ses-02_task-ERP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-02/eeg/sub-06_ses-02_task-ERP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-02/eeg/sub-06_ses-02_task-ERP_eeg.vmrk,False,sub-06,development,46,0,27,100.0,ses-02,46,4,ERP
False,True,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-02/eeg/sub-06_ses-02_task-SSVEP_channels.tsv,True,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-02/eeg/sub-06_ses-02_task-SSVEP_eeg.eeg,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-02/eeg/sub-06_ses-02_task-SSVEP_eeg.vhdr,True,False,True,/projects/EEG-foundation-model/mobile_bci/sub-06/ses-02/eeg/sub-06_ses-02_task-SSVEP_eeg.vmrk,False,sub-06,development,46,0,27,100.0,ses-02,46,4,SSVEP
