successful_update,pair_indices,pair_keys
11,29;264;41;281;654;77;633;380,study05/study05_p06:target_t24_512:source_t7_1536;study05/study05_p40:target_t29_1024:source_t11_1536;study05/study05_p06:target_t27_512:source_t10_1536;study05/study05_p40:target_t34_0:source_t17_0;study05/study05_p50:target_t26_1536:source_t7_512;study05/study05_p06:target_t36_1024:source_t3_0;study05/study05_p50:target_t19_0:source_t2_0;study05/study05_p43:target_t22_1024:source_t4_1024
12,282;427;475;300;194;394;249;118,study05/study05_p40:target_t34_512:source_t17_512;study05/study05_p43:target_t36_1024:source_t2_1536;study05/study05_p47:target_t26_1536:source_t11_512;study05/study05_p41:target_t17_1536:source_t2_512;study05/study05_p24:target_t26_1024:source_t11_1536;study05/study05_p43:target_t26_1024:source_t8_0;study05/study05_p40:target_t25_1024:source_t7_1536;study05/study05_p10:target_t24_1536:source_t8_512
13,238;543;604;325;524;333;290;195,study05/study05_p40:target_t22_1536:source_t5_0;study05/study05_p48:target_t24_512:source_t6_512;study05/study05_p49:target_t18_0:source_t2_512;study05/study05_p41:target_t24_0:source_t8_1024;study05/study05_p48:target_t19_512:source_t1_1024;study05/study05_p41:target_t26_0:source_t10_1024;study05/study05_p40:target_t36_512:source_t1_512;study05/study05_p24:target_t26_1536:source_t12_512
14,367;255;311;172;589;432;202;623,study05/study05_p43:target_t18_1536:source_t1_512;study05/study05_p40:target_t27_512:source_t9_512;study05/study05_p41:target_t20_1024:source_t5_0;study05/study05_p10:target_t38_512:source_t5_1536;study05/study05_p49:target_t12_1024:source_t9_1024;study05/study05_p43:target_t38_0:source_t4_0;study05/study05_p24:target_t28_1024:source_t15_0;study05/study05_p49:target_t24_1024:source_t7_1536
15,343;638;119;137;397;631;620;526,study05/study05_p41:target_t28_1024:source_t14_1024;study05/study05_p50:target_t20_1536:source_t3_512;study05/study05_p10:target_t25_0:source_t8_1024;study05/study05_p10:target_t29_1024:source_t13_1536;study05/study05_p43:target_t27_512:source_t8_1536;study05/study05_p50:target_t18_0:source_t1_1024;study05/study05_p49:target_t23_1024:source_t6_1536;study05/study05_p48:target_t19_1536:source_t2_0
16,85;527;225;373;199;517;4;36,study05/study05_p06:target_t38_1024:source_t5_0;study05/study05_p48:target_t20_0:source_t2_512;study05/study05_p40:target_t19_512:source_t1_1536;study05/study05_p43:target_t20_512:source_t2_1536;study05/study05_p24:target_t27_1536:source_t14_0;study05/study05_p48:target_t17_512:source_t14_512;study05/study05_p06:target_t18_0:source_t1_1024;study05/study05_p06:target_t26_0:source_t9_1024
17,413;226;151;248;177;388;632;588,study05/study05_p43:target_t32_0:source_t14_512;study05/study05_p40:target_t19_1024:source_t2_0;study05/study05_p10:target_t33_0:source_t0_1024;study05/study05_p40:target_t25_512:source_t7_1024;study05/study05_p24:target_t20_0:source_t6_1536;study05/study05_p43:target_t25_0:source_t6_1024;study05/study05_p50:target_t18_512:source_t1_1536;study05/study05_p49:target_t12_512:source_t9_512
18,167;660;323;417;94;244;262;292,study05/study05_p10:target_t37_0:source_t4_1024;study05/study05_p50:target_t28_512:source_t8_1536;study05/study05_p41:target_t23_1024:source_t8_0;study05/study05_p43:target_t33_0:source_t0_512;study05/study05_p10:target_t18_1536:source_t2_512;study05/study05_p40:target_t24_512:source_t6_1024;study05/study05_p40:target_t29_0:source_t11_512;study05/study05_p40:target_t36_1536:source_t1_1536
19,68;310;509;572;293;245;270;459,study05/study05_p06:target_t34_512:source_t0_1536;study05/study05_p41:target_t20_512:source_t4_1536;study05/study05_p48:target_t15_512:source_t10_1536;study05/study05_p48:target_t32_1536:source_t0_1024;study05/study05_p41:target_t16_0:source_t0_1024;study05/study05_p40:target_t24_1024:source_t6_1536;study05/study05_p40:target_t31_512:source_t14_512;study05/study05_p47:target_t22_1536:source_t6_512
20,92;522;107;106;621;143;150;601,study05/study05_p10:target_t18_512:source_t1_1536;study05/study05_p48:target_t18_1536:source_t1_0;study05/study05_p10:target_t22_0:source_t5_1024;study05/study05_p10:target_t21_1536:source_t5_512;study05/study05_p49:target_t23_1536:source_t7_0;study05/study05_p10:target_t31_0:source_t15_1024;study05/study05_p10:target_t32_1536:source_t0_512;study05/study05_p49:target_t15_1536:source_t1_1024
21,160;141;424;277;550;14;600;229,study05/study05_p10:target_t35_512:source_t2_1536;study05/study05_p10:target_t30_1024:source_t15_0;study05/study05_p43:target_t35_512:source_t2_0;study05/study05_p40:target_t33_0:source_t16_0;study05/study05_p48:target_t26_0:source_t8_0;study05/study05_p06:target_t20_1024:source_t4_0;study05/study05_p49:target_t15_1024:source_t1_512;study05/study05_p40:target_t20_512:source_t2_1536
22,138;324;356;271;64;308;652;16,study05/study05_p10:target_t29_1536:source_t14_0;study05/study05_p41:target_t23_1536:source_t8_512;study05/study05_p41:target_t31_1536:source_t2_512;study05/study05_p40:target_t31_1024:source_t14_1024;study05/study05_p06:target_t33_512:source_t16_1536;study05/study05_p41:target_t19_1536:source_t4_512;study05/study05_p50:target_t25_1536:source_t6_1536;study05/study05_p06:target_t21_0:source_t4_1024
23,474;658;17;410;434;494;189;196,study05/study05_p47:target_t26_1024:source_t10_1536;study05/study05_p50:target_t27_1536:source_t8_512;study05/study05_p06:target_t21_512:source_t4_1536;study05/study05_p43:target_t31_512:source_t12_1536;study05/study05_p43:target_t38_1024:source_t4_1024;study05/study05_p47:target_t31_1024:source_t0_0;study05/study05_p24:target_t25_512:source_t9_1536;study05/study05_p24:target_t27_0:source_t13_0
24,491;15;154;407;469;465;27;168,study05/study05_p47:target_t30_1536:source_t16_512;study05/study05_p06:target_t20_1536:source_t4_512;study05/study05_p10:target_t33_1536:source_t1_512;study05/study05_p43:target_t30_1024:source_t11_512;study05/study05_p47:target_t25_512:source_t9_1024;study05/study05_p47:target_t24_512:source_t8_1024;study05/study05_p06:target_t23_1536:source_t7_512;study05/study05_p10:target_t37_512:source_t4_1536
25,574;46;49;263;573;280;628;58,study05/study05_p48:target_t33_1536:source_t1_0;study05/study05_p06:target_t28_1536:source_t12_0;study05/study05_p06:target_t29_1024:source_t13_0;study05/study05_p40:target_t29_512:source_t11_1024;study05/study05_p48:target_t33_0:source_t0_1536;study05/study05_p40:target_t33_1536:source_t16_1536;study05/study05_p50:target_t16_1536:source_t0_1536;study05/study05_p06:target_t31_1536:source_t15_512
26,317;630;149;479;91;558;102;370,study05/study05_p41:target_t22_0:source_t6_1024;study05/study05_p50:target_t17_1536:source_t1_512;study05/study05_p10:target_t32_1024:source_t0_0;study05/study05_p47:target_t27_1536:source_t12_512;study05/study05_p10:target_t18_0:source_t1_1024;study05/study05_p48:target_t28_512:source_t10_0;study05/study05_p10:target_t20_1536:source_t4_512;study05/study05_p43:target_t19_1024:source_t2_0
27,493;671;183;617;409;611;216;272,study05/study05_p47:target_t31_512:source_t16_1536;study05/study05_p50:target_t31_1536:source_t11_1024;study05/study05_p24:target_t23_512:source_t8_512;study05/study05_p49:target_t22_1536:source_t5_1024;study05/study05_p43:target_t31_0:source_t11_1536;study05/study05_p49:target_t20_0:source_t4_0;study05/study05_p24:target_t32_0:source_t1_1536;study05/study05_p40:target_t31_1536:source_t14_1536
28,622;453;464;581;498;566;595;454,study05/study05_p49:target_t24_512:source_t7_1024;study05/study05_p47:target_t21_512:source_t4_1536;study05/study05_p47:target_t24_0:source_t8_0;study05/study05_p48:target_t36_0:source_t2_1536;study05/study05_p47:target_t32_1024:source_t1_0;study05/study05_p48:target_t31_512:source_t12_512;study05/study05_p49:target_t14_512:source_t0_0;study05/study05_p47:target_t21_1024:source_t5_0
29,448;236;396;371;74;221;178;285,study05/study05_p47:target_t20_0:source_t3_1024;study05/study05_p40:target_t22_512:source_t4_1024;study05/study05_p43:target_t27_0:source_t8_1024;study05/study05_p43:target_t19_1536:source_t2_512;study05/study05_p06:target_t35_1536:source_t2_512;study05/study05_p40:target_t18_512:source_t0_1536;study05/study05_p24:target_t21_0:source_t7_0;study05/study05_p40:target_t35_0:source_t0_0
30,443;148;575;258;519;265;30;344,study05/study05_p47:target_t18_1536:source_t2_512;study05/study05_p10:target_t32_512:source_t16_1536;study05/study05_p48:target_t34_0:source_t1_512;study05/study05_p40:target_t28_0:source_t10_512;study05/study05_p48:target_t17_1536:source_t0_512;study05/study05_p40:target_t29_1536:source_t12_1024;study05/study05_p06:target_t24_1024:source_t8_0;study05/study05_p41:target_t28_1536:source_t15_0
31,651;615;663;18;206;96;347;288,study05/study05_p50:target_t25_1024:source_t6_1024;study05/study05_p49:target_t21_1024:source_t5_0;study05/study05_p50:target_t29_0:source_t9_1024;study05/study05_p06:target_t21_1024:source_t5_0;study05/study05_p24:target_t29_1024:source_t16_512;study05/study05_p10:target_t19_512:source_t2_1536;study05/study05_p41:target_t29_1024:source_t0_0;study05/study05_p40:target_t35_1536:source_t0_1536
32,80;446;428;239;579;510;297;675,study05/study05_p06:target_t37_512:source_t3_1536;study05/study05_p47:target_t19_1024:source_t3_0;study05/study05_p43:target_t37_0:source_t3_0;study05/study05_p40:target_t23_0:source_t5_512;study05/study05_p48:target_t35_0:source_t2_512;study05/study05_p48:target_t15_1024:source_t11_0;study05/study05_p41:target_t17_0:source_t1_1024;study05/study05_p50:target_t33_1024:source_t12_1024
33,193;540;147;438;681;76;240;181,study05/study05_p24:target_t26_512:source_t10_1536;study05/study05_p48:target_t23_512:source_t5_1024;study05/study05_p10:target_t32_0:source_t16_1024;study05/study05_p47:target_t17_1024:source_t1_0;study05/study05_p50:target_t35_512:source_t14_0;study05/study05_p06:target_t36_512:source_t2_1536;study05/study05_p40:target_t23_512:source_t5_1024;study05/study05_p24:target_t22_1536:source_t7_1536
34,378;197;9;624;105;460;180;104,study05/study05_p43:target_t22_0:source_t4_0;study05/study05_p24:target_t27_512:source_t13_512;study05/study05_p06:target_t19_512:source_t2_1536;study05/study05_p49:target_t25_1536:source_t8_512;study05/study05_p10:target_t21_1024:source_t5_0;study05/study05_p47:target_t23_0:source_t6_1536;study05/study05_p24:target_t21_1024:source_t7_1024;study05/study05_p10:target_t21_512:source_t4_1536
35,636;571;69;421;627;649;34;234,study05/study05_p50:target_t19_1536:source_t2_1536;study05/study05_p48:target_t32_1024:source_t0_512;study05/study05_p06:target_t34_1024:source_t1_0;study05/study05_p43:target_t34_1024:source_t1_512;study05/study05_p50:target_t16_0:source_t0_1024;study05/study05_p50:target_t25_0:source_t6_0;study05/study05_p06:target_t25_1024:source_t9_0;study05/study05_p40:target_t21_1536:source_t4_0
36,495;108;22;273;355;545;476;420,study05/study05_p47:target_t31_1536:source_t0_512;study05/study05_p10:target_t22_512:source_t5_1536;study05/study05_p06:target_t22_1024:source_t6_0;study05/study05_p40:target_t32_0:source_t15_0;study05/study05_p41:target_t31_1024:source_t2_0;study05/study05_p48:target_t24_1536:source_t6_1536;study05/study05_p47:target_t27_0:source_t11_1024;study05/study05_p43:target_t34_512:source_t1_0
37,648;437;364;337;144;55;259;251,study05/study05_p50:target_t24_1024:source_t5_1536;study05/study05_p47:target_t17_512:source_t0_1536;study05/study05_p43:target_t18_0:source_t0_1024;study05/study05_p41:target_t27_0:source_t11_1024;study05/study05_p10:target_t31_512:source_t15_1536;study05/study05_p06:target_t31_0:source_t14_1024;study05/study05_p40:target_t28_512:source_t10_1024;study05/study05_p40:target_t26_512:source_t8_512
38,441;110;551;546;5;318;415;140,study05/study05_p47:target_t18_512:source_t1_1536;study05/study05_p10:target_t22_1536:source_t6_512;study05/study05_p48:target_t26_512:source_t8_512;study05/study05_p48:target_t25_0:source_t7_0;study05/study05_p06:target_t18_512:source_t1_1536;study05/study05_p41:target_t22_512:source_t6_1536;study05/study05_p43:target_t32_1024:source_t16_0;study05/study05_p10:target_t30_512:source_t14_1024
39,486;594;489;32;429;536;507;487,study05/study05_p47:target_t29_1024:source_t14_512;study05/study05_p49:target_t13_1536:source_t10_1536;study05/study05_p47:target_t30_512:source_t15_1024;study05/study05_p06:target_t25_0:source_t8_1024;study05/study05_p43:target_t37_512:source_t3_512;study05/study05_p48:target_t22_512:source_t4_1024;study05/study05_p47:target_t34_1536:source_t3_512;study05/study05_p47:target_t29_1536:source_t14_1024
40,205;425;499;576;299;607;132;354,study05/study05_p24:target_t29_512:source_t16_0;study05/study05_p43:target_t36_0:source_t2_512;study05/study05_p47:target_t32_1536:source_t1_512;study05/study05_p48:target_t34_512:source_t1_1024;study05/study05_p41:target_t17_1024:source_t2_0;study05/study05_p49:target_t18_1536:source_t3_0;study05/study05_p10:target_t28_512:source_t12_1024;study05/study05_p41:target_t31_512:source_t1_1536
41,399;50;360;644;95;504;650;72,study05/study05_p43:target_t27_1536:source_t9_512;study05/study05_p06:target_t29_1536:source_t13_512;study05/study05_p41:target_t33_0:source_t3_512;study05/study05_p50:target_t23_0:source_t4_1536;study05/study05_p10:target_t19_0:source_t2_1024;study05/study05_p47:target_t34_0:source_t2_1024;study05/study05_p50:target_t25_512:source_t6_512;study05/study05_p06:target_t35_512:source_t1_1536
42,218;387;639;1;330;390;256;484,study05/study05_p24:target_t32_1024:source_t2_512;study05/study05_p43:target_t24_1536:source_t6_512;study05/study05_p50:target_t21_0:source_t3_1024;study05/study05_p06:target_t17_512:source_t0_1536;study05/study05_p41:target_t25_512:source_t9_1536;study05/study05_p43:target_t25_1024:source_t7_0;study05/study05_p40:target_t27_1024:source_t9_1536;study05/study05_p47:target_t29_0:source_t13_1536
43,241;294;372;680;672;578;422;26,study05/study05_p40:target_t23_1024:source_t5_1536;study05/study05_p41:target_t16_512:source_t0_1536;study05/study05_p43:target_t20_0:source_t2_1024;study05/study05_p50:target_t35_0:source_t13_1536;study05/study05_p50:target_t32_0:source_t11_1536;study05/study05_p48:target_t34_1536:source_t2_0;study05/study05_p43:target_t34_1536:source_t1_1024;study05/study05_p06:target_t23_1024:source_t7_0
44,131;458;336;161;471;268;79;477,study05/study05_p10:target_t28_0:source_t12_512;study05/study05_p47:target_t22_1024:source_t6_0;study05/study05_p41:target_t26_1536:source_t11_512;study05/study05_p10:target_t35_1024:source_t3_0;study05/study05_p47:target_t25_1536:source_t10_0;study05/study05_p40:target_t30_1024:source_t13_512;study05/study05_p06:target_t37_0:source_t3_1024;study05/study05_p47:target_t27_512:source_t11_1536
45,668;278;128;492;86;67;398;423,study05/study05_p50:target_t30_512:source_t10_1536;study05/study05_p40:target_t33_512:source_t16_512;study05/study05_p10:target_t27_512:source_t11_512;study05/study05_p47:target_t31_0:source_t16_1024;study05/study05_p06:target_t38_1536:source_t5_512;study05/study05_p06:target_t34_0:source_t0_1024;study05/study05_p43:target_t27_1024:source_t9_0;study05/study05_p43:target_t35_0:source_t1_1536
46,598;275;23;112;369;44;322;261,study05/study05_p49:target_t15_0:source_t0_1536;study05/study05_p40:target_t32_1024:source_t15_1024;study05/study05_p06:target_t22_1536:source_t6_512;study05/study05_p10:target_t23_512:source_t6_1536;study05/study05_p43:target_t19_512:source_t1_1536;study05/study05_p06:target_t28_512:source_t11_1024;study05/study05_p41:target_t23_512:source_t7_1536;study05/study05_p40:target_t28_1536:source_t11_0
47,412;287;60;348;184;406;662;363,study05/study05_p43:target_t31_1536:source_t13_512;study05/study05_p40:target_t35_1024:source_t0_1024;study05/study05_p06:target_t32_512:source_t15_1536;study05/study05_p41:target_t29_1536:source_t0_512;study05/study05_p24:target_t23_1024:source_t8_1024;study05/study05_p43:target_t30_512:source_t11_0;study05/study05_p50:target_t28_1536:source_t9_512;study05/study05_p41:target_t33_1536:source_t4_0
48,362;534;47;200;113;291;87;31,study05/study05_p41:target_t33_1024:source_t3_1536;study05/study05_p48:target_t21_1536:source_t4_0;study05/study05_p06:target_t29_0:source_t12_512;study05/study05_p24:target_t28_0:source_t14_512;study05/study05_p10:target_t23_1024:source_t7_0;study05/study05_p40:target_t36_1024:source_t1_1024;study05/study05_p10:target_t17_0:source_t0_1024;study05/study05_p06:target_t24_1536:source_t8_512
49,302;90;472;404;539;411;56;353,study05/study05_p41:target_t18_512:source_t2_1536;study05/study05_p10:target_t17_1536:source_t1_512;study05/study05_p47:target_t26_0:source_t10_512;study05/study05_p43:target_t29_1024:source_t10_1024;study05/study05_p48:target_t23_0:source_t5_512;study05/study05_p43:target_t31_1024:source_t13_0;study05/study05_p06:target_t31_512:source_t14_1536;study05/study05_p41:target_t31_0:source_t1_1024
50,592;553;467;301;449;408;570;393,study05/study05_p49:target_t13_512:source_t10_512;study05/study05_p48:target_t26_1536:source_t8_1536;study05/study05_p47:target_t24_1536:source_t9_0;study05/study05_p41:target_t18_0:source_t2_1024;study05/study05_p47:target_t20_512:source_t3_1536;study05/study05_p43:target_t30_1536:source_t11_1024;study05/study05_p48:target_t32_512:source_t0_0;study05/study05_p43:target_t26_512:source_t7_1536
51,257;48;142;585;584;674;266;155,study05/study05_p40:target_t27_1536:source_t10_0;study05/study05_p06:target_t29_512:source_t12_1024;study05/study05_p10:target_t30_1536:source_t15_512;study05/study05_p49:target_t11_512:source_t8_512;study05/study05_p48:target_t36_1536:source_t3_1024;study05/study05_p50:target_t32_1536:source_t12_512;study05/study05_p40:target_t30_0:source_t12_1536;study05/study05_p10:target_t34_0:source_t1_1024
52,78;164;610;117;19;676;590;201,study05/study05_p06:target_t36_1536:source_t3_512;study05/study05_p10:target_t36_512:source_t3_1536;study05/study05_p49:target_t19_1536:source_t3_1536;study05/study05_p10:target_t24_1024:source_t8_0;study05/study05_p06:target_t21_1536:source_t5_512;study05/study05_p50:target_t33_1536:source_t12_1536;study05/study05_p49:target_t12_1536:source_t9_1536;study05/study05_p24:target_t28_512:source_t14_1536
53,544;228;447;537;481;53;405;635,study05/study05_p48:target_t24_1024:source_t6_1024;study05/study05_p40:target_t20_0:source_t2_1024;study05/study05_p47:target_t19_1536:source_t3_512;study05/study05_p48:target_t22_1024:source_t4_1536;study05/study05_p47:target_t28_512:source_t13_0;study05/study05_p06:target_t30_1024:source_t14_0;study05/study05_p43:target_t30_0:source_t10_1536;study05/study05_p50:target_t19_1024:source_t2_1024
54,496;3;139;482;669;126;341;123,study05/study05_p47:target_t32_0:source_t0_1024;study05/study05_p06:target_t17_1536:source_t1_512;study05/study05_p10:target_t30_0:source_t14_512;study05/study05_p47:target_t28_1024:source_t13_512;study05/study05_p50:target_t31_0:source_t11_0;study05/study05_p10:target_t26_1536:source_t10_1024;study05/study05_p41:target_t28_0:source_t13_512;study05/study05_p10:target_t26_0:source_t9_1536
55,286;376;554;298;379;599;352;63,study05/study05_p40:target_t35_512:source_t0_512;study05/study05_p43:target_t21_1024:source_t3_1024;study05/study05_p48:target_t27_512:source_t9_0;study05/study05_p41:target_t17_512:source_t1_1536;study05/study05_p43:target_t22_512:source_t4_512;study05/study05_p49:target_t15_512:source_t1_0;study05/study05_p41:target_t30_1536:source_t1_512;study05/study05_p06:target_t33_0:source_t16_1024
56,222;480;365;402;597;213;349;276,study05/study05_p40:target_t18_1024:source_t1_0;study05/study05_p47:target_t28_0:source_t12_1024;study05/study05_p43:target_t18_512:source_t0_1536;study05/study05_p43:target_t29_0:source_t10_0;study05/study05_p49:target_t14_1536:source_t0_1024;study05/study05_p24:target_t31_512:source_t1_0;study05/study05_p41:target_t30_0:source_t0_1024;study05/study05_p40:target_t32_1536:source_t15_1536
57,284;307;316;450;505;591;66;327,study05/study05_p40:target_t34_1536:source_t17_1536;study05/study05_p41:target_t19_1024:source_t4_0;study05/study05_p41:target_t21_1536:source_t6_512;study05/study05_p47:target_t20_1024:source_t4_0;study05/study05_p47:target_t34_512:source_t2_1536;study05/study05_p49:target_t13_0:source_t10_0;study05/study05_p06:target_t33_1536:source_t0_512;study05/study05_p41:target_t24_1024:source_t9_0
58,511;231;440;312;665;366;224;629,study05/study05_p48:target_t15_1536:source_t11_512;study05/study05_p40:target_t21_0:source_t3_512;study05/study05_p47:target_t18_0:source_t1_1024;study05/study05_p41:target_t20_1536:source_t5_512;study05/study05_p50:target_t29_1024:source_t10_0;study05/study05_p43:target_t18_1024:source_t1_0;study05/study05_p40:target_t19_0:source_t1_1024;study05/study05_p50:target_t17_0:source_t1_0
59,303;135;70;567;468;523;247;43,study05/study05_p41:target_t18_1024:source_t3_0;study05/study05_p10:target_t29_0:source_t13_512;study05/study05_p06:target_t34_1536:source_t1_512;study05/study05_p48:target_t31_1024:source_t12_1536;study05/study05_p47:target_t25_0:source_t9_512;study05/study05_p48:target_t19_0:source_t1_512;study05/study05_p40:target_t25_0:source_t7_512;study05/study05_p06:target_t27_1536:source_t11_512
60,431;267;564;334;634;444;328;20,study05/study05_p43:target_t37_1536:source_t3_1536;study05/study05_p40:target_t30_512:source_t13_0;study05/study05_p48:target_t30_1024:source_t11_1024;study05/study05_p41:target_t26_512:source_t10_1536;study05/study05_p50:target_t19_512:source_t2_512;study05/study05_p47:target_t19_0:source_t2_1024;study05/study05_p41:target_t24_1536:source_t9_512;study05/study05_p06:target_t22_0:source_t5_1024
61,619;345;59;646;12;605;253;209,study05/study05_p49:target_t23_512:source_t6_1024;study05/study05_p41:target_t29_0:source_t15_1024;study05/study05_p06:target_t32_0:source_t15_1024;study05/study05_p50:target_t23_1024:source_t5_512;study05/study05_p06:target_t20_0:source_t3_1024;study05/study05_p49:target_t18_512:source_t2_1024;study05/study05_p40:target_t26_1536:source_t8_1536;study05/study05_p24:target_t30_512:source_t0_0
62,38;488;419;61;602;461;350;618,study05/study05_p06:target_t26_1024:source_t10_0;study05/study05_p47:target_t30_0:source_t15_512;study05/study05_p43:target_t34_0:source_t0_1536;study05/study05_p06:target_t32_1024:source_t16_0;study05/study05_p49:target_t16_0:source_t1_1536;study05/study05_p47:target_t23_512:source_t7_0;study05/study05_p41:target_t30_512:source_t0_1536;study05/study05_p49:target_t23_0:source_t5_1536
63,283;165;304;187;503;641;227;401,study05/study05_p40:target_t34_1024:source_t17_1024;study05/study05_p10:target_t36_1024:source_t4_0;study05/study05_p41:target_t18_1536:source_t3_512;study05/study05_p24:target_t24_1024:source_t9_512;study05/study05_p47:target_t33_1536:source_t2_512;study05/study05_p50:target_t21_1024:source_t4_0;study05/study05_p40:target_t19_1536:source_t2_512;study05/study05_p43:target_t28_1536:source_t9_1536
64,542;612;191;89;463;100;186;451,study05/study05_p48:target_t24_0:source_t6_0;study05/study05_p49:target_t20_1536:source_t4_512;study05/study05_p24:target_t25_1536:source_t10_512;study05/study05_p10:target_t17_1024:source_t1_0;study05/study05_p47:target_t23_1536:source_t7_1024;study05/study05_p10:target_t20_512:source_t3_1536;study05/study05_p24:target_t24_512:source_t9_0;study05/study05_p47:target_t20_1536:source_t4_512
65,436;11;679;207;121;260;433;596,study05/study05_p47:target_t17_0:source_t0_1024;study05/study05_p06:target_t19_1536:source_t3_512;study05/study05_p50:target_t34_1024:source_t13_1024;study05/study05_p24:target_t29_1536:source_t16_1024;study05/study05_p10:target_t25_1024:source_t9_512;study05/study05_p40:target_t28_1024:source_t10_1536;study05/study05_p43:target_t38_512:source_t4_512;study05/study05_p49:target_t14_1024:source_t0_512
66,2;125;269;103;40;52;506;166,study05/study05_p06:target_t17_1024:source_t1_0;study05/study05_p10:target_t26_1024:source_t10_512;study05/study05_p40:target_t31_0:source_t13_1024;study05/study05_p10:target_t21_0:source_t4_1024;study05/study05_p06:target_t27_0:source_t10_1024;study05/study05_p06:target_t30_512:source_t13_1536;study05/study05_p47:target_t34_1024:source_t3_0;study05/study05_p10:target_t36_1536:source_t4_512
