fold,participant,query_eog_in_inference,query_operator_in_inference,session,task,window,wrong_owner
0,sub-03,0,0,ses-03,ERP,49,sub-02
0,sub-03,0,0,ses-03,ERP,59,sub-02
0,sub-03,0,0,ses-03,ERP,69,sub-02
0,sub-03,0,0,ses-03,ERP,78,sub-02
0,sub-03,0,0,ses-03,ERP,88,sub-02
0,sub-03,0,0,ses-03,ERP,98,sub-02
0,sub-03,0,0,ses-03,ERP,108,sub-02
0,sub-03,0,0,ses-03,ERP,118,sub-02
0,sub-03,0,0,ses-03,ERP,128,sub-02
0,sub-03,0,0,ses-03,ERP,138,sub-02
0,sub-03,0,0,ses-03,ERP,148,sub-02
0,sub-03,0,0,ses-03,SSVEP,0,sub-02
0,sub-03,0,0,ses-03,SSVEP,6,sub-02
0,sub-03,0,0,ses-03,SSVEP,12,sub-02
0,sub-03,0,0,ses-03,SSVEP,18,sub-02
0,sub-03,0,0,ses-03,SSVEP,25,sub-02
0,sub-03,0,0,ses-03,SSVEP,31,sub-02
0,sub-03,0,0,ses-03,SSVEP,37,sub-02
0,sub-03,0,0,ses-03,SSVEP,43,sub-02
0,sub-03,0,0,ses-03,SSVEP,50,sub-02
0,sub-03,0,0,ses-03,SSVEP,56,sub-02
0,sub-03,0,0,ses-03,SSVEP,62,sub-02
0,sub-03,0,0,ses-03,SSVEP,68,sub-02
0,sub-03,0,0,ses-03,SSVEP,75,sub-02
0,sub-03,0,0,ses-03,SSVEP,81,sub-02
0,sub-03,0,0,ses-03,SSVEP,87,sub-02
0,sub-03,0,0,ses-03,SSVEP,94,sub-02
0,sub-03,0,0,ses-04,ERP,0,sub-02
0,sub-03,0,0,ses-04,ERP,11,sub-02
0,sub-03,0,0,ses-04,ERP,22,sub-02
0,sub-03,0,0,ses-04,ERP,33,sub-02
0,sub-03,0,0,ses-04,ERP,44,sub-02
0,sub-03,0,0,ses-04,ERP,55,sub-02
0,sub-03,0,0,ses-04,ERP,66,sub-02
0,sub-03,0,0,ses-04,ERP,77,sub-02
0,sub-03,0,0,ses-04,ERP,88,sub-02
0,sub-03,0,0,ses-04,ERP,99,sub-02
0,sub-03,0,0,ses-04,ERP,110,sub-02
0,sub-03,0,0,ses-04,ERP,121,sub-02
0,sub-03,0,0,ses-04,ERP,132,sub-02
0,sub-03,0,0,ses-04,ERP,143,sub-02
0,sub-03,0,0,ses-04,ERP,154,sub-02
0,sub-03,0,0,ses-04,ERP,165,sub-02
0,sub-03,0,0,ses-04,SSVEP,0,sub-02
0,sub-03,0,0,ses-04,SSVEP,6,sub-02
0,sub-03,0,0,ses-04,SSVEP,12,sub-02
0,sub-03,0,0,ses-04,SSVEP,18,sub-02
0,sub-03,0,0,ses-04,SSVEP,24,sub-02
0,sub-03,0,0,ses-04,SSVEP,30,sub-02
0,sub-03,0,0,ses-04,SSVEP,36,sub-02
0,sub-03,0,0,ses-04,SSVEP,42,sub-02
0,sub-03,0,0,ses-04,SSVEP,48,sub-02
0,sub-03,0,0,ses-04,SSVEP,54,sub-02
0,sub-03,0,0,ses-04,SSVEP,60,sub-02
0,sub-03,0,0,ses-04,SSVEP,66,sub-02
0,sub-03,0,0,ses-04,SSVEP,72,sub-02
0,sub-03,0,0,ses-04,SSVEP,78,sub-02
0,sub-03,0,0,ses-04,SSVEP,84,sub-02
0,sub-03,0,0,ses-04,SSVEP,91,sub-02
0,sub-05,0,0,ses-02,ERP,0,sub-02
0,sub-05,0,0,ses-02,ERP,10,sub-02
0,sub-05,0,0,ses-02,ERP,21,sub-02
0,sub-05,0,0,ses-02,ERP,31,sub-02
0,sub-05,0,0,ses-02,ERP,42,sub-02
0,sub-05,0,0,ses-02,ERP,52,sub-02
0,sub-05,0,0,ses-02,ERP,63,sub-02
0,sub-05,0,0,ses-02,ERP,73,sub-02
0,sub-05,0,0,ses-02,ERP,84,sub-02
0,sub-05,0,0,ses-02,ERP,94,sub-02
0,sub-05,0,0,ses-02,ERP,105,sub-02
0,sub-05,0,0,ses-02,ERP,115,sub-02
0,sub-05,0,0,ses-02,ERP,126,sub-02
0,sub-05,0,0,ses-02,ERP,136,sub-02
0,sub-05,0,0,ses-02,ERP,147,sub-02
0,sub-05,0,0,ses-02,ERP,158,sub-02
0,sub-05,0,0,ses-02,SSVEP,0,sub-02
0,sub-05,0,0,ses-02,SSVEP,7,sub-02
0,sub-05,0,0,ses-02,SSVEP,15,sub-02
0,sub-05,0,0,ses-02,SSVEP,22,sub-02
0,sub-05,0,0,ses-02,SSVEP,30,sub-02
0,sub-05,0,0,ses-02,SSVEP,38,sub-02
0,sub-05,0,0,ses-02,SSVEP,45,sub-02
0,sub-05,0,0,ses-02,SSVEP,53,sub-02
0,sub-05,0,0,ses-02,SSVEP,60,sub-02
0,sub-05,0,0,ses-02,SSVEP,68,sub-02
0,sub-05,0,0,ses-02,SSVEP,76,sub-02
0,sub-05,0,0,ses-02,SSVEP,83,sub-02
0,sub-05,0,0,ses-02,SSVEP,91,sub-02
0,sub-05,0,0,ses-02,SSVEP,98,sub-02
0,sub-05,0,0,ses-02,SSVEP,106,sub-02
0,sub-05,0,0,ses-02,SSVEP,114,sub-02
0,sub-05,0,0,ses-03,ERP,0,sub-02
0,sub-05,0,0,ses-03,ERP,9,sub-02
0,sub-05,0,0,ses-03,ERP,19,sub-02
0,sub-05,0,0,ses-03,ERP,29,sub-02
0,sub-05,0,0,ses-03,ERP,38,sub-02
0,sub-05,0,0,ses-03,ERP,48,sub-02
0,sub-05,0,0,ses-03,ERP,58,sub-02
0,sub-05,0,0,ses-03,ERP,68,sub-02
0,sub-05,0,0,ses-03,ERP,77,sub-02
0,sub-05,0,0,ses-03,ERP,87,sub-02
0,sub-05,0,0,ses-03,ERP,97,sub-02
0,sub-05,0,0,ses-03,ERP,107,sub-02
0,sub-05,0,0,ses-03,ERP,116,sub-02
0,sub-05,0,0,ses-03,ERP,126,sub-02
0,sub-05,0,0,ses-03,ERP,136,sub-02
0,sub-05,0,0,ses-03,ERP,146,sub-02
0,sub-05,0,0,ses-03,SSVEP,0,sub-02
0,sub-05,0,0,ses-03,SSVEP,7,sub-02
0,sub-05,0,0,ses-03,SSVEP,14,sub-02
0,sub-05,0,0,ses-03,SSVEP,21,sub-02
0,sub-05,0,0,ses-03,SSVEP,28,sub-02
0,sub-05,0,0,ses-03,SSVEP,35,sub-02
0,sub-05,0,0,ses-03,SSVEP,42,sub-02
0,sub-05,0,0,ses-03,SSVEP,49,sub-02
0,sub-05,0,0,ses-03,SSVEP,56,sub-02
0,sub-05,0,0,ses-03,SSVEP,63,sub-02
0,sub-05,0,0,ses-03,SSVEP,70,sub-02
0,sub-05,0,0,ses-03,SSVEP,77,sub-02
0,sub-05,0,0,ses-03,SSVEP,84,sub-02
0,sub-05,0,0,ses-03,SSVEP,91,sub-02
0,sub-05,0,0,ses-03,SSVEP,98,sub-02
0,sub-05,0,0,ses-03,SSVEP,105,sub-02
0,sub-05,0,0,ses-04,ERP,0,sub-02
0,sub-05,0,0,ses-04,ERP,9,sub-02
0,sub-05,0,0,ses-04,ERP,19,sub-02
0,sub-05,0,0,ses-04,ERP,29,sub-02
0,sub-05,0,0,ses-04,ERP,38,sub-02
0,sub-05,0,0,ses-04,ERP,48,sub-02
0,sub-05,0,0,ses-04,ERP,58,sub-02
0,sub-05,0,0,ses-04,ERP,68,sub-02
0,sub-05,0,0,ses-04,ERP,77,sub-02
0,sub-05,0,0,ses-04,ERP,87,sub-02
0,sub-05,0,0,ses-04,ERP,97,sub-02
0,sub-05,0,0,ses-04,ERP,107,sub-02
0,sub-05,0,0,ses-04,ERP,116,sub-02
0,sub-05,0,0,ses-04,ERP,126,sub-02
0,sub-05,0,0,ses-04,ERP,136,sub-02
0,sub-05,0,0,ses-04,ERP,146,sub-02
0,sub-05,0,0,ses-04,SSVEP,0,sub-02
0,sub-05,0,0,ses-04,SSVEP,6,sub-02
0,sub-05,0,0,ses-04,SSVEP,12,sub-02
0,sub-05,0,0,ses-04,SSVEP,18,sub-02
0,sub-05,0,0,ses-04,SSVEP,24,sub-02
0,sub-05,0,0,ses-04,SSVEP,31,sub-02
0,sub-05,0,0,ses-04,SSVEP,37,sub-02
0,sub-05,0,0,ses-04,SSVEP,43,sub-02
0,sub-05,0,0,ses-04,SSVEP,49,sub-02
0,sub-05,0,0,ses-04,SSVEP,55,sub-02
0,sub-05,0,0,ses-04,SSVEP,62,sub-02
0,sub-05,0,0,ses-04,SSVEP,68,sub-02
0,sub-05,0,0,ses-04,SSVEP,74,sub-02
0,sub-05,0,0,ses-04,SSVEP,80,sub-02
0,sub-05,0,0,ses-04,SSVEP,86,sub-02
0,sub-05,0,0,ses-04,SSVEP,93,sub-02
