fold,participant,query_eog_in_inference,query_operator_in_inference,session,task,window,wrong_owner
2,sub-11,0,0,ses-04,ERP,42,sub-12
2,sub-11,0,0,ses-04,ERP,46,sub-12
2,sub-11,0,0,ses-04,ERP,51,sub-12
2,sub-11,0,0,ses-04,ERP,55,sub-12
2,sub-11,0,0,ses-04,ERP,59,sub-12
2,sub-11,0,0,ses-04,ERP,64,sub-12
2,sub-11,0,0,ses-04,SSVEP,0,sub-12
2,sub-11,0,0,ses-04,SSVEP,7,sub-12
2,sub-11,0,0,ses-04,SSVEP,15,sub-12
2,sub-11,0,0,ses-04,SSVEP,23,sub-12
2,sub-11,0,0,ses-04,SSVEP,30,sub-12
2,sub-11,0,0,ses-04,SSVEP,38,sub-12
2,sub-11,0,0,ses-04,SSVEP,46,sub-12
2,sub-11,0,0,ses-04,SSVEP,53,sub-12
2,sub-11,0,0,ses-04,SSVEP,61,sub-12
2,sub-11,0,0,ses-04,SSVEP,69,sub-12
2,sub-11,0,0,ses-04,SSVEP,76,sub-12
2,sub-11,0,0,ses-04,SSVEP,84,sub-12
2,sub-11,0,0,ses-04,SSVEP,92,sub-12
2,sub-11,0,0,ses-04,SSVEP,99,sub-12
2,sub-11,0,0,ses-04,SSVEP,107,sub-12
2,sub-11,0,0,ses-04,SSVEP,115,sub-12
2,sub-12,0,0,ses-02,ERP,0,sub-11
2,sub-12,0,0,ses-02,ERP,9,sub-11
2,sub-12,0,0,ses-02,ERP,19,sub-11
2,sub-12,0,0,ses-02,ERP,29,sub-11
2,sub-12,0,0,ses-02,ERP,39,sub-11
2,sub-12,0,0,ses-02,ERP,49,sub-11
2,sub-12,0,0,ses-02,ERP,59,sub-11
2,sub-12,0,0,ses-02,ERP,69,sub-11
2,sub-12,0,0,ses-02,ERP,78,sub-11
2,sub-12,0,0,ses-02,ERP,88,sub-11
2,sub-12,0,0,ses-02,ERP,98,sub-11
2,sub-12,0,0,ses-02,ERP,108,sub-11
2,sub-12,0,0,ses-02,ERP,118,sub-11
2,sub-12,0,0,ses-02,ERP,128,sub-11
2,sub-12,0,0,ses-02,ERP,138,sub-11
2,sub-12,0,0,ses-02,ERP,148,sub-11
2,sub-12,0,0,ses-02,SSVEP,0,sub-11
2,sub-12,0,0,ses-02,SSVEP,6,sub-11
2,sub-12,0,0,ses-02,SSVEP,12,sub-11
2,sub-12,0,0,ses-02,SSVEP,19,sub-11
2,sub-12,0,0,ses-02,SSVEP,25,sub-11
2,sub-12,0,0,ses-02,SSVEP,31,sub-11
2,sub-12,0,0,ses-02,SSVEP,38,sub-11
2,sub-12,0,0,ses-02,SSVEP,44,sub-11
2,sub-12,0,0,ses-02,SSVEP,50,sub-11
2,sub-12,0,0,ses-02,SSVEP,57,sub-11
2,sub-12,0,0,ses-02,SSVEP,63,sub-11
2,sub-12,0,0,ses-02,SSVEP,69,sub-11
2,sub-12,0,0,ses-02,SSVEP,76,sub-11
2,sub-12,0,0,ses-02,SSVEP,82,sub-11
2,sub-12,0,0,ses-02,SSVEP,88,sub-11
2,sub-12,0,0,ses-02,SSVEP,95,sub-11
2,sub-12,0,0,ses-03,ERP,0,sub-11
2,sub-12,0,0,ses-03,ERP,10,sub-11
2,sub-12,0,0,ses-03,ERP,20,sub-11
2,sub-12,0,0,ses-03,ERP,31,sub-11
2,sub-12,0,0,ses-03,ERP,41,sub-11
2,sub-12,0,0,ses-03,ERP,51,sub-11
2,sub-12,0,0,ses-03,ERP,62,sub-11
2,sub-12,0,0,ses-03,ERP,72,sub-11
2,sub-12,0,0,ses-03,ERP,82,sub-11
2,sub-12,0,0,ses-03,ERP,93,sub-11
2,sub-12,0,0,ses-03,ERP,103,sub-11
2,sub-12,0,0,ses-03,ERP,113,sub-11
2,sub-12,0,0,ses-03,ERP,124,sub-11
2,sub-12,0,0,ses-03,ERP,134,sub-11
2,sub-12,0,0,ses-03,ERP,144,sub-11
2,sub-12,0,0,ses-03,ERP,155,sub-11
2,sub-12,0,0,ses-03,SSVEP,0,sub-11
2,sub-12,0,0,ses-03,SSVEP,6,sub-11
2,sub-12,0,0,ses-03,SSVEP,12,sub-11
2,sub-12,0,0,ses-03,SSVEP,18,sub-11
2,sub-12,0,0,ses-03,SSVEP,24,sub-11
2,sub-12,0,0,ses-03,SSVEP,30,sub-11
2,sub-12,0,0,ses-03,SSVEP,36,sub-11
2,sub-12,0,0,ses-03,SSVEP,42,sub-11
2,sub-12,0,0,ses-03,SSVEP,48,sub-11
2,sub-12,0,0,ses-03,SSVEP,54,sub-11
2,sub-12,0,0,ses-03,SSVEP,60,sub-11
2,sub-12,0,0,ses-03,SSVEP,66,sub-11
2,sub-12,0,0,ses-03,SSVEP,72,sub-11
2,sub-12,0,0,ses-03,SSVEP,78,sub-11
2,sub-12,0,0,ses-03,SSVEP,84,sub-11
2,sub-12,0,0,ses-03,SSVEP,91,sub-11
2,sub-12,0,0,ses-04,ERP,0,sub-11
2,sub-12,0,0,ses-04,ERP,11,sub-11
2,sub-12,0,0,ses-04,ERP,23,sub-11
2,sub-12,0,0,ses-04,ERP,35,sub-11
2,sub-12,0,0,ses-04,ERP,46,sub-11
2,sub-12,0,0,ses-04,ERP,58,sub-11
2,sub-12,0,0,ses-04,ERP,70,sub-11
2,sub-12,0,0,ses-04,ERP,82,sub-11
2,sub-12,0,0,ses-04,ERP,93,sub-11
2,sub-12,0,0,ses-04,ERP,105,sub-11
2,sub-12,0,0,ses-04,ERP,117,sub-11
2,sub-12,0,0,ses-04,ERP,129,sub-11
2,sub-12,0,0,ses-04,ERP,140,sub-11
2,sub-12,0,0,ses-04,ERP,152,sub-11
2,sub-12,0,0,ses-04,ERP,164,sub-11
2,sub-12,0,0,ses-04,ERP,176,sub-11
2,sub-12,0,0,ses-04,SSVEP,0,sub-11
2,sub-12,0,0,ses-04,SSVEP,6,sub-11
2,sub-12,0,0,ses-04,SSVEP,12,sub-11
2,sub-12,0,0,ses-04,SSVEP,18,sub-11
2,sub-12,0,0,ses-04,SSVEP,24,sub-11
2,sub-12,0,0,ses-04,SSVEP,30,sub-11
2,sub-12,0,0,ses-04,SSVEP,36,sub-11
2,sub-12,0,0,ses-04,SSVEP,42,sub-11
2,sub-12,0,0,ses-04,SSVEP,49,sub-11
2,sub-12,0,0,ses-04,SSVEP,55,sub-11
2,sub-12,0,0,ses-04,SSVEP,61,sub-11
2,sub-12,0,0,ses-04,SSVEP,67,sub-11
2,sub-12,0,0,ses-04,SSVEP,73,sub-11
2,sub-12,0,0,ses-04,SSVEP,79,sub-11
2,sub-12,0,0,ses-04,SSVEP,85,sub-11
2,sub-12,0,0,ses-04,SSVEP,92,sub-11
2,sub-14,0,0,ses-02,ERP,0,sub-11
2,sub-14,0,0,ses-02,ERP,11,sub-11
2,sub-14,0,0,ses-02,ERP,22,sub-11
2,sub-14,0,0,ses-02,ERP,34,sub-11
2,sub-14,0,0,ses-02,ERP,45,sub-11
2,sub-14,0,0,ses-02,ERP,57,sub-11
2,sub-14,0,0,ses-02,ERP,68,sub-11
2,sub-14,0,0,ses-02,ERP,80,sub-11
2,sub-14,0,0,ses-02,ERP,91,sub-11
2,sub-14,0,0,ses-02,ERP,103,sub-11
2,sub-14,0,0,ses-02,ERP,114,sub-11
2,sub-14,0,0,ses-02,ERP,126,sub-11
2,sub-14,0,0,ses-02,ERP,137,sub-11
2,sub-14,0,0,ses-02,ERP,149,sub-11
2,sub-14,0,0,ses-02,ERP,160,sub-11
2,sub-14,0,0,ses-02,ERP,172,sub-11
2,sub-14,0,0,ses-02,SSVEP,0,sub-11
2,sub-14,0,0,ses-02,SSVEP,6,sub-11
2,sub-14,0,0,ses-02,SSVEP,12,sub-11
2,sub-14,0,0,ses-02,SSVEP,18,sub-11
2,sub-14,0,0,ses-02,SSVEP,24,sub-11
2,sub-14,0,0,ses-02,SSVEP,31,sub-11
2,sub-14,0,0,ses-02,SSVEP,37,sub-11
2,sub-14,0,0,ses-02,SSVEP,43,sub-11
2,sub-14,0,0,ses-02,SSVEP,49,sub-11
2,sub-14,0,0,ses-02,SSVEP,55,sub-11
2,sub-14,0,0,ses-02,SSVEP,62,sub-11
2,sub-14,0,0,ses-02,SSVEP,68,sub-11
2,sub-14,0,0,ses-02,SSVEP,74,sub-11
2,sub-14,0,0,ses-02,SSVEP,80,sub-11
2,sub-14,0,0,ses-02,SSVEP,86,sub-11
2,sub-14,0,0,ses-02,SSVEP,93,sub-11
2,sub-14,0,0,ses-03,ERP,0,sub-11
2,sub-14,0,0,ses-03,ERP,9,sub-11
2,sub-14,0,0,ses-03,ERP,19,sub-11
2,sub-14,0,0,ses-03,ERP,29,sub-11
2,sub-14,0,0,ses-03,ERP,38,sub-11
2,sub-14,0,0,ses-03,ERP,48,sub-11
2,sub-14,0,0,ses-03,ERP,58,sub-11
2,sub-14,0,0,ses-03,ERP,68,sub-11
2,sub-14,0,0,ses-03,ERP,77,sub-11
2,sub-14,0,0,ses-03,ERP,87,sub-11
2,sub-14,0,0,ses-03,ERP,97,sub-11
2,sub-14,0,0,ses-03,ERP,107,sub-11
2,sub-14,0,0,ses-03,ERP,116,sub-11
2,sub-14,0,0,ses-03,ERP,126,sub-11
2,sub-14,0,0,ses-03,ERP,136,sub-11
2,sub-14,0,0,ses-03,ERP,146,sub-11
2,sub-14,0,0,ses-03,SSVEP,0,sub-11
2,sub-14,0,0,ses-03,SSVEP,6,sub-11
2,sub-14,0,0,ses-03,SSVEP,12,sub-11
2,sub-14,0,0,ses-03,SSVEP,18,sub-11
2,sub-14,0,0,ses-03,SSVEP,24,sub-11
2,sub-14,0,0,ses-03,SSVEP,30,sub-11
2,sub-14,0,0,ses-03,SSVEP,36,sub-11
2,sub-14,0,0,ses-03,SSVEP,42,sub-11
2,sub-14,0,0,ses-03,SSVEP,48,sub-11
2,sub-14,0,0,ses-03,SSVEP,54,sub-11
2,sub-14,0,0,ses-03,SSVEP,60,sub-11
2,sub-14,0,0,ses-03,SSVEP,66,sub-11
2,sub-14,0,0,ses-03,SSVEP,72,sub-11
2,sub-14,0,0,ses-03,SSVEP,78,sub-11
2,sub-14,0,0,ses-03,SSVEP,84,sub-11
2,sub-14,0,0,ses-03,SSVEP,91,sub-11
2,sub-14,0,0,ses-04,ERP,0,sub-11
2,sub-14,0,0,ses-04,ERP,9,sub-11
2,sub-14,0,0,ses-04,ERP,19,sub-11
2,sub-14,0,0,ses-04,ERP,29,sub-11
2,sub-14,0,0,ses-04,ERP,38,sub-11
2,sub-14,0,0,ses-04,ERP,48,sub-11
2,sub-14,0,0,ses-04,ERP,58,sub-11
2,sub-14,0,0,ses-04,ERP,67,sub-11
2,sub-14,0,0,ses-04,ERP,77,sub-11
2,sub-14,0,0,ses-04,ERP,87,sub-11
2,sub-14,0,0,ses-04,ERP,96,sub-11
2,sub-14,0,0,ses-04,ERP,106,sub-11
2,sub-14,0,0,ses-04,ERP,116,sub-11
2,sub-14,0,0,ses-04,ERP,125,sub-11
2,sub-14,0,0,ses-04,ERP,135,sub-11
2,sub-14,0,0,ses-04,ERP,145,sub-11
2,sub-14,0,0,ses-04,SSVEP,0,sub-11
2,sub-14,0,0,ses-04,SSVEP,6,sub-11
2,sub-14,0,0,ses-04,SSVEP,12,sub-11
2,sub-14,0,0,ses-04,SSVEP,18,sub-11
2,sub-14,0,0,ses-04,SSVEP,24,sub-11
2,sub-14,0,0,ses-04,SSVEP,30,sub-11
2,sub-14,0,0,ses-04,SSVEP,36,sub-11
2,sub-14,0,0,ses-04,SSVEP,42,sub-11
2,sub-14,0,0,ses-04,SSVEP,48,sub-11
2,sub-14,0,0,ses-04,SSVEP,54,sub-11
2,sub-14,0,0,ses-04,SSVEP,60,sub-11
2,sub-14,0,0,ses-04,SSVEP,66,sub-11
2,sub-14,0,0,ses-04,SSVEP,72,sub-11
2,sub-14,0,0,ses-04,SSVEP,78,sub-11
2,sub-14,0,0,ses-04,SSVEP,84,sub-11
2,sub-14,0,0,ses-04,SSVEP,90,sub-11
