fold,participant,query_eog_in_inference,query_operator_in_inference,session,task,window,wrong_owner
1,sub-06,0,0,ses-03,SSVEP,12,sub-07
1,sub-06,0,0,ses-03,SSVEP,18,sub-07
1,sub-06,0,0,ses-03,SSVEP,25,sub-07
1,sub-06,0,0,ses-03,SSVEP,31,sub-07
1,sub-06,0,0,ses-03,SSVEP,37,sub-07
1,sub-06,0,0,ses-03,SSVEP,43,sub-07
1,sub-06,0,0,ses-03,SSVEP,50,sub-07
1,sub-06,0,0,ses-03,SSVEP,56,sub-07
1,sub-06,0,0,ses-03,SSVEP,62,sub-07
1,sub-06,0,0,ses-03,SSVEP,68,sub-07
1,sub-06,0,0,ses-03,SSVEP,75,sub-07
1,sub-06,0,0,ses-03,SSVEP,81,sub-07
1,sub-06,0,0,ses-03,SSVEP,87,sub-07
1,sub-06,0,0,ses-03,SSVEP,94,sub-07
1,sub-06,0,0,ses-04,ERP,0,sub-07
1,sub-06,0,0,ses-04,ERP,10,sub-07
1,sub-06,0,0,ses-04,ERP,20,sub-07
1,sub-06,0,0,ses-04,ERP,30,sub-07
1,sub-06,0,0,ses-04,ERP,40,sub-07
1,sub-06,0,0,ses-04,ERP,50,sub-07
1,sub-06,0,0,ses-04,ERP,60,sub-07
1,sub-06,0,0,ses-04,ERP,70,sub-07
1,sub-06,0,0,ses-04,ERP,81,sub-07
1,sub-06,0,0,ses-04,ERP,91,sub-07
1,sub-06,0,0,ses-04,ERP,101,sub-07
1,sub-06,0,0,ses-04,ERP,111,sub-07
1,sub-06,0,0,ses-04,ERP,121,sub-07
1,sub-06,0,0,ses-04,ERP,131,sub-07
1,sub-06,0,0,ses-04,ERP,141,sub-07
1,sub-06,0,0,ses-04,ERP,152,sub-07
1,sub-06,0,0,ses-04,SSVEP,0,sub-07
1,sub-06,0,0,ses-04,SSVEP,6,sub-07
1,sub-06,0,0,ses-04,SSVEP,12,sub-07
1,sub-06,0,0,ses-04,SSVEP,18,sub-07
1,sub-06,0,0,ses-04,SSVEP,24,sub-07
1,sub-06,0,0,ses-04,SSVEP,30,sub-07
1,sub-06,0,0,ses-04,SSVEP,36,sub-07
1,sub-06,0,0,ses-04,SSVEP,42,sub-07
1,sub-06,0,0,ses-04,SSVEP,49,sub-07
1,sub-06,0,0,ses-04,SSVEP,55,sub-07
1,sub-06,0,0,ses-04,SSVEP,61,sub-07
1,sub-06,0,0,ses-04,SSVEP,67,sub-07
1,sub-06,0,0,ses-04,SSVEP,73,sub-07
1,sub-06,0,0,ses-04,SSVEP,79,sub-07
1,sub-06,0,0,ses-04,SSVEP,85,sub-07
1,sub-06,0,0,ses-04,SSVEP,92,sub-07
1,sub-07,0,0,ses-02,ERP,0,sub-06
1,sub-07,0,0,ses-02,ERP,10,sub-06
1,sub-07,0,0,ses-02,ERP,20,sub-06
1,sub-07,0,0,ses-02,ERP,30,sub-06
1,sub-07,0,0,ses-02,ERP,40,sub-06
1,sub-07,0,0,ses-02,ERP,50,sub-06
1,sub-07,0,0,ses-02,ERP,60,sub-06
1,sub-07,0,0,ses-02,ERP,70,sub-06
1,sub-07,0,0,ses-02,ERP,81,sub-06
1,sub-07,0,0,ses-02,ERP,91,sub-06
1,sub-07,0,0,ses-02,ERP,101,sub-06
1,sub-07,0,0,ses-02,ERP,111,sub-06
1,sub-07,0,0,ses-02,ERP,121,sub-06
1,sub-07,0,0,ses-02,ERP,131,sub-06
1,sub-07,0,0,ses-02,ERP,141,sub-06
1,sub-07,0,0,ses-02,ERP,152,sub-06
1,sub-07,0,0,ses-02,SSVEP,0,sub-06
1,sub-07,0,0,ses-02,SSVEP,6,sub-06
1,sub-07,0,0,ses-02,SSVEP,12,sub-06
1,sub-07,0,0,ses-02,SSVEP,18,sub-06
1,sub-07,0,0,ses-02,SSVEP,24,sub-06
1,sub-07,0,0,ses-02,SSVEP,30,sub-06
1,sub-07,0,0,ses-02,SSVEP,36,sub-06
1,sub-07,0,0,ses-02,SSVEP,42,sub-06
1,sub-07,0,0,ses-02,SSVEP,48,sub-06
1,sub-07,0,0,ses-02,SSVEP,54,sub-06
1,sub-07,0,0,ses-02,SSVEP,60,sub-06
1,sub-07,0,0,ses-02,SSVEP,66,sub-06
1,sub-07,0,0,ses-02,SSVEP,72,sub-06
1,sub-07,0,0,ses-02,SSVEP,78,sub-06
1,sub-07,0,0,ses-02,SSVEP,84,sub-06
1,sub-07,0,0,ses-02,SSVEP,91,sub-06
1,sub-07,0,0,ses-03,ERP,0,sub-06
1,sub-07,0,0,ses-03,ERP,10,sub-06
1,sub-07,0,0,ses-03,ERP,20,sub-06
1,sub-07,0,0,ses-03,ERP,30,sub-06
1,sub-07,0,0,ses-03,ERP,41,sub-06
1,sub-07,0,0,ses-03,ERP,51,sub-06
1,sub-07,0,0,ses-03,ERP,61,sub-06
1,sub-07,0,0,ses-03,ERP,71,sub-06
1,sub-07,0,0,ses-03,ERP,82,sub-06
1,sub-07,0,0,ses-03,ERP,92,sub-06
1,sub-07,0,0,ses-03,ERP,102,sub-06
1,sub-07,0,0,ses-03,ERP,112,sub-06
1,sub-07,0,0,ses-03,ERP,123,sub-06
1,sub-07,0,0,ses-03,ERP,133,sub-06
1,sub-07,0,0,ses-03,ERP,143,sub-06
1,sub-07,0,0,ses-03,ERP,154,sub-06
1,sub-07,0,0,ses-03,SSVEP,0,sub-06
1,sub-07,0,0,ses-03,SSVEP,6,sub-06
1,sub-07,0,0,ses-03,SSVEP,12,sub-06
1,sub-07,0,0,ses-03,SSVEP,18,sub-06
1,sub-07,0,0,ses-03,SSVEP,24,sub-06
1,sub-07,0,0,ses-03,SSVEP,30,sub-06
1,sub-07,0,0,ses-03,SSVEP,36,sub-06
1,sub-07,0,0,ses-03,SSVEP,42,sub-06
1,sub-07,0,0,ses-03,SSVEP,48,sub-06
1,sub-07,0,0,ses-03,SSVEP,54,sub-06
1,sub-07,0,0,ses-03,SSVEP,60,sub-06
1,sub-07,0,0,ses-03,SSVEP,66,sub-06
1,sub-07,0,0,ses-03,SSVEP,72,sub-06
1,sub-07,0,0,ses-03,SSVEP,78,sub-06
1,sub-07,0,0,ses-03,SSVEP,84,sub-06
1,sub-07,0,0,ses-03,SSVEP,91,sub-06
1,sub-07,0,0,ses-04,ERP,0,sub-06
1,sub-07,0,0,ses-04,ERP,9,sub-06
1,sub-07,0,0,ses-04,ERP,19,sub-06
1,sub-07,0,0,ses-04,ERP,28,sub-06
1,sub-07,0,0,ses-04,ERP,38,sub-06
1,sub-07,0,0,ses-04,ERP,48,sub-06
1,sub-07,0,0,ses-04,ERP,57,sub-06
1,sub-07,0,0,ses-04,ERP,67,sub-06
1,sub-07,0,0,ses-04,ERP,76,sub-06
1,sub-07,0,0,ses-04,ERP,86,sub-06
1,sub-07,0,0,ses-04,ERP,96,sub-06
1,sub-07,0,0,ses-04,ERP,105,sub-06
1,sub-07,0,0,ses-04,ERP,115,sub-06
1,sub-07,0,0,ses-04,ERP,124,sub-06
1,sub-07,0,0,ses-04,ERP,134,sub-06
1,sub-07,0,0,ses-04,ERP,144,sub-06
1,sub-07,0,0,ses-04,SSVEP,0,sub-06
1,sub-07,0,0,ses-04,SSVEP,5,sub-06
1,sub-07,0,0,ses-04,SSVEP,11,sub-06
1,sub-07,0,0,ses-04,SSVEP,17,sub-06
1,sub-07,0,0,ses-04,SSVEP,23,sub-06
1,sub-07,0,0,ses-04,SSVEP,29,sub-06
1,sub-07,0,0,ses-04,SSVEP,35,sub-06
1,sub-07,0,0,ses-04,SSVEP,41,sub-06
1,sub-07,0,0,ses-04,SSVEP,47,sub-06
1,sub-07,0,0,ses-04,SSVEP,53,sub-06
1,sub-07,0,0,ses-04,SSVEP,59,sub-06
1,sub-07,0,0,ses-04,SSVEP,65,sub-06
1,sub-07,0,0,ses-04,SSVEP,71,sub-06
1,sub-07,0,0,ses-04,SSVEP,77,sub-06
1,sub-07,0,0,ses-04,SSVEP,83,sub-06
1,sub-07,0,0,ses-04,SSVEP,89,sub-06
1,sub-09,0,0,ses-02,ERP,0,sub-06
1,sub-09,0,0,ses-02,ERP,9,sub-06
1,sub-09,0,0,ses-02,ERP,19,sub-06
1,sub-09,0,0,ses-02,ERP,29,sub-06
1,sub-09,0,0,ses-02,ERP,39,sub-06
1,sub-09,0,0,ses-02,ERP,49,sub-06
1,sub-09,0,0,ses-02,ERP,59,sub-06
1,sub-09,0,0,ses-02,ERP,69,sub-06
1,sub-09,0,0,ses-02,ERP,78,sub-06
1,sub-09,0,0,ses-02,ERP,88,sub-06
1,sub-09,0,0,ses-02,ERP,98,sub-06
1,sub-09,0,0,ses-02,ERP,108,sub-06
1,sub-09,0,0,ses-02,ERP,118,sub-06
1,sub-09,0,0,ses-02,ERP,128,sub-06
1,sub-09,0,0,ses-02,ERP,138,sub-06
1,sub-09,0,0,ses-02,ERP,148,sub-06
1,sub-09,0,0,ses-02,SSVEP,0,sub-06
1,sub-09,0,0,ses-02,SSVEP,6,sub-06
1,sub-09,0,0,ses-02,SSVEP,12,sub-06
1,sub-09,0,0,ses-02,SSVEP,18,sub-06
1,sub-09,0,0,ses-02,SSVEP,24,sub-06
1,sub-09,0,0,ses-02,SSVEP,30,sub-06
1,sub-09,0,0,ses-02,SSVEP,36,sub-06
1,sub-09,0,0,ses-02,SSVEP,42,sub-06
1,sub-09,0,0,ses-02,SSVEP,48,sub-06
1,sub-09,0,0,ses-02,SSVEP,54,sub-06
1,sub-09,0,0,ses-02,SSVEP,60,sub-06
1,sub-09,0,0,ses-02,SSVEP,66,sub-06
1,sub-09,0,0,ses-02,SSVEP,72,sub-06
1,sub-09,0,0,ses-02,SSVEP,78,sub-06
1,sub-09,0,0,ses-02,SSVEP,84,sub-06
1,sub-09,0,0,ses-02,SSVEP,91,sub-06
1,sub-09,0,0,ses-03,ERP,0,sub-06
1,sub-09,0,0,ses-03,ERP,9,sub-06
1,sub-09,0,0,ses-03,ERP,19,sub-06
1,sub-09,0,0,ses-03,ERP,29,sub-06
1,sub-09,0,0,ses-03,ERP,39,sub-06
1,sub-09,0,0,ses-03,ERP,49,sub-06
1,sub-09,0,0,ses-03,ERP,59,sub-06
1,sub-09,0,0,ses-03,ERP,69,sub-06
1,sub-09,0,0,ses-03,ERP,78,sub-06
1,sub-09,0,0,ses-03,ERP,88,sub-06
1,sub-09,0,0,ses-03,ERP,98,sub-06
1,sub-09,0,0,ses-03,ERP,108,sub-06
1,sub-09,0,0,ses-03,ERP,118,sub-06
1,sub-09,0,0,ses-03,ERP,128,sub-06
1,sub-09,0,0,ses-03,ERP,138,sub-06
1,sub-09,0,0,ses-03,ERP,148,sub-06
1,sub-09,0,0,ses-03,SSVEP,0,sub-06
1,sub-09,0,0,ses-03,SSVEP,6,sub-06
1,sub-09,0,0,ses-03,SSVEP,12,sub-06
1,sub-09,0,0,ses-03,SSVEP,18,sub-06
1,sub-09,0,0,ses-03,SSVEP,24,sub-06
1,sub-09,0,0,ses-03,SSVEP,30,sub-06
1,sub-09,0,0,ses-03,SSVEP,36,sub-06
1,sub-09,0,0,ses-03,SSVEP,42,sub-06
1,sub-09,0,0,ses-03,SSVEP,49,sub-06
1,sub-09,0,0,ses-03,SSVEP,55,sub-06
1,sub-09,0,0,ses-03,SSVEP,61,sub-06
1,sub-09,0,0,ses-03,SSVEP,67,sub-06
1,sub-09,0,0,ses-03,SSVEP,73,sub-06
1,sub-09,0,0,ses-03,SSVEP,79,sub-06
1,sub-09,0,0,ses-03,SSVEP,85,sub-06
1,sub-09,0,0,ses-03,SSVEP,92,sub-06
1,sub-09,0,0,ses-04,ERP,0,sub-06
1,sub-09,0,0,ses-04,ERP,9,sub-06
1,sub-09,0,0,ses-04,ERP,19,sub-06
1,sub-09,0,0,ses-04,ERP,29,sub-06
1,sub-09,0,0,ses-04,ERP,39,sub-06
1,sub-09,0,0,ses-04,ERP,49,sub-06
1,sub-09,0,0,ses-04,ERP,58,sub-06
1,sub-09,0,0,ses-04,ERP,68,sub-06
1,sub-09,0,0,ses-04,ERP,78,sub-06
1,sub-09,0,0,ses-04,ERP,88,sub-06
1,sub-09,0,0,ses-04,ERP,98,sub-06
1,sub-09,0,0,ses-04,ERP,107,sub-06
1,sub-09,0,0,ses-04,ERP,117,sub-06
1,sub-09,0,0,ses-04,ERP,127,sub-06
1,sub-09,0,0,ses-04,ERP,137,sub-06
1,sub-09,0,0,ses-04,ERP,147,sub-06
1,sub-09,0,0,ses-04,SSVEP,0,sub-06
1,sub-09,0,0,ses-04,SSVEP,6,sub-06
1,sub-09,0,0,ses-04,SSVEP,12,sub-06
1,sub-09,0,0,ses-04,SSVEP,18,sub-06
1,sub-09,0,0,ses-04,SSVEP,24,sub-06
1,sub-09,0,0,ses-04,SSVEP,30,sub-06
1,sub-09,0,0,ses-04,SSVEP,36,sub-06
1,sub-09,0,0,ses-04,SSVEP,42,sub-06
1,sub-09,0,0,ses-04,SSVEP,48,sub-06
1,sub-09,0,0,ses-04,SSVEP,54,sub-06
1,sub-09,0,0,ses-04,SSVEP,60,sub-06
1,sub-09,0,0,ses-04,SSVEP,66,sub-06
1,sub-09,0,0,ses-04,SSVEP,72,sub-06
1,sub-09,0,0,ses-04,SSVEP,78,sub-06
1,sub-09,0,0,ses-04,SSVEP,84,sub-06
1,sub-09,0,0,ses-04,SSVEP,91,sub-06
